Participant,Behavioral_Variable,Wellness_Variable,r,p,N,Included,p_FDR,Significant_FDR
p05,Exercise_Distance,sleep_quality,0.0318576993434319,0.7949706995657967,69,Yes,0.9337909599171105,False
p05,Exercise_Distance,stress,0.1954692509744351,0.1074862212626284,69,Yes,0.36582155749828615,False
p05,Exercise_Calories,fatigue,0.0823724858861426,0.5010224280142854,69,Yes,0.7803958646911925,False
p05,Exercise_Calories,mood,-0.1774892209870204,0.1445613161372785,69,Yes,0.43053205438071307,False
p05,Exercise_Calories,readiness,0.1122523938742266,0.3584562470753686,69,Yes,0.6636764178524152,False
p05,Exercise_Calories,sleep_quality,0.0665086563561249,0.5871495505059358,69,Yes,0.8315210498251542,False
p05,Exercise_Calories,stress,-0.1164539649826839,0.3406334215859213,69,Yes,0.6499841820057886,False
p05,Exercise_Avg_HR,fatigue,0.090558066195669,0.599406617734924,36,Yes,0.8315210498251542,False
p05,Exercise_Avg_HR,mood,-0.2239392621280404,0.1891950349615849,36,Yes,0.49412669745553606,False
p05,Exercise_Avg_HR,readiness,-0.0391379989873689,0.8207136430120994,36,Yes,0.9358137270930645,False
p05,Exercise_Avg_HR,sleep_quality,-0.0103658354206681,0.9521543878484542,36,Yes,0.9772762894570279,False
p05,Exercise_Avg_HR,stress,-0.2940352819721211,0.0817430375808145,36,Yes,0.32470578554094043,False
p05,Sleep_Hours,fatigue,0.1244979550372503,0.3940414777386954,49,Yes,0.6964627253037433,False
p05,Sleep_Hours,mood,0.0863515999242789,0.5552170841215435,49,Yes,0.8136802094884689,False
p05,Sleep_Hours,readiness,-0.2494267112207573,0.0839258618616522,49,Yes,0.32470578554094043,False
p05,Sleep_Hours,sleep_quality,0.1272289748796291,0.3836670414577058,49,Yes,0.6845967247384636,False
p05,Sleep_Hours,stress,0.0333924030554786,0.8198203542933483,49,Yes,0.9358137270930645,False
p05,Sleep_Duration_Score,fatigue,0.2854243213876278,0.0492441721499269,48,Yes,0.248930190633224,False
p05,Sleep_Duration_Score,mood,-0.0762623831372291,0.6064236484622247,48,Yes,0.8386183192787979,False
p05,Sleep_Duration_Score,readiness,-0.2257078287390315,0.1229495883657662,48,Yes,0.38856825372003817,False
p05,Sleep_Duration_Score,sleep_quality,0.1334097013121512,0.36600836832933,48,Yes,0.6723928675433057,False
p05,Sleep_Duration_Score,stress,-0.0412987852891931,0.7804727141410701,48,Yes,0.9292293572688372,False
p05,Deep_Sleep_Minutes,fatigue,0.1456133175950911,0.3181272953234511,49,Yes,0.6342196612525091,False
p05,Deep_Sleep_Minutes,mood,0.2115121853726386,0.1445850963374801,49,Yes,0.43053205438071307,False
p05,Deep_Sleep_Minutes,readiness,-0.2448683506170839,0.0899326682790179,49,Yes,0.33105135764126664,False
p05,Deep_Sleep_Minutes,sleep_quality,0.1341329377314581,0.3581722686494635,49,Yes,0.6636764178524152,False
p05,Deep_Sleep_Minutes,stress,-0.0469103471963782,0.7489139950645369,49,Yes,0.9210961739737078,False
p05,Sleep_Restlessness,fatigue,0.2103603491962164,0.1512538227380268,48,Yes,0.44309096662383196,False
p05,Sleep_Restlessness,mood,0.0961172644601787,0.5157737746503681,48,Yes,0.7879156606797181,False
p05,Sleep_Restlessness,readiness,-0.0360168466045591,0.8079796507586222,48,Yes,0.935106536407568,False
p05,Sleep_Restlessness,sleep_quality,0.1099186349569734,0.4570442935430723,48,Yes,0.7484000253288488,False
p05,Sleep_Restlessness,stress,0.1834913144586703,0.2118895735006526,48,Yes,0.5152714355192772,False
p05,Sleep_Composition,fatigue,-0.0457131135054309,0.7576846392860049,48,Yes,0.9210961739737078,False
p05,Sleep_Composition,mood,0.2840556378967371,0.0503907629772497,48,Yes,0.2533084052888627,False
p05,Sleep_Composition,readiness,-0.2330931866073705,0.1108470114369657,48,Yes,0.3701498417627247,False
p05,Sleep_Composition,sleep_quality,-0.0778606250609332,0.5988780850189437,48,Yes,0.8315210498251542,False
p05,Sleep_Composition,stress,0.0406069368278915,0.7840613704828637,48,Yes,0.9293731422684368,False
p05,Sleep_Revitalization,fatigue,-0.1457003196433257,0.3230945496233153,48,Yes,0.6387833365220186,False
p05,Sleep_Revitalization,mood,-0.0467564646679875,0.7523273816328043,48,Yes,0.9210961739737078,False
p05,Sleep_Revitalization,readiness,-0.0402426892140688,0.785952534138435,48,Yes,0.93020964483473,False
p05,Sleep_Revitalization,sleep_quality,-0.027157141578627,0.8546220164658472,48,Yes,0.9463217694014057,False
p05,Sleep_Revitalization,stress,-0.2359567450657576,0.106407298658904,48,Yes,0.36577508913998247,False
p05,Sleep_Score,fatigue,0.1119296873986556,0.4488011747739719,48,Yes,0.7417203108098389,False
p05,Sleep_Score,mood,0.0159592721379923,0.914264374365274,48,Yes,0.972089990862979,False
p05,Sleep_Score,readiness,-0.2449622538420763,0.0933301588008193,48,Yes,0.33692547675199247,False
p05,Sleep_Score,sleep_quality,0.0534737506902662,0.7181220335631305,48,Yes,0.9061323905283766,False
p05,Sleep_Score,stress,-0.1242541337507138,0.4001050072760989,48,Yes,0.7031920710585572,False
p06,Steps,fatigue,0.0431097138711726,0.7153354357633273,74,Yes,0.9038359897820418,False
p06,Steps,mood,0.275660921755527,0.0174441064763799,74,Yes,0.13975972782417967,False
p06,Steps,readiness,0.3811133086137478,0.0008080129397271,74,Yes,0.0228936999589345,True
p06,Steps,sleep_quality,-0.0142617049483323,0.9040068613401764,74,Yes,0.9672440328944539,False
p06,Steps,stress,-0.037115217397849,0.753559192259603,74,Yes,0.9210961739737078,False
p06,Exercise_Count,fatigue,-0.065222419133128,0.5808792201036902,74,Yes,0.8315210498251542,False
p06,Exercise_Count,mood,0.1880735189936063,0.1085639547302907,74,Yes,0.36582155749828615,False
p06,Exercise_Count,readiness,0.2043891316086113,0.0806755368890772,74,Yes,0.3223573803046461,False
p06,Exercise_Count,sleep_quality,-0.2075927488252019,0.0759364033177723,74,Yes,0.3114058644829697,False
p06,Exercise_Count,stress,0.3306169637155841,0.0040143276312261,74,Yes,0.06647384926459017,False
p06,Exercise_Duration,fatigue,-0.0160543801350184,0.8920090211866798,74,Yes,0.9630813334983206,False
p06,Exercise_Duration,mood,0.1878856212781392,0.108923851078771,74,Yes,0.36582155749828615,False
p06,Exercise_Duration,readiness,0.2741706126634393,0.0180865530125409,74,Yes,0.13975972782417967,False
p06,Exercise_Duration,sleep_quality,-0.1853384717674769,0.1138942623120096,74,Yes,0.3763745792747852,False
p06,Exercise_Duration,stress,0.3164465474732593,0.006017941323874,74,Yes,0.08194450766985496,False
p06,Exercise_Distance,fatigue,0.1268884833875923,0.2813397458966427,74,Yes,0.5964912979894805,False
p06,Exercise_Distance,mood,0.1031787430697487,0.3816803678337662,74,Yes,0.6845967247384636,False
p06,Exercise_Distance,readiness,0.4100019301480218,0.000285844603681,74,Yes,0.011136029351738958,True
p06,Exercise_Distance,sleep_quality,-0.1207947051227793,0.3052761293508178,74,Yes,0.6243415432635244,False
p06,Exercise_Distance,stress,0.0366922282099215,0.7562800903542471,74,Yes,0.9210961739737078,False
p06,Exercise_Calories,fatigue,0.0289608939705725,0.8065021110444958,74,Yes,0.935106536407568,False
p06,Exercise_Calories,mood,0.1789900873615048,0.1270425378740702,74,Yes,0.39394693400042,False
p06,Exercise_Calories,readiness,0.3363352326702642,0.0033909568011932,74,Yes,0.0647049920227682,False
p06,Exercise_Calories,sleep_quality,-0.1733147128195836,0.1397485508014966,74,Yes,0.42423667207597177,False
p06,Exercise_Calories,stress,0.2718947953953668,0.01910672343232,74,Yes,0.1452421659286114,False
p06,Exercise_Avg_HR,fatigue,0.1403710005314687,0.3360470094889731,49,Yes,0.6450014048898403,False
p06,Exercise_Avg_HR,mood,,,49,Yes,,False
p06,Exercise_Avg_HR,readiness,0.2051872232419128,0.157264675058614,49,Yes,0.44423707305076765,False
p06,Exercise_Avg_HR,sleep_quality,0.0407236964166743,0.7811489570195786,49,Yes,0.9292293572688372,False
p06,Exercise_Avg_HR,stress,-0.2320184390136803,0.1086747986662235,49,Yes,0.36582155749828615,False
p06,Sleep_Hours,fatigue,-0.1346322746885031,0.2561139562926942,73,Yes,0.5668845768068351,False
p06,Sleep_Hours,mood,-0.1635932062739743,0.166679274643215,73,Yes,0.4597201232784839,False
p06,Sleep_Hours,readiness,-0.1676314600850684,0.1563144571242765,73,Yes,0.44309096662383196,False
p06,Sleep_Hours,sleep_quality,-0.0234315249868489,0.8440070383008373,73,Yes,0.9441439795128967,False
p06,Sleep_Hours,stress,0.1241381294534628,0.2953836528627511,73,Yes,0.6110259190855581,False
p06,Sleep_Duration_Score,fatigue,0.1600585612858255,0.1761590125051361,73,Yes,0.4725614721843154,False
p06,Sleep_Duration_Score,mood,-0.1831502048847058,0.1209068590198664,73,Yes,0.38529011550453945,False
p06,Sleep_Duration_Score,readiness,0.1413859888297643,0.2328078119606058,73,Yes,0.5335938435272521,False
p06,Sleep_Duration_Score,sleep_quality,0.2561287120581936,0.0287265104620345,73,Yes,0.1802636730335722,False
p06,Sleep_Duration_Score,stress,0.355527697136649,0.0020237716166925,73,Yes,0.04423707752261676,True
p06,Deep_Sleep_Minutes,fatigue,-0.172048887942807,0.1455329664866715,73,Yes,0.4306117837501198,False
p06,Deep_Sleep_Minutes,mood,-0.2231296776705331,0.0577600949263672,73,Yes,0.26868501868733,False
p06,Deep_Sleep_Minutes,readiness,-0.0803390476332159,0.4992545758784574,73,Yes,0.7803958646911925,False
p06,Deep_Sleep_Minutes,sleep_quality,0.0074220410387723,0.9503077830347264,73,Yes,0.9772762894570279,False
p06,Deep_Sleep_Minutes,stress,0.0671128719369192,0.5726504786340724,73,Yes,0.8275551739147723,False
p06,Sleep_Restlessness,fatigue,-0.2195949978458694,0.0619445410463551,73,Yes,0.27712031520737807,False
p06,Sleep_Restlessness,mood,-0.3034056738474897,0.0090707219438141,73,Yes,0.10096577401745457,False
p06,Sleep_Restlessness,readiness,-0.0305612577959727,0.7974345823325399,73,Yes,0.9341263583468583,False
p06,Sleep_Restlessness,sleep_quality,-0.2749453587607824,0.0185648775061056,73,Yes,0.1422800038377765,False
p06,Sleep_Restlessness,stress,0.1236913458627952,0.2971386982793015,73,Yes,0.612380535960095,False
p06,Sleep_Composition,fatigue,0.026651959246234,0.8228943572763328,73,Yes,0.937044971209545,False
p06,Sleep_Composition,mood,-0.1162674978351682,0.3272976813982162,73,Yes,0.6402161759567617,False
p06,Sleep_Composition,readiness,-0.0632142987904714,0.5952018941289734,73,Yes,0.8315210498251542,False
p06,Sleep_Composition,sleep_quality,0.0178177037440817,0.8810653478121905,73,Yes,0.9567898957077794,False
p06,Sleep_Composition,stress,0.0058915982211783,0.9605451979402816,73,Yes,0.9801494251084365,False
p06,Sleep_Revitalization,fatigue,0.059145696976918,0.6191506345468251,73,Yes,0.8445584337869843,False
p06,Sleep_Revitalization,mood,0.1722066081924648,0.145158599096842,73,Yes,0.4306117837501198,False
p06,Sleep_Revitalization,readiness,0.0826955889321173,0.486711189119708,73,Yes,0.7693699824379507,False
p06,Sleep_Revitalization,sleep_quality,0.1494689464179101,0.2069037595612039,73,Yes,0.5119697385429709,False
p06,Sleep_Revitalization,stress,-0.0392914551633641,0.7413700380378822,73,Yes,0.9180575207315762,False
p06,Sleep_Score,fatigue,0.1499347553099362,0.2054760297737934,73,Yes,0.5109576804215341,False
p06,Sleep_Score,mood,-0.0366081599952312,0.7584743763303372,73,Yes,0.9210961739737078,False
p06,Sleep_Score,readiness,0.123638075015966,0.2973484099742066,73,Yes,0.612380535960095,False
p06,Sleep_Score,sleep_quality,0.2689836771867245,0.0213849972530564,73,Yes,0.15469607570543467,False
p06,Sleep_Score,stress,0.1979399230456213,0.0932176740635159,73,Yes,0.33692547675199247,False
p07,Steps,fatigue,0.081537460881387,0.5053869234679252,69,Yes,0.7803958646911925,False
p07,Steps,mood,0.0319947360442786,0.7941081187189344,69,Yes,0.9337909599171105,False
p07,Steps,readiness,0.3257311738297598,0.0063101652965022,69,Yes,0.08194450766985496,False
p07,Steps,sleep_quality,-0.0417001644999617,0.7337002604286155,69,Yes,0.9134617090555999,False
p07,Steps,stress,0.058080190860354,0.6354735371132685,69,Yes,0.8524645010056041,False
p07,Exercise_Count,fatigue,-0.0057927148741476,0.9623225657241192,69,Yes,0.9801494251084365,False
p07,Exercise_Count,mood,0.1327996114934567,0.2766876930857359,69,Yes,0.5893006675060661,False
p07,Exercise_Count,readiness,0.3056265758115265,0.0106564314224231,69,Yes,0.10790704688484978,False
p07,Exercise_Count,sleep_quality,-0.0566119162901836,0.6440571286171756,69,Yes,0.853002957164514,False
p07,Exercise_Count,stress,0.0696918884113329,0.5693419171066458,69,Yes,0.8253251046429673,False
p07,Exercise_Duration,fatigue,-0.1911279212415814,0.1156807929706842,69,Yes,0.37951418044768326,False
p07,Exercise_Duration,mood,0.1714649855397567,0.1589144436408596,69,Yes,0.447191729046177,False
p07,Exercise_Duration,readiness,0.2684727656576318,0.0257154246535742,69,Yes,0.17174230036494198,False
p07,Exercise_Duration,sleep_quality,0.1097331880689499,0.3694123491013374,69,Yes,0.6746104422065439,False
p07,Exercise_Duration,stress,0.0828773052260626,0.498393346628899,69,Yes,0.7803958646911925,False
p07,Exercise_Distance,fatigue,0.1547597239650619,0.2041875390183944,69,Yes,0.5106661070945433,False
p07,Exercise_Distance,mood,-0.0198124494339116,0.871633617531661,69,Yes,0.9520764397104008,False
p07,Exercise_Distance,readiness,0.2725836977409764,0.0234526107705748,69,Yes,0.16243104496657362,False
p07,Exercise_Distance,sleep_quality,0.0629739411749768,0.6072134782371618,69,Yes,0.8386183192787979,False
p07,Exercise_Distance,stress,0.1180154562936002,0.3341536386654903,69,Yes,0.6450014048898403,False
p07,Exercise_Calories,fatigue,-0.0593213165413367,0.6282549585024758,69,Yes,0.8495723906898232,False
p07,Exercise_Calories,mood,0.1286142343178146,0.2922427806503982,69,Yes,0.6079319420054816,False
p07,Exercise_Calories,readiness,0.3146432029523397,0.0084605414156034,69,Yes,0.09647080760474608,False
p07,Exercise_Calories,sleep_quality,0.0770780481646492,0.5290223516254008,69,Yes,0.7939581039642853,False
p07,Exercise_Calories,stress,0.0566070499802241,0.6440856553563068,69,Yes,0.853002957164514,False
p07,Exercise_Avg_HR,fatigue,0.185620852630227,0.1592672147298149,59,Yes,0.447191729046177,False
p07,Exercise_Avg_HR,mood,-0.0939877002883373,0.4789102631878002,59,Yes,0.7637114198330085,False
p07,Exercise_Avg_HR,readiness,0.2199339554096109,0.0941773227883612,59,Yes,0.3385644079241607,False
p07,Exercise_Avg_HR,sleep_quality,-0.0125254242556292,0.9249862300618644,59,Yes,0.9726508121837331,False
p07,Exercise_Avg_HR,stress,0.116861451823236,0.3780745518166062,59,Yes,0.6824318647654958,False
p07,Sleep_Hours,fatigue,-0.2160498189995591,0.0790940368610934,67,Yes,0.31820388680908573,False
p07,Sleep_Hours,mood,0.0968415660025721,0.4356264491307767,67,Yes,0.7286417351292955,False
p07,Sleep_Hours,readiness,0.0097381127655648,0.9376596890576951,67,Yes,0.97412423252105,False
p07,Sleep_Hours,sleep_quality,0.2297027167420809,0.0614973926730794,67,Yes,0.27712031520737807,False
p07,Sleep_Hours,stress,0.3118134048615351,0.0102093157479188,67,Yes,0.10606344693671196,False
p07,Sleep_Duration_Score,fatigue,-0.0737083801653387,0.5533268578498957,67,Yes,0.8131002759206215,False
p07,Sleep_Duration_Score,mood,0.1390614978693968,0.2617307500346095,67,Yes,0.5717716151457006,False
p07,Sleep_Duration_Score,readiness,0.1153988740901304,0.3524145072362456,67,Yes,0.6611915782401112,False
p07,Sleep_Duration_Score,sleep_quality,0.4780462003967628,4.290918814036496e-05,67,Yes,0.0032842906937779522,True
p07,Sleep_Duration_Score,stress,0.3081142641879495,0.0111934479049442,67,Yes,0.11016709253813502,False
p07,Deep_Sleep_Minutes,fatigue,-0.2373874230765514,0.0530786967522622,67,Yes,0.2612030603335008,False
p07,Deep_Sleep_Minutes,mood,0.1539572297847691,0.2135325199549839,67,Yes,0.5152714355192772,False
p07,Deep_Sleep_Minutes,readiness,-0.0031211001381396,0.980001854409589,67,Yes,0.9861256641056584,False
p07,Deep_Sleep_Minutes,sleep_quality,0.3486808059915359,0.0038315075424186,67,Yes,0.0660274399700132,False
p07,Deep_Sleep_Minutes,stress,0.4127104823389907,0.0005191152199547,67,Yes,0.016736990712332568,True
p07,Sleep_Restlessness,fatigue,0.0034221234499027,0.9780735302538446,67,Yes,0.9861256641056584,False
p07,Sleep_Restlessness,mood,0.0793099129703814,0.5234939608165076,67,Yes,0.7920175620767549,False
p07,Sleep_Restlessness,readiness,0.0760187040577284,0.5409243976037243,67,Yes,0.8053571843303857,False
p07,Sleep_Restlessness,sleep_quality,-0.1580228979760243,0.201541096192378,67,Yes,0.5096991650272451,False
p07,Sleep_Restlessness,stress,0.0356794532511164,0.7743848270200572,67,Yes,0.9292293572688372,False
p07,Sleep_Composition,fatigue,-0.0636572105129768,0.608811624803272,67,Yes,0.839585352789173,False
p07,Sleep_Composition,mood,0.2234764042788242,0.0690832960752245,67,Yes,0.29629762307493074,False
p07,Sleep_Composition,readiness,0.1495189058229279,0.2271875297932279,67,Yes,0.528154497169935,False
p07,Sleep_Composition,sleep_quality,0.4018218547432816,0.0007505524958038,67,Yes,0.022637631728275903,True
p07,Sleep_Composition,stress,0.3889297016892478,0.001143132402274,67,Yes,0.03018646013586867,True
p07,Sleep_Revitalization,fatigue,-0.1638503183866829,0.1852018954099077,67,Yes,0.4897330538272119,False
p07,Sleep_Revitalization,mood,0.0263912672671713,0.8321121732434837,67,Yes,0.9419187433204084,False
p07,Sleep_Revitalization,readiness,0.014669436302088,0.906209382690419,67,Yes,0.9672440328944539,False
p07,Sleep_Revitalization,sleep_quality,0.012423022301332,0.9205213713806742,67,Yes,0.9725282285208253,False
p07,Sleep_Revitalization,stress,0.0901762108486809,0.4680142129306832,67,Yes,0.7544711880865324,False
p07,Sleep_Score,fatigue,-0.1203553839574546,0.3319746550150604,67,Yes,0.6450014048898403,False
p07,Sleep_Score,mood,0.167217681366839,0.176208284188413,67,Yes,0.4725614721843154,False
p07,Sleep_Score,readiness,0.1247903367131745,0.3143337722913841,67,Yes,0.6320474776181594,False
p07,Sleep_Score,sleep_quality,0.4308343680928931,0.0002732082977377,67,Yes,0.011136029351738958,True
p07,Sleep_Score,stress,0.3466855996184534,0.0040524164792317,67,Yes,0.06647384926459017,False
p08,Steps,fatigue,0.4692978956751581,0.0003438840491356,54,Yes,0.012366599459299464,True
p08,Steps,mood,0.1699498698173145,0.219217938447563,54,Yes,0.5189082846796744,False
p08,Steps,readiness,0.692889833248212,6.409972413583366e-09,54,Yes,5.993324206700448e-06,True
p08,Steps,sleep_quality,0.2385420849100142,0.0823736833024916,54,Yes,0.32470578554094043,False
p08,Steps,stress,0.3871660202269076,0.0038251473816435,54,Yes,0.0660274399700132,False
p08,Exercise_Count,fatigue,0.2943386994956164,0.0307387919648607,54,Yes,0.18784817311859317,False
p08,Exercise_Count,mood,0.0241009777249486,0.8626622022529266,54,Yes,0.9489284224782193,False
p08,Exercise_Count,readiness,0.382220588188089,0.0043420152177911,54,Yes,0.06766307047724464,False
p08,Exercise_Count,sleep_quality,0.1677010124761364,0.2254677248938014,54,Yes,0.528154497169935,False
p08,Exercise_Count,stress,0.1972796512923701,0.1527521320734392,54,Yes,0.44309096662383196,False
p08,Exercise_Duration,fatigue,0.3630980423029147,0.0069640494767703,54,Yes,0.08489166268700735,False
p08,Exercise_Duration,mood,0.1242071311986232,0.3708686621781232,54,Yes,0.6759497059191913,False
p08,Exercise_Duration,readiness,0.4360789971096197,0.0009799969507146,54,Yes,0.026949916144651503,True
p08,Exercise_Duration,sleep_quality,0.1825593207094751,0.1864092786888,54,Yes,0.4897330538272119,False
p08,Exercise_Duration,stress,0.3469974098038518,0.0101507276912531,54,Yes,0.10606344693671196,False
p08,Exercise_Distance,fatigue,0.3761890888476286,0.0050548320860308,54,Yes,0.07271181539136613,False
p08,Exercise_Distance,mood,0.1845104593603055,0.1816656374128918,54,Yes,0.4839241338491562,False
p08,Exercise_Distance,readiness,0.5148813522740384,6.791867003817467e-05,54,Yes,0.004131586477441063,True
p08,Exercise_Distance,sleep_quality,0.2355043250300311,0.0864724498392451,54,Yes,0.32470578554094043,False
p08,Exercise_Distance,stress,0.4112240329906482,0.0020078326557774,54,Yes,0.04423707752261676,True
p08,Exercise_Calories,fatigue,0.383591440945106,0.0041929217448463,54,Yes,0.06688832402297948,False
p08,Exercise_Calories,mood,0.1604709936551016,0.2463932273347342,54,Yes,0.5564677960337596,False
p08,Exercise_Calories,readiness,0.5138273331386601,7.070094506851017e-05,54,Yes,0.004131586477441063,True
p08,Exercise_Calories,sleep_quality,0.1527829087315677,0.2700529193106884,54,Yes,0.5778020127128002,False
p08,Exercise_Calories,stress,0.3891050704004589,0.003637798746622,54,Yes,0.0660274399700132,False
p08,Exercise_Avg_HR,fatigue,-0.0121138635001178,0.9341608869957136,49,Yes,0.9726508121837331,False
p08,Exercise_Avg_HR,mood,0.1534549616630879,0.292476110439356,49,Yes,0.6079319420054816,False
p08,Exercise_Avg_HR,readiness,0.0923932969315963,0.5277726147598197,49,Yes,0.7939581039642853,False
p08,Exercise_Avg_HR,sleep_quality,-0.0607562572894155,0.6783628461287617,49,Yes,0.8800212176427548,False
p08,Exercise_Avg_HR,stress,-0.0239417810807841,0.8702906238583563,49,Yes,0.9520764397104008,False
p08,Sleep_Hours,fatigue,0.2122129411859608,0.1309539551395523,52,Yes,0.40409883846693534,False
p08,Sleep_Hours,mood,0.1606584495956667,0.2552159124116891,52,Yes,0.5668845768068351,False
p08,Sleep_Hours,readiness,0.0366627426485411,0.7963770184188058,52,Yes,0.9341263583468583,False
p08,Sleep_Hours,sleep_quality,0.2402938942902119,0.0861798088089276,52,Yes,0.32470578554094043,False
p08,Sleep_Hours,stress,0.0932881434681997,0.5106703744127721,52,Yes,0.7853236843354306,False
p08,Sleep_Duration_Score,fatigue,0.2975991930965268,0.0321404458106845,52,Yes,0.19362729303631562,False
p08,Sleep_Duration_Score,mood,0.5148907075146725,9.404741106093743e-05,52,Yes,0.004869785401666224,True
p08,Sleep_Duration_Score,readiness,0.2464387414180308,0.0782096797212178,52,Yes,0.31800087548479855,False
p08,Sleep_Duration_Score,sleep_quality,0.3062106476902861,0.02726023565944,52,Yes,0.1733899342964381,False
p08,Sleep_Duration_Score,stress,0.1897405870297822,0.1778985629998102,52,Yes,0.4752433040137786,False
p08,Deep_Sleep_Minutes,fatigue,0.3115478407220848,0.0245590378947002,52,Yes,0.16639637993872963,False
p08,Deep_Sleep_Minutes,mood,0.3732608122531248,0.0064211884885754,52,Yes,0.08224398954545203,False
p08,Deep_Sleep_Minutes,readiness,0.3156222199662055,0.0226515670909424,52,Yes,0.15805384500023242,False
p08,Deep_Sleep_Minutes,sleep_quality,0.3936776785775303,0.0038839670570596,52,Yes,0.0660274399700132,False
p08,Deep_Sleep_Minutes,stress,0.2741048326491675,0.0492535671306379,52,Yes,0.248930190633224,False
p08,Sleep_Restlessness,fatigue,-0.365128922702174,0.007777979136757,52,Yes,0.08978284559096042,False
p08,Sleep_Restlessness,mood,-0.374922671104681,0.0061708660231602,52,Yes,0.08194450766985496,False
p08,Sleep_Restlessness,readiness,-0.6597600067005918,1.0385112934614312e-07,52,Yes,4.8550402969321913e-05,True
p08,Sleep_Restlessness,sleep_quality,-0.3591066158685605,0.0089371725882205,52,Yes,0.1006777875901948,False
p08,Sleep_Restlessness,stress,-0.371034133085922,0.0067704460612396,52,Yes,0.08489166268700735,False
p08,Sleep_Composition,fatigue,0.0887153041965961,0.5316961636767303,52,Yes,0.7962645182496345,False
p08,Sleep_Composition,mood,0.2486079499557594,0.0755393502609018,52,Yes,0.3111422576825691,False
p08,Sleep_Composition,readiness,0.0325649295053808,0.8187279969688883,52,Yes,0.9358137270930645,False
p08,Sleep_Composition,sleep_quality,0.4596666638744979,0.0006076772987166,52,Yes,0.0189392758100007,True
p08,Sleep_Composition,stress,0.0453796025187868,0.7493877407728258,52,Yes,0.9210961739737078,False
p08,Sleep_Revitalization,fatigue,0.3281347213367916,0.0175555637996366,52,Yes,0.13975972782417967,False
p08,Sleep_Revitalization,mood,0.2423214076588872,0.0834826424433481,52,Yes,0.32470578554094043,False
p08,Sleep_Revitalization,readiness,0.4903287098044677,0.0002242690460835,52,Yes,0.010484577904403625,True
p08,Sleep_Revitalization,sleep_quality,0.4754910229352552,0.0003675522528211,52,Yes,0.012728198384730684,True
p08,Sleep_Revitalization,stress,0.3416870033442039,0.0131692393822118,52,Yes,0.11539878384091631,False
p08,Sleep_Score,fatigue,0.3461257656251423,0.0119540279356636,52,Yes,0.11522697030768521,False
p08,Sleep_Score,mood,0.4872553067719108,0.0002488941483865,52,Yes,0.01108171565435131,True
p08,Sleep_Score,readiness,0.3684944750060646,0.0071888945276551,52,Yes,0.08508375168806985,False
p08,Sleep_Score,sleep_quality,0.5260727892931318,6.190772334591015e-05,52,Yes,0.004131586477441063,True
p08,Sleep_Score,stress,0.2743777618939008,0.0490189507758533,52,Yes,0.248930190633224,False
p09,Steps,fatigue,-0.4020081871112709,0.003804792118252,50,Yes,0.0660274399700132,False
p09,Steps,mood,0.258722814130488,0.0696466355738023,50,Yes,0.2973497911484253,False
p09,Steps,readiness,-0.291781205551147,0.0397828613548918,50,Yes,0.21767609871347812,False
p09,Steps,sleep_quality,-0.1164610357260686,0.420576643942514,50,Yes,0.7241973519083804,False
p09,Steps,stress,0.3063802698464074,0.0304660819293278,50,Yes,0.18740649081527297,False
p09,Exercise_Count,fatigue,-0.1630550206184871,0.2529353164618289,51,Yes,0.5663118812559205,False
p09,Exercise_Count,mood,0.2219134733880032,0.1175651729175686,51,Yes,0.3823170260730363,False
p09,Exercise_Count,readiness,-0.2054373184621863,0.1481151328914949,51,Yes,0.43686955600488236,False
p09,Exercise_Count,sleep_quality,0.0255469389223132,0.8587640824445839,51,Yes,0.9463217694014057,False
p09,Exercise_Count,stress,0.3462915000550602,0.0128010620338416,51,Yes,0.11539878384091631,False
p09,Exercise_Duration,fatigue,-0.2017600748337965,0.1556708812686487,51,Yes,0.44309096662383196,False
p09,Exercise_Duration,mood,0.2033052556996428,0.1524621474103437,51,Yes,0.44309096662383196,False
p09,Exercise_Duration,readiness,-0.2605794323911146,0.0647726698389884,51,Yes,0.28168579674164723,False
p09,Exercise_Duration,sleep_quality,0.0297005895500824,0.8360942963070382,51,Yes,0.943001407776937,False
p09,Exercise_Duration,stress,0.3116663617743901,0.0259914698095792,51,Yes,0.17235478207061383,False
p09,Exercise_Distance,fatigue,,,51,Yes,,False
p09,Exercise_Distance,mood,,,51,Yes,,False
p09,Exercise_Distance,readiness,,,51,Yes,,False
p09,Exercise_Distance,sleep_quality,,,51,Yes,,False
p09,Exercise_Distance,stress,,,51,Yes,,False
p09,Exercise_Calories,fatigue,-0.1946624295491197,0.1710495225349708,51,Yes,0.4660998107236739,False
p09,Exercise_Calories,mood,0.1944684085299528,0.171484850148603,51,Yes,0.4660998107236739,False
p09,Exercise_Calories,readiness,-0.2485995346977434,0.0785649221785973,51,Yes,0.31800087548479855,False
p09,Exercise_Calories,sleep_quality,0.0280321422374423,0.8451855731040584,51,Yes,0.9441439795128967,False
p09,Exercise_Calories,stress,0.3109547790767336,0.0263517834350507,51,Yes,0.17325954015725362,False
p09,Exercise_Avg_HR,fatigue,0.008764240771079,0.97527016358371,15,Yes,0.9861256641056584,False
p09,Exercise_Avg_HR,mood,0.0260790647615098,0.9264946824558355,15,Yes,0.9726508121837331,False
p09,Exercise_Avg_HR,readiness,0.0339077465886192,0.904511283009976,15,Yes,0.9672440328944539,False
