Participant,Behavioral_Variable,Wellness_Variable,Window,Relationship,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR
p03,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,0.07479445353544062,0.5474795907159277,67,True,0.8294798239747866,False,False
p03,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,0.15726537814750052,0.20373818302823055,67,True,0.5788174190446047,False,False
p03,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,0.0475676103931872,0.7022782630122169,67,True,0.9164096196929444,False,False
p03,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,0.019482274725610364,0.8756522755264797,67,True,0.9746173176314558,False,False
p03,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,-0.07818307326532166,0.5294299354522143,67,True,0.8207341203718918,False,False
p03,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,-0.10726876666232885,0.3875847297631691,67,True,0.7347829168755551,False,False
p03,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.09610691352729216,0.4391330452238591,67,True,0.7516988806250882,False,False
p03,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,-0.0065698003581439075,0.9579194096457675,67,True,0.9937742115046837,False,False
p04,Steps,fatigue,Previous 7 days,7-day history → current well-being,-0.0480272011338025,0.5744953832731287,139,True,0.8483045864120758,False,False
p04,Steps,mood,Previous 7 days,7-day history → current well-being,0.13868185554538376,0.1034935697178719,139,True,0.4197948982512376,False,False
p04,Steps,readiness,Previous 7 days,7-day history → current well-being,-0.06894739812156561,0.419955930157566,139,True,0.7435932412931316,False,False
p04,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,0.0008841890044599483,0.9917577588962947,139,True,0.9957011297070155,False,False
p04,Steps,stress,Previous 7 days,7-day history → current well-being,0.12879135904791134,0.1307843211183456,139,True,0.4647737450763034,False,False
p04,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,-0.16250513536105798,0.051652155038844176,144,True,0.3096919257124989,False,False
p04,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,-0.003614033783634951,0.9657090510230147,144,True,0.9937742115046837,False,False
p04,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,-0.20744123615132581,0.012602840592443123,144,True,0.12823880387142747,True,False
p04,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,0.03901124708377673,0.6424817101761631,144,True,0.8792771372329603,False,False
p04,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,0.07801974351151693,0.3526326097145586,144,True,0.719333524273382,False,False
p04,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,-0.1572982808724731,0.05971837466283518,144,True,0.3332351293340527,False,False
p04,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,-0.10604620310012539,0.2058591596407046,144,True,0.5824026645297244,False,False
p04,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,-0.22404994794381006,0.0069427984101723345,144,True,0.09475981613883863,True,False
p04,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,0.040973369939169564,0.6258331368877728,144,True,0.8720271341922531,False,False
p04,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,-0.004919973913620271,0.9533300649073605,144,True,0.9937742115046837,False,False
p04,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,-0.1602136243226549,0.055083426889851225,144,True,0.3197371330962629,False,False
p04,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,-0.04020112398508363,0.6323637376776328,144,True,0.8749142124033001,False,False
p04,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,-0.21244318116474578,0.010577686167194298,144,True,0.11740069262490374,True,False
p04,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,0.007229921011620177,0.9314632128497062,144,True,0.9910519371129481,False,False
p04,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,0.06815740168704194,0.416960894395191,144,True,0.741426942498491,False,False
p04,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,-0.16983080804119888,0.04184929694916842,144,True,0.2762600648278438,True,False
p04,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,-0.0818016745030769,0.32970932862373964,144,True,0.6971661180725064,False,False
p04,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,-0.22463117293166684,0.006794272591207346,144,True,0.09451506740581181,True,False
p04,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,0.00857523409244243,0.9187504526114948,144,True,0.9882193366747707,False,False
p04,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,0.009665805965081056,0.9084598216403665,144,True,0.9882193366747707,False,False
p04,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,0.046800149940841064,0.5843217338181899,139,True,0.8528395247924446,False,False
p04,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,0.13963176524036916,0.10112790035780662,139,True,0.41791008041014766,False,False
p04,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,0.09020463268429504,0.29094632133730197,139,True,0.6740568101325118,False,False
p04,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,-0.07932876338464619,0.353256859445146,139,True,0.719333524273382,False,False
p04,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,0.055320743587116014,0.5177433797080426,139,True,0.8139044932268543,False,False
p04,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,-0.15849363357764645,0.06335428039344075,138,True,0.34393318538707973,False,False
p04,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,-0.07281294723864733,0.3960452092632704,138,True,0.7366586765302082,False,False
p04,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,-0.1867696868550674,0.02827652147692268,138,True,0.2251051515628835,True,False
p04,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,-0.05273292648897992,0.5390405232025058,138,True,0.8224032151579016,False,False
p04,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,-0.05024282400457446,0.5583993072284535,138,True,0.8380138191690015,False,False
p04,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,-0.07625605334877947,0.37402841772124484,138,True,0.7307641902781732,False,False
p04,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,-0.09484748099497438,0.26848092788074407,138,True,0.6524960735141266,False,False
p04,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,-0.1390630019977314,0.1038061343534328,138,True,0.4197948982512376,False,False
p04,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.06617721114879689,0.4405997399307447,138,True,0.7516988806250882,False,False
p04,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,-0.027486365450869,0.7489568419768293,138,True,0.9379797958420278,False,False
p04,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,-0.009183366249649928,0.9148674367278775,138,True,0.9882193366747707,False,False
p04,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,-0.011286787262979677,0.8954684757221048,138,True,0.9838603187912556,False,False
p04,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,-0.10079778274693642,0.23946147250482328,138,True,0.6202938008424393,False,False
p04,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,-0.030650478070927478,0.7211888585061799,138,True,0.9259553220470421,False,False
p04,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,0.0042077899117146855,0.9609344869948058,138,True,0.9937742115046837,False,False
p04,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,-0.10078542324486542,0.23951938844411025,138,True,0.6202938008424393,False,False
p04,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,-0.14004069828945045,0.10137472379283122,138,True,0.41791008041014766,False,False
p04,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,-0.007569907380868893,0.9297823601956737,138,True,0.9910519371129481,False,False
p04,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,-0.06450834491495475,0.4522363324998211,138,True,0.7574771075038463,False,False
p04,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,-0.14796827937412635,0.08327889295010595,138,True,0.39224837355424197,False,False
p04,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,0.028199266764540896,0.742670854160983,138,True,0.9360470396032395,False,False
p04,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,0.07397218792925135,0.3885475412720484,138,True,0.7347829168755551,False,False
p04,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,0.012099567520591735,0.8879884353121064,138,True,0.9801839559182813,False,False
p04,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,0.11152894491734654,0.19280761930719742,138,True,0.564364274289191,False,False
p04,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,-0.011308994448710877,0.8952639771067854,138,True,0.9838603187912556,False,False
p04,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,-0.001953931442249063,0.9818538924767111,138,True,0.9937742115046837,False,False
p04,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,0.13232009063552091,0.1218436883643558,138,True,0.46208345958306046,False,False
p04,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,0.051266385400148176,0.5504015158405645,138,True,0.8294798239747866,False,False
p04,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,-0.017746934714371193,0.8363228615789016,138,True,0.9642535276195098,False,False
p04,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,0.02142721161083415,0.8030113065489617,138,True,0.9479863049660642,False,False
p04,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,-0.045087891338805475,0.5995052067904791,138,True,0.854020111224801,False,False
p04,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,-0.0002161674399236242,0.9979922898553715,138,True,0.9989813803309466,False,False
p04,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,-0.07782717137053034,0.36423583652399566,138,True,0.7268045220237974,False,False
p04,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.07814466273130881,0.3622763781073669,138,True,0.7268045220237974,False,False
p04,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,-0.016338815149384938,0.8491489182059486,138,True,0.9692448887571409,False,False
p05,Steps,fatigue,Previous 7 days,7-day history → current well-being,-0.1489553839160891,0.08349841615263566,136,True,0.39224837355424197,False,False
p05,Steps,mood,Previous 7 days,7-day history → current well-being,-0.05708102798126449,0.509210461471381,136,True,0.8061168747430953,False,False
p05,Steps,readiness,Previous 7 days,7-day history → current well-being,-0.07097847003273143,0.41156646031885097,136,True,0.7384213907984712,False,False
p05,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,-0.13210296502531893,0.12525635458143997,136,True,0.4646235742651079,False,False
p05,Steps,stress,Previous 7 days,7-day history → current well-being,-0.12022576469045786,0.16326255304957155,136,True,0.5251438808282397,False,False
p05,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,0.013165878076883655,0.8790855211507488,136,True,0.9746173176314558,False,False
p05,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,-0.0729512885304176,0.39865622157839686,136,True,0.7384213907984712,False,False
p05,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,0.023060048119377476,0.7898716725065794,136,True,0.9451440538934149,False,False
p05,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,-0.01391742850893166,0.8722403809144302,136,True,0.974359597230247,False,False
p05,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,-0.0468957849650914,0.5877189185096069,136,True,0.8534972561229454,False,False
p05,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,0.05970380828730585,0.48991145319246177,136,True,0.7916969083590182,False,False
p05,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,-0.018341613043873644,0.8321525850749363,136,True,0.9627423951038782,False,False
p05,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,0.1421225834316839,0.09883850191982438,136,True,0.41791008041014766,False,False
p05,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,0.06796650376125289,0.4317430324400296,136,True,0.7492054375945603,False,False
p05,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,-0.03248974770452486,0.7072929642204551,136,True,0.9199951621165341,False,False
p05,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,0.037014331038541466,0.6687822410413101,136,True,0.8911214557410596,False,False
p05,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,-0.19299092471744975,0.02438087763192637,136,True,0.21046740519868062,True,False
p05,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,-0.03243559289174069,0.7077586544203436,136,True,0.9199951621165341,False,False
p05,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,-0.024803534985409305,0.7743951621495205,136,True,0.9379797958420278,False,False
p05,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,-0.10334576190428446,0.23119246949076674,136,True,0.6128724256841848,False,False
p05,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,0.05473024920616035,0.5268367137903216,136,True,0.8207341203718918,False,False
p05,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,-0.0420158810289757,0.6271961751923933,136,True,0.8720271341922531,False,False
p05,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,0.1411721196228667,0.10113820258666913,136,True,0.41791008041014766,False,False
p05,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,0.05957869546269955,0.490823136818983,136,True,0.7919031440689661,False,False
p05,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,-0.05252403617631361,0.5436545952398147,136,True,0.8269444897473085,False,False
p05,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,-0.10174305506154074,0.24938801304122493,130,True,0.628134396936751,False,False
p05,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,-0.2779645269529231,0.0013646763256676313,130,True,0.04446203512659057,True,True
p05,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,-0.11474931601206272,0.19359892262774508,130,True,0.564364274289191,False,False
p05,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,-0.1709485821693119,0.05181973806476466,130,True,0.3096919257124989,False,False
p05,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,-0.26118812127719787,0.002686332524951513,130,True,0.056524913545854746,True,False
p05,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,-0.002940840359340133,0.9734059046030472,131,True,0.9937742115046837,False,False
p05,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,-0.07371995178575647,0.40269594109715295,131,True,0.7384213907984712,False,False
p05,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,-0.025688436859548195,0.7708618349711842,131,True,0.9379797958420278,False,False
p05,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,-0.06816215424416287,0.43918233139680485,131,True,0.7516988806250882,False,False
p05,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,-0.04417244471802642,0.6163881095103777,131,True,0.8658581232343275,False,False
p05,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,0.22374824348720693,0.01049697921155915,130,True,0.11740069262490374,True,False
p05,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,0.2729990871247417,0.0016749875172193736,130,True,0.0468998675262801,True,True
p05,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,0.43601102137826164,2.1585959210047897e-07,130,True,0.00021801818802148374,True,True
p05,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.22113188721417854,0.011460929455306966,130,True,0.12582107336804388,True,False
p05,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,0.2180460644015601,0.01269691127439876,130,True,0.12823880387142747,True,False
p05,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,-0.02216010551881889,0.8016332074590775,131,True,0.9479863049660642,False,False
p05,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,0.0019069731374459584,0.9827533632510049,131,True,0.9937742115046837,False,False
p05,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,-0.09636409727571812,0.27355292902728473,131,True,0.6547119865344967,False,False
p05,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,-0.10389300278323248,0.23763773041879652,131,True,0.6202938008424393,False,False
p05,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,-0.005383663110081616,0.9513363396950978,131,True,0.9937742115046837,False,False
p05,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,-0.23979158604839151,0.005998766082883566,130,True,0.08655362491017717,True,False
p05,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,-0.2755506445394705,0.0015083124119550687,130,True,0.04545857573050431,True,True
p05,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,-0.3926797417542018,3.818904963149599e-06,130,True,0.0019285470063905475,True,True
p05,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,-0.15715349746390525,0.07415879314226076,130,True,0.37272066663197223,False,False
p05,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,-0.25018990909414773,0.004093610343191104,130,True,0.07222611971952028,True,False
p05,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,-0.14576225525839193,0.09797639118143257,130,True,0.41791008041014766,False,False
p05,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,-0.09011925886541326,0.30788489697559446,130,True,0.6740568101325118,False,False
p05,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,-0.277170747843297,0.001410471530800113,130,True,0.04451800769087857,True,True
p05,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,-0.16229659391499193,0.06506013889289786,130,True,0.34952521426503635,False,False
p05,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,-0.10836437110240012,0.21973679731118603,130,True,0.599205168394815,False,False
p05,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,0.07567299077708078,0.3921640008161388,130,True,0.7347829168755551,False,False
p05,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,-0.018982109623217495,0.8302676238190467,130,True,0.9616631881390335,False,False
p05,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,0.05628089373529688,0.5247714367992267,130,True,0.8207341203718918,False,False
p05,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,0.007171687721456585,0.9354569758618936,130,True,0.9910519371129481,False,False
p05,Sleep_Revitalization,stress,Previous 7 days,7-day history → current well-being,-0.0540440181974427,0.5414036205660134,130,True,0.8247626798969435,False,False
p05,Sleep_Score,fatigue,Previous 7 days,7-day history → current well-being,0.15750690291048686,0.07350234899804949,130,True,0.37272066663197223,False,False
p05,Sleep_Score,mood,Previous 7 days,7-day history → current well-being,0.16785198250546873,0.05627635353321074,130,True,0.32294952879853894,False,False
p05,Sleep_Score,readiness,Previous 7 days,7-day history → current well-being,0.2689069559663546,0.001977515580990647,130,True,0.04889439209355558,True,True
p05,Sleep_Score,sleep_quality,Previous 7 days,7-day history → current well-being,0.12097223228908494,0.17037031175664613,130,True,0.5325614803359957,False,False
p05,Sleep_Score,stress,Previous 7 days,7-day history → current well-being,0.10690330923103383,0.22605428048110227,130,True,0.6064505268164979,False,False
p06,Steps,fatigue,Previous 7 days,7-day history → current well-being,0.09741151334102872,0.24212386240155714,146,True,0.6222521654594725,False,False
p06,Steps,mood,Previous 7 days,7-day history → current well-being,0.07657820723625854,0.35825541064752925,146,True,0.7265822585421778,False,False
p06,Steps,readiness,Previous 7 days,7-day history → current well-being,-0.029826441922596373,0.7208103325689358,146,True,0.9259553220470421,False,False
p06,Steps,sleep_quality,Previous 7 days,7-day history → current well-being,0.04775479460585152,0.5670576138608158,146,True,0.8442624906130899,False,False
p06,Steps,stress,Previous 7 days,7-day history → current well-being,0.04238863295107062,0.6114465253036865,146,True,0.8632321494812749,False,False
p06,Exercise_Count,fatigue,Previous 7 days,7-day history → current well-being,0.10190607696274703,0.2209745313945838,146,True,0.5999577330874453,False,False
p06,Exercise_Count,mood,Previous 7 days,7-day history → current well-being,-0.07138485029798132,0.39187313283720054,146,True,0.7347829168755551,False,False
p06,Exercise_Count,readiness,Previous 7 days,7-day history → current well-being,-0.016489798600006114,0.843398891590785,146,True,0.9692448887571409,False,False
p06,Exercise_Count,sleep_quality,Previous 7 days,7-day history → current well-being,-0.0006805800892426446,0.993495082262581,146,True,0.9964548491412183,False,False
p06,Exercise_Count,stress,Previous 7 days,7-day history → current well-being,0.2646630002242924,0.0012456659098615916,146,True,0.04446203512659057,True,True
p06,Exercise_Duration,fatigue,Previous 7 days,7-day history → current well-being,0.06981824200869861,0.40237441921720857,146,True,0.7384213907984712,False,False
p06,Exercise_Duration,mood,Previous 7 days,7-day history → current well-being,-0.10251610685450713,0.21820829807236575,146,True,0.599205168394815,False,False
p06,Exercise_Duration,readiness,Previous 7 days,7-day history → current well-being,-0.016037874236126435,0.8476380074488393,146,True,0.9692448887571409,False,False
p06,Exercise_Duration,sleep_quality,Previous 7 days,7-day history → current well-being,-0.006902545083194794,0.9340997465667045,146,True,0.9910519371129481,False,False
p06,Exercise_Duration,stress,Previous 7 days,7-day history → current well-being,0.3456265491953731,1.9306893245513046e-05,146,True,0.004874990544492044,True,True
p06,Exercise_Distance,fatigue,Previous 7 days,7-day history → current well-being,-0.0743847395996437,0.37222917103962455,146,True,0.7307641902781732,False,False
p06,Exercise_Distance,mood,Previous 7 days,7-day history → current well-being,-0.16505451951982122,0.046492391511494355,146,True,0.29909118106120575,True,False
p06,Exercise_Distance,readiness,Previous 7 days,7-day history → current well-being,0.0027301416490526564,0.9739098903373523,146,True,0.9937742115046837,False,False
p06,Exercise_Distance,sleep_quality,Previous 7 days,7-day history → current well-being,-0.04898040286181555,0.5571379728372353,146,True,0.8373651079845352,False,False
p06,Exercise_Distance,stress,Previous 7 days,7-day history → current well-being,0.3008053101656609,0.0002249410919614667,146,True,0.017865177139519392,True,True
p06,Exercise_Calories,fatigue,Previous 7 days,7-day history → current well-being,0.03412536699120945,0.6826033323918359,146,True,0.9012148571447768,False,False
p06,Exercise_Calories,mood,Previous 7 days,7-day history → current well-being,-0.14186942051476514,0.08761205604736848,146,True,0.40082865967612447,False,False
p06,Exercise_Calories,readiness,Previous 7 days,7-day history → current well-being,0.024224087022589016,0.7716422554318926,146,True,0.9379797958420278,False,False
p06,Exercise_Calories,sleep_quality,Previous 7 days,7-day history → current well-being,-0.014711051645934035,0.8601085795237434,146,True,0.9704238296534385,False,False
p06,Exercise_Calories,stress,Previous 7 days,7-day history → current well-being,0.3564899526397838,1.003364397968142e-05,146,True,0.003377993473159411,True,True
p06,Exercise_Avg_HR,fatigue,Previous 7 days,7-day history → current well-being,-0.0480119897921014,0.5649690391965052,146,True,0.8428637069253623,False,False
p06,Exercise_Avg_HR,mood,Previous 7 days,7-day history → current well-being,-0.00316663035864402,0.9697405071839776,146,True,0.9937742115046837,False,False
p06,Exercise_Avg_HR,readiness,Previous 7 days,7-day history → current well-being,0.10582296673840134,0.20364126575101202,146,True,0.5788174190446047,False,False
p06,Exercise_Avg_HR,sleep_quality,Previous 7 days,7-day history → current well-being,0.044149236623412726,0.5967152683781677,146,True,0.8534972561229454,False,False
p06,Exercise_Avg_HR,stress,Previous 7 days,7-day history → current well-being,-0.253911232924554,0.0019848218572631475,146,True,0.04889439209355558,True,True
p06,Sleep_Hours,fatigue,Previous 7 days,7-day history → current well-being,0.039384986885149506,0.6369387357702133,146,True,0.8764415846429366,False,False
p06,Sleep_Hours,mood,Previous 7 days,7-day history → current well-being,-0.17667576248504316,0.0329048428319708,146,True,0.24238784699333352,True,False
p06,Sleep_Hours,readiness,Previous 7 days,7-day history → current well-being,0.014161339178183553,0.8652855463659185,146,True,0.9704238296534385,False,False
p06,Sleep_Hours,sleep_quality,Previous 7 days,7-day history → current well-being,-0.024575173190841144,0.7684255004773092,146,True,0.9379797958420278,False,False
p06,Sleep_Hours,stress,Previous 7 days,7-day history → current well-being,0.2295127175614965,0.005325186197615025,146,True,0.08149148575138145,True,False
p06,Sleep_Duration_Score,fatigue,Previous 7 days,7-day history → current well-being,0.09495509307949578,0.2559216155614618,145,True,0.6366522948696464,False,False
p06,Sleep_Duration_Score,mood,Previous 7 days,7-day history → current well-being,-0.060198347718210324,0.47197899134965293,145,True,0.7828089185850565,False,False
p06,Sleep_Duration_Score,readiness,Previous 7 days,7-day history → current well-being,-0.12433541513818036,0.13621726904652307,145,True,0.47141205031734124,False,False
p06,Sleep_Duration_Score,sleep_quality,Previous 7 days,7-day history → current well-being,-0.09432508637162486,0.25910378446657917,145,True,0.6414088782138356,False,False
p06,Sleep_Duration_Score,stress,Previous 7 days,7-day history → current well-being,0.09197064137840812,0.2712355922218061,145,True,0.6538137187208214,False,False
p06,Deep_Sleep_Minutes,fatigue,Previous 7 days,7-day history → current well-being,0.07835498772514216,0.3471789801290856,146,True,0.7112591682157737,False,False
p06,Deep_Sleep_Minutes,mood,Previous 7 days,7-day history → current well-being,0.07091986533748207,0.39497271379663246,146,True,0.7366586765302082,False,False
p06,Deep_Sleep_Minutes,readiness,Previous 7 days,7-day history → current well-being,-0.1363418384621158,0.10081066245535567,146,True,0.41791008041014766,False,False
p06,Deep_Sleep_Minutes,sleep_quality,Previous 7 days,7-day history → current well-being,-0.045708549129547006,0.5838033853014267,146,True,0.8528395247924446,False,False
p06,Deep_Sleep_Minutes,stress,Previous 7 days,7-day history → current well-being,0.10209744829636798,0.2201040767074023,146,True,0.599205168394815,False,False
p06,Sleep_Restlessness,fatigue,Previous 7 days,7-day history → current well-being,-0.05218068130029706,0.5330708742217436,145,True,0.8207341203718918,False,False
p06,Sleep_Restlessness,mood,Previous 7 days,7-day history → current well-being,-0.14238843824288822,0.08755096533723371,145,True,0.40082865967612447,False,False
p06,Sleep_Restlessness,readiness,Previous 7 days,7-day history → current well-being,0.1006037003366669,0.2285891176149216,145,True,0.6097153321911359,False,False
p06,Sleep_Restlessness,sleep_quality,Previous 7 days,7-day history → current well-being,0.11258621398787921,0.1775700713637659,145,True,0.5383733592925657,False,False
p06,Sleep_Restlessness,stress,Previous 7 days,7-day history → current well-being,0.17705181080390162,0.03313908363546405,145,True,0.24238784699333352,True,False
p06,Sleep_Composition,fatigue,Previous 7 days,7-day history → current well-being,0.06364897391560843,0.4469120197158519,145,True,0.7544350921208938,False,False
p06,Sleep_Composition,mood,Previous 7 days,7-day history → current well-being,0.04638649465608555,0.5795574355141582,145,True,0.8495689548175612,False,False
p06,Sleep_Composition,readiness,Previous 7 days,7-day history → current well-being,-0.21519641747665183,0.009338444760170239,145,True,0.11228368104490406,True,False
p06,Sleep_Composition,sleep_quality,Previous 7 days,7-day history → current well-being,-0.02307868530918388,0.7829047833966157,145,True,0.9424717893093945,False,False
p06,Sleep_Composition,stress,Previous 7 days,7-day history → current well-being,0.017386592197294985,0.8355679045873406,145,True,0.9642535276195098,False,False
p06,Sleep_Revitalization,fatigue,Previous 7 days,7-day history → current well-being,-0.02008973181035121,0.8104520932983437,145,True,0.95070454614556,False,False
p06,Sleep_Revitalization,mood,Previous 7 days,7-day history → current well-being,-0.03967214366737861,0.635665506216512,145,True,0.8758828939681816,False,False
p06,Sleep_Revitalization,readiness,Previous 7 days,7-day history → current well-being,-0.13363183010615873,0.10906528889756172,145,True,0.4319840854374013,False,False
p06,Sleep_Revitalization,sleep_quality,Previous 7 days,7-day history → current well-being,-0.11232885802496367,0.17856938154753416,145,True,0.5383733592925657,False,False
