Participant,Behavioral_Variable,Wellness_Variable,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR
p05,Exercise_Count,sleep_quality,-0.006053818914674009,0.9612216996050901,67,Yes,0.9842856743500745,False,False
p05,Exercise_Count,stress,-0.07491828226175132,0.5468148149775471,67,Yes,0.8149362980264565,False,False
p05,Exercise_Duration,fatigue,0.08718690549756597,0.482951740183949,67,Yes,0.7734102600810571,False,False
p05,Exercise_Duration,mood,-0.17410412452768248,0.15881385793040206,67,Yes,0.43858896260085817,False,False
p05,Exercise_Duration,readiness,0.11317120764498384,0.3618490165452943,67,Yes,0.670957279707492,False,False
p05,Exercise_Duration,sleep_quality,0.07664180391204031,0.5376028138501017,67,Yes,0.8098020249866137,False,False
p05,Exercise_Duration,stress,-0.10404673760813787,0.4020815490647163,67,Yes,0.7040338407747951,False,False
p05,Exercise_Distance,fatigue,0.025060767722064718,0.8404620919623912,67,Yes,0.9335252300162542,False,False
p05,Exercise_Distance,mood,0.19191835072729999,0.11974185442378825,67,Yes,0.37931558518977937,False,False
p05,Exercise_Distance,readiness,0.036607594308484516,0.7686771873085698,67,Yes,0.9169666891946469,False,False
p05,Exercise_Distance,sleep_quality,0.03284973369029966,0.7918587501929035,67,Yes,0.9218807869624719,False,False
p05,Exercise_Distance,stress,0.19620067056167123,0.11155159803320334,67,Yes,0.37183866011067784,False,False
p05,Exercise_Calories,fatigue,0.08473674929260563,0.4953811807416524,67,Yes,0.7808109678940229,False,False
p05,Exercise_Calories,mood,-0.17889872848339608,0.14747557141094952,67,Yes,0.4240511638014523,False,False
p05,Exercise_Calories,readiness,0.11573409476867806,0.35100807863304184,67,Yes,0.6655443760823119,False,False
p05,Exercise_Calories,sleep_quality,0.06938642480418328,0.5768872449529371,67,Yes,0.8254348496941866,False,False
p05,Exercise_Calories,stress,-0.1155757984969713,0.3516717819395983,67,Yes,0.6655443760823119,False,False
p05,Exercise_Avg_HR,fatigue,0.09871890851111621,0.5726182322057042,35,Yes,0.8232994101767813,False,False
p05,Exercise_Avg_HR,mood,-0.22354812677054414,0.1967359004410967,35,Yes,0.5011623258654034,False,False
p05,Exercise_Avg_HR,readiness,-0.0313078310158457,0.8583016375917244,35,Yes,0.9379704783982106,False,False
p05,Exercise_Avg_HR,sleep_quality,-0.0023377594538899517,0.9893660409434388,35,Yes,0.9937828536262221,False,False
p05,Exercise_Avg_HR,stress,-0.28865479106584196,0.09262771729233668,35,Yes,0.34273298856193896,False,False
p05,Sleep_Hours,fatigue,0.12633098419367242,0.3974648151137008,47,Yes,0.7027865100242253,False,False
p05,Sleep_Hours,mood,0.08789782358566353,0.5568615096523392,47,Yes,0.8149362980264565,False,False
p05,Sleep_Hours,readiness,-0.24873822420620206,0.09180397413017745,47,Yes,0.34273298856193896,False,False
p05,Sleep_Hours,sleep_quality,0.12965244417127808,0.3850702803678233,47,Yes,0.6917430186248323,False,False
p05,Sleep_Hours,stress,0.036206985600651304,0.8090764013682542,47,Yes,0.9264233603453292,False,False
p05,Sleep_Duration_Score,fatigue,0.32612923051726,0.02697302559712496,46,Yes,0.17027264183585605,True,False
p05,Sleep_Duration_Score,mood,-0.0668764684004881,0.6587855537183085,46,Yes,0.8732061831317786,False,False
p05,Sleep_Duration_Score,readiness,-0.21963103060467165,0.14248762393371978,46,Yes,0.41730114356008713,False,False
p05,Sleep_Duration_Score,sleep_quality,0.16792646951401186,0.2646221446585323,46,Yes,0.5763031736802231,False,False
p05,Sleep_Duration_Score,stress,-0.011314048830692255,0.940512180300779,46,Yes,0.9749763073212719,False,False
p05,Deep_Sleep_Minutes,fatigue,0.14403722581090436,0.3340799576576454,47,Yes,0.6504135667528512,False,False
p05,Deep_Sleep_Minutes,mood,0.21024563591897807,0.156053735340911,47,Yes,0.43710106316563646,False,False
p05,Deep_Sleep_Minutes,readiness,-0.2485440386454673,0.09206608160933236,47,Yes,0.34273298856193896,False,False
p05,Deep_Sleep_Minutes,sleep_quality,0.13193072112593376,0.37670214584290623,47,Yes,0.6862994559891005,False,False
p05,Deep_Sleep_Minutes,stress,-0.05092782798211889,0.7338846019874862,47,Yes,0.9076296729271508,False,False
p05,Sleep_Restlessness,fatigue,0.20936752982328294,0.16257824334922383,46,Yes,0.4449302754270632,False,False
p05,Sleep_Restlessness,mood,0.08976424575120599,0.5530101203753801,46,Yes,0.8149362980264565,False,False
p05,Sleep_Restlessness,readiness,-0.056929730173669854,0.7070692191577789,46,Yes,0.8988168040141258,False,False
p05,Sleep_Restlessness,sleep_quality,0.09859531203734173,0.5144695271834001,46,Yes,0.7974282413405315,False,False
p05,Sleep_Restlessness,stress,0.1691671514788091,0.26105745290996085,46,Yes,0.5763031736802231,False,False
p05,Sleep_Composition,fatigue,-0.050529867842095295,0.7387630693481795,46,Yes,0.9076296729271508,False,False
p05,Sleep_Composition,mood,0.2816950133110261,0.057884020363306116,46,Yes,0.2636893297873176,False,False
p05,Sleep_Composition,readiness,-0.24136750051972589,0.10609967677391714,46,Yes,0.36293627278656426,False,False
p05,Sleep_Composition,sleep_quality,-0.08457780187199128,0.5762635723693407,46,Yes,0.8254348496941866,False,False
p05,Sleep_Composition,stress,0.032159843683096205,0.8319738473554485,46,Yes,0.9335252300162542,False,False
p05,Sleep_Revitalization,fatigue,-0.15144168617213483,0.3150557629457422,46,Yes,0.6353787545729733,False,False
p05,Sleep_Revitalization,mood,-0.05133423922319914,0.7347547157486405,46,Yes,0.9076296729271508,False,False
p05,Sleep_Revitalization,readiness,-0.047329624199647716,0.754777592986578,46,Yes,0.9096883708842638,False,False
p05,Sleep_Revitalization,sleep_quality,-0.03372316880985756,0.8239322100196148,46,Yes,0.9292468534055806,False,False
p05,Sleep_Revitalization,stress,-0.2474063454014045,0.09737897776207063,46,Yes,0.34916764934607,False,False
p05,Sleep_Score,fatigue,0.12113966727015317,0.422577337456064,46,Yes,0.724418292781824,False,False
p05,Sleep_Score,mood,0.02290918289076682,0.8798800329331897,46,Yes,0.948515326592071,False,False
p05,Sleep_Score,readiness,-0.23863709097365632,0.11023363108208128,46,Yes,0.3688114051073352,False,False
p05,Sleep_Score,sleep_quality,0.06441167024621786,0.6706320916964198,46,Yes,0.8798380211760609,False,False
p05,Sleep_Score,stress,-0.11233054779096993,0.4573284475386906,46,Yes,0.7483556414269482,False,False
p06,Steps,fatigue,0.043109713871172635,0.7153354357633273,74,Yes,0.9067632284323867,False,False
p06,Steps,mood,0.27566092175552687,0.017444106476380034,74,Yes,0.13771663007668447,True,False
p06,Steps,readiness,0.3811133086137478,0.0008080129397271392,74,Yes,0.023458440185626622,True,True
p06,Steps,sleep_quality,-0.014261704948332293,0.9040068613401765,74,Yes,0.9583330534412763,False,False
p06,Steps,stress,-0.03711521739784917,0.753559192259603,74,Yes,0.9096883708842638,False,False
p06,Exercise_Count,fatigue,-0.0652224191331281,0.5808792201036902,74,Yes,0.8271138780495642,False,False
p06,Exercise_Count,mood,0.18807351899360633,0.10856395473029079,74,Yes,0.3657890521302023,False,False
p06,Exercise_Count,readiness,0.20438913160861133,0.0806755368890772,74,Yes,0.31706542882170086,False,False
p06,Exercise_Count,sleep_quality,-0.207592748825202,0.07593640331777231,74,Yes,0.309243271429842,False,False
p06,Exercise_Count,stress,0.3306169637155841,0.004014327631226144,74,Yes,0.06690546052043574,True,False
p06,Exercise_Duration,fatigue,-0.016054380135018406,0.8920090211866798,74,Yes,0.9534538231211541,False,False
p06,Exercise_Duration,mood,0.1878856212781391,0.10892385107877134,74,Yes,0.3657890521302023,False,False
p06,Exercise_Duration,readiness,0.2741706126634392,0.018086553012541112,74,Yes,0.14032670440764655,True,False
p06,Exercise_Duration,sleep_quality,-0.18533847176747692,0.1138942623120096,74,Yes,0.37351706055858624,False,False
p06,Exercise_Duration,stress,0.31644654747325923,0.006017941323874128,74,Yes,0.08332534140748793,True,False
p06,Exercise_Distance,fatigue,0.12688848338759237,0.28133974589664273,74,Yes,0.6000136760828874,False,False
p06,Exercise_Distance,mood,0.1031787430697487,0.38168036783376624,74,Yes,0.6909644124551979,False,False
p06,Exercise_Distance,readiness,0.4100019301480218,0.0002858446036810317,74,Yes,0.01118522362230124,True,True
p06,Exercise_Distance,sleep_quality,-0.12079470512277932,0.3052761293508178,74,Yes,0.6255556250199922,False,False
p06,Exercise_Distance,stress,0.03669222820992152,0.7562800903542471,74,Yes,0.9096883708842638,False,False
p06,Exercise_Calories,fatigue,0.02896089397057256,0.8065021110444958,74,Yes,0.9264233603453292,False,False
p06,Exercise_Calories,mood,0.17899008736150476,0.12704253787407027,74,Yes,0.39084804680080376,False,False
p06,Exercise_Calories,readiness,0.3363352326702641,0.003390956801193273,74,Yes,0.06228288002191726,True,False
p06,Exercise_Calories,sleep_quality,-0.1733147128195837,0.13974855080149623,74,Yes,0.4137292622412717,False,False
p06,Exercise_Calories,stress,0.2718947953953668,0.019106723432320075,74,Yes,0.14572924651769548,True,False
p06,Exercise_Avg_HR,fatigue,0.14037100053146867,0.33604700948897315,49,Yes,0.6504135667528512,False,False
p06,Exercise_Avg_HR,mood,,,49,No,,False,False
p06,Exercise_Avg_HR,readiness,0.20518722324191294,0.157264675058614,49,Yes,0.4381987849930421,False,False
p06,Exercise_Avg_HR,sleep_quality,0.04072369641667437,0.7811489570195786,49,Yes,0.9169666891946469,False,False
p06,Exercise_Avg_HR,stress,-0.2320184390136804,0.1086747986662235,49,Yes,0.3657890521302023,False,False
p06,Sleep_Hours,fatigue,-0.13463227468850314,0.2561139562926942,73,Yes,0.5705508927312494,False,False
p06,Sleep_Hours,mood,-0.1635932062739744,0.166679274643215,73,Yes,0.4532064869452976,False,False
p06,Sleep_Hours,readiness,-0.16763146008506843,0.15631445712427658,73,Yes,0.43710106316563646,False,False
p06,Sleep_Hours,sleep_quality,-0.0234315249868489,0.8440070383008373,73,Yes,0.9335252300162542,False,False
p06,Sleep_Hours,stress,0.12413812945346284,0.2953836528627511,73,Yes,0.6168104120103851,False,False
p06,Sleep_Duration_Score,fatigue,0.16005856128582552,0.1761590125051353,73,Yes,0.46832445931825617,False,False
p06,Sleep_Duration_Score,mood,-0.18315020488470574,0.12090685901986645,73,Yes,0.38047612978279655,False,False
p06,Sleep_Duration_Score,readiness,0.14138598882976433,0.23280781196060588,73,Yes,0.5365357954845367,False,False
p06,Sleep_Duration_Score,sleep_quality,0.25612871205819365,0.02872651046203459,73,Yes,0.17708122887555572,True,False
p06,Sleep_Duration_Score,stress,0.35552769713664906,0.002023771616692535,73,Yes,0.04465827312182796,True,True
p06,Deep_Sleep_Minutes,fatigue,-0.172048887942807,0.1455329664866715,73,Yes,0.4211564946559625,False,False
p06,Deep_Sleep_Minutes,mood,-0.22312967767053316,0.057760094926367266,73,Yes,0.2636893297873176,False,False
p06,Deep_Sleep_Minutes,readiness,-0.08033904763321596,0.4992545758784574,73,Yes,0.7841694909085718,False,False
p06,Deep_Sleep_Minutes,sleep_quality,0.0074220410387723906,0.9503077830347263,73,Yes,0.9819483406788218,False,False
p06,Deep_Sleep_Minutes,stress,0.06711287193691927,0.5726504786340724,73,Yes,0.8232994101767813,False,False
p06,Sleep_Restlessness,fatigue,-0.2195949978458695,0.06194454104635513,73,Yes,0.27463097015625426,False,False
p06,Sleep_Restlessness,mood,-0.30340567384748973,0.009070721943814116,73,Yes,0.1007857993757124,True,False
p06,Sleep_Restlessness,readiness,-0.030561257795972782,0.7974345823325399,73,Yes,0.9260530633539173,False,False
p06,Sleep_Restlessness,sleep_quality,-0.27494535876078247,0.018564877506105654,73,Yes,0.14280675004696658,True,False
p06,Sleep_Restlessness,stress,0.12369134586279525,0.29713869827930156,73,Yes,0.6180451939417689,False,False
p06,Sleep_Composition,fatigue,0.02665195924623408,0.8228943572763328,73,Yes,0.9292468534055806,False,False
p06,Sleep_Composition,mood,-0.11626749783516821,0.3272976813982162,73,Yes,0.6417601596043454,False,False
p06,Sleep_Composition,readiness,-0.06321429879047144,0.5952018941289734,73,Yes,0.8326037553379021,False,False
p06,Sleep_Composition,sleep_quality,0.017817703744081766,0.8810653478121905,73,Yes,0.948515326592071,False,False
p06,Sleep_Composition,stress,0.005891598221178403,0.9605451979402817,73,Yes,0.9842856743500745,False,False
p06,Sleep_Revitalization,fatigue,0.05914569697691801,0.6191506345468251,73,Yes,0.846232220608428,False,False
p06,Sleep_Revitalization,mood,0.17220660819246486,0.14515859909684206,73,Yes,0.4211564946559625,False,False
p06,Sleep_Revitalization,readiness,0.08269558893211733,0.486711189119708,73,Yes,0.7744828537754771,False,False
p06,Sleep_Revitalization,sleep_quality,0.14946894641791023,0.20690375956120396,73,Yes,0.5101736537125577,False,False
p06,Sleep_Revitalization,stress,-0.03929145516336413,0.7413700380378822,73,Yes,0.9076296729271508,False,False
p06,Sleep_Score,fatigue,0.14993475530993622,0.2054760297737934,73,Yes,0.509444701918496,False,False
p06,Sleep_Score,mood,-0.03660815999523122,0.7584743763303372,73,Yes,0.9096883708842638,False,False
p06,Sleep_Score,readiness,0.12363807501596596,0.2973484099742066,73,Yes,0.6180451939417689,False,False
p06,Sleep_Score,sleep_quality,0.26898367718672456,0.02138499725305645,73,Yes,0.15397198022200642,True,False
p06,Sleep_Score,stress,0.19793992304562133,0.09321767406351593,73,Yes,0.34273298856193896,False,False
p07,Steps,fatigue,0.08666101930300288,0.48900703971490367,66,Yes,0.7748350981398122,False,False
p07,Steps,mood,0.02430709362829233,0.846389396868339,66,Yes,0.9335252300162542,False,False
p07,Steps,readiness,0.32092368843623625,0.008607271969988648,66,Yes,0.09805752877202258,True,False
p07,Steps,sleep_quality,-0.03847118795205756,0.7590844072600912,66,Yes,0.9096883708842638,False,False
p07,Steps,stress,0.04108729026556872,0.7432478543859001,66,Yes,0.9076296729271508,False,False
p07,Exercise_Count,fatigue,-0.003038073211983546,0.9806851886622137,66,Yes,0.9872489304603543,False,False
p07,Exercise_Count,mood,0.1291902999058072,0.3012138581622457,66,Yes,0.6217717255642686,False,False
p07,Exercise_Count,readiness,0.3034192062798879,0.013264839427250173,66,Yes,0.1159063639274287,True,False
p07,Exercise_Count,sleep_quality,-0.05502549810802898,0.6607914182033187,66,Yes,0.8745768770338042,False,False
p07,Exercise_Count,stress,0.0618958769986647,0.6215105531357454,66,Yes,0.846232220608428,False,False
p07,Exercise_Duration,fatigue,-0.1966329178806076,0.11355300827315423,66,Yes,0.37351706055858624,False,False
p07,Exercise_Duration,mood,0.18086739153567,0.14613630939288685,66,Yes,0.42154704632563517,False,False
p07,Exercise_Duration,readiness,0.27847467447610463,0.023567864214525974,66,Yes,0.16191662437460594,True,False
p07,Exercise_Duration,sleep_quality,0.10740247021258933,0.39069530615840625,66,Yes,0.693541963594804,False,False
p07,Exercise_Duration,stress,0.10828066018147231,0.38680995077539193,66,Yes,0.6921052797174011,False,False
p07,Exercise_Distance,fatigue,0.16750624220666827,0.17883632026328722,66,Yes,0.4720020182902009,False,False
p07,Exercise_Distance,mood,-0.03814877359506298,0.7610431354926543,66,Yes,0.910822901520464,False,False
p07,Exercise_Distance,readiness,0.2599829154323282,0.035017617722293844,66,Yes,0.20332810290364167,True,False
p07,Exercise_Distance,sleep_quality,0.07267458101151289,0.5619834215176757,66,Yes,0.8171002897672182,False,False
p07,Exercise_Distance,stress,0.08009747588916634,0.5226210185407894,66,Yes,0.79978532278518,False,False
p07,Exercise_Calories,fatigue,-0.06303114933332718,0.6151161370318923,66,Yes,0.8443539273348725,False,False
p07,Exercise_Calories,mood,0.13559206911818605,0.27768664581374225,66,Yes,0.5936294091030119,False,False
p07,Exercise_Calories,readiness,0.32292429113944154,0.00817916231478759,66,Yes,0.09805752877202258,True,False
p07,Exercise_Calories,sleep_quality,0.07517991579331326,0.5485429757682557,66,Yes,0.8149362980264565,False,False
p07,Exercise_Calories,stress,0.07536027914257837,0.5475813889736948,66,Yes,0.8149362980264565,False,False
p07,Exercise_Avg_HR,fatigue,0.22140279030435128,0.10103004418502928,56,Yes,0.35657662653539746,False,False
p07,Exercise_Avg_HR,mood,-0.1429223781317171,0.2933427257235939,56,Yes,0.6154043196998473,False,False
p07,Exercise_Avg_HR,readiness,0.18656416269806328,0.16858905172709296,56,Yes,0.4570185137180231,False,False
p07,Exercise_Avg_HR,sleep_quality,0.004384365736011534,0.974416446833493,56,Yes,0.9872489304603543,False,False
p07,Exercise_Avg_HR,stress,0.019292373919162255,0.8877689947330221,56,Yes,0.9511810657853808,False,False
p07,Sleep_Hours,fatigue,-0.20598580590855303,0.10247485096780184,64,Yes,0.3588613458016407,False,False
p07,Sleep_Hours,mood,0.043631465648230575,0.7320985803023182,64,Yes,0.9076296729271508,False,False
p07,Sleep_Hours,readiness,-0.05003900220560334,0.69456445830261,64,Yes,0.89301144638907,False,False
p07,Sleep_Hours,sleep_quality,0.28966529602326363,0.020250969686026257,64,Yes,0.14896224263000643,True,False
p07,Sleep_Hours,stress,0.20637450718267128,0.10181411957823716,64,Yes,0.35794026414224,False,False
p07,Sleep_Duration_Score,fatigue,-0.04616314009899266,0.7171879196388756,64,Yes,0.9076296729271508,False,False
p07,Sleep_Duration_Score,mood,0.094842874774899,0.4559866866707911,64,Yes,0.7483556414269482,False,False
p07,Sleep_Duration_Score,readiness,0.07348351023375137,0.5638970805063988,64,Yes,0.8172421456614475,False,False
p07,Sleep_Duration_Score,sleep_quality,0.5609960044689464,1.4232782215846517e-06,64,Yes,0.000398821823195576,True,True
p07,Sleep_Duration_Score,stress,0.2100189242380544,0.09577899981486301,64,Yes,0.3461891559573362,False,False
p07,Deep_Sleep_Minutes,fatigue,-0.22671058959016327,0.07162815774149517,64,Yes,0.2998387998481193,False,False
p07,Deep_Sleep_Minutes,mood,0.11691203285331839,0.35756092049741534,64,Yes,0.6676448722980785,False,False
p07,Deep_Sleep_Minutes,readiness,-0.049195491252952556,0.6994663080803077,64,Yes,0.8933678923004749,False,False
p07,Deep_Sleep_Minutes,sleep_quality,0.399267230318956,0.0010821362705434323,64,Yes,0.02864478363203203,True,True
p07,Deep_Sleep_Minutes,stress,0.34545863235487717,0.005176586038202993,64,Yes,0.0776487905730449,True,False
p07,Sleep_Restlessness,fatigue,0.02668483575863767,0.8342074758075817,64,Yes,0.9335252300162542,False,False
p07,Sleep_Restlessness,mood,0.04461908016929338,0.7262697832478218,64,Yes,0.9076296729271508,False,False
p07,Sleep_Restlessness,readiness,0.04445226927074255,0.7272532094943677,64,Yes,0.9076296729271508,False,False
p07,Sleep_Restlessness,sleep_quality,-0.15156726014817762,0.23186765699790063,64,Yes,0.5365005655458465,False,False
p07,Sleep_Restlessness,stress,-0.05894240629900277,0.6436165652832884,64,Yes,0.8611802085822964,False,False
p07,Sleep_Composition,fatigue,-0.03998076576194612,0.7537734661373376,64,Yes,0.9096883708842638,False,False
p07,Sleep_Composition,mood,0.19311945689852061,0.12627971252102554,64,Yes,0.3905558119206976,False,False
p07,Sleep_Composition,readiness,0.11729662007745284,0.35597064162277164,64,Yes,0.6660573335977016,False,False
p07,Sleep_Composition,sleep_quality,0.4536487437439204,0.00016672062330764056,64,Yes,0.008463804269506338,True,True
p07,Sleep_Composition,stress,0.3211305220791144,0.009672235837375991,64,Yes,0.10436122559728045,True,False
p07,Sleep_Revitalization,fatigue,-0.14700511460851523,0.2463858149762287,64,Yes,0.5585572631702918,False,False
p07,Sleep_Revitalization,mood,-0.04308872552709188,0.7353082319258335,64,Yes,0.9076296729271508,False,False
p07,Sleep_Revitalization,readiness,-0.05036912428749917,0.6926494118369309,64,Yes,0.8919140254108158,False,False
p07,Sleep_Revitalization,sleep_quality,0.04405344407905253,0.7296062404593038,64,Yes,0.9076296729271508,False,False
p07,Sleep_Revitalization,stress,-0.0754119793902851,0.5536834062120473,64,Yes,0.8149362980264565,False,False
p07,Sleep_Score,fatigue,-0.09561998621733911,0.4522869577572758,64,Yes,0.7482688639366695,False,False
p07,Sleep_Score,mood,0.11888251948909154,0.3494589745514258,64,Yes,0.6649325097173008,False,False
p07,Sleep_Score,readiness,0.07461550531658417,0.5578910103269016,64,Yes,0.8149362980264565,False,False
p07,Sleep_Score,sleep_quality,0.5559567723937645,1.849255659470204e-06,64,Yes,0.000398821823195576,True,True
p07,Sleep_Score,stress,0.23153205779298663,0.06564339922685264,64,Yes,0.28403393896234314,False,False
p08,Steps,fatigue,0.45713539285316934,0.0006571068408135496,52,Yes,0.02150704529868797,True,True
p08,Steps,mood,0.14950470965911522,0.2901257233628853,52,Yes,0.6100774556696186,False,False
p08,Steps,readiness,0.7016325789408804,6.860656232200864e-09,52,Yes,6.174590608980778e-06,True,True
p08,Steps,sleep_quality,0.25022511991995294,0.07359594138797933,52,Yes,0.3024490741971753,False,False
p08,Steps,stress,0.4007539853661025,0.0032388156118207294,52,Yes,0.060727792721638675,True,False
p08,Exercise_Count,fatigue,0.313718397552082,0.023526728173834197,52,Yes,0.16191662437460594,True,False
p08,Exercise_Count,mood,0.0391770922753312,0.7827413653210746,52,Yes,0.9172750374856343,False,False
p08,Exercise_Count,readiness,0.3943999478826928,0.003813298040204533,52,Yes,0.06475411766385056,True,False
p08,Exercise_Count,sleep_quality,0.1577645129442313,0.2639885651384813,52,Yes,0.5763031736802231,False,False
p08,Exercise_Count,stress,0.19650473664846857,0.16264673401722646,52,Yes,0.4449302754270632,False,False
p08,Exercise_Duration,fatigue,0.3717694115539969,0.0066533296772321475,52,Yes,0.0891668566799471,True,False
p08,Exercise_Duration,mood,0.1311196453645608,0.3541647720510525,52,Yes,0.6660573335977016,False,False
p08,Exercise_Duration,readiness,0.4415069069212824,0.0010511138354062522,52,Yes,0.02864478363203203,True,True
p08,Exercise_Duration,sleep_quality,0.1763025689859959,0.21120769920237692,52,Yes,0.515140729761895,False,False
p08,Exercise_Duration,stress,0.3464679210159256,0.011864493198535846,52,Yes,0.11122962373627356,True,False
p08,Exercise_Distance,fatigue,0.3697515073522632,0.006979047864355908,52,Yes,0.08973061539886168,True,False
p08,Exercise_Distance,mood,0.1763566901469478,0.21106533514519396,52,Yes,0.515140729761895,False,False
p08,Exercise_Distance,readiness,0.5122074236651857,0.00010375038609130788,52,Yes,0.005835959217636068,True,True
p08,Exercise_Distance,sleep_quality,0.2506763675157145,0.0730607964377872,52,Yes,0.30236122102953417,False,False
p08,Exercise_Distance,stress,0.4146904471297329,0.002238642996808646,52,Yes,0.04685531853785538,True,True
p08,Exercise_Calories,fatigue,0.38637968862259864,0.004665322769977999,52,Yes,0.07239293953414137,True,False
p08,Exercise_Calories,mood,0.1620189220118723,0.2511604914580035,52,Yes,0.5665274243413613,False,False
p08,Exercise_Calories,readiness,0.5160412099363443,9.014747687406471e-05,52,Yes,0.00579519494190416,True,True
p08,Exercise_Calories,sleep_quality,0.15083182565070102,0.2858162270509529,52,Yes,0.6038370994034216,False,False
p08,Exercise_Calories,stress,0.389021904295787,0.004367812676057971,52,Yes,0.07019698943664597,True,False
p08,Exercise_Avg_HR,fatigue,-0.02625883996324556,0.8609192610197653,47,Yes,0.9380343416544734,False,False
p08,Exercise_Avg_HR,mood,0.14108448269726265,0.34418726147470124,47,Yes,0.6596630600907597,False,False
p08,Exercise_Avg_HR,readiness,0.08951028986135182,0.5496194430530826,47,Yes,0.8149362980264565,False,False
p08,Exercise_Avg_HR,sleep_quality,-0.03695815505190503,0.805191617180124,47,Yes,0.9264233603453292,False,False
p08,Exercise_Avg_HR,stress,-0.017835740137484755,0.9052813273596637,47,Yes,0.9583330534412763,False,False
p08,Sleep_Hours,fatigue,0.21707663203520688,0.12995966839013792,50,Yes,0.3978357195616467,False,False
p08,Sleep_Hours,mood,0.16412451557133054,0.254734042821807,50,Yes,0.5688849591554003,False,False
p08,Sleep_Hours,readiness,0.04028655621068979,0.7811838733213787,50,Yes,0.9169666891946469,False,False
p08,Sleep_Hours,sleep_quality,0.23107750557532553,0.10640317194424877,50,Yes,0.36293627278656426,False,False
p08,Sleep_Hours,stress,0.09266096523010624,0.5221602488416743,50,Yes,0.79978532278518,False,False
p08,Sleep_Duration_Score,fatigue,0.27195792466913793,0.05605901272835764,50,Yes,0.25986948779256486,False,False
p08,Sleep_Duration_Score,mood,0.48719365760328576,0.00033306140128476546,50,Yes,0.011990210446251558,True,True
p08,Sleep_Duration_Score,readiness,0.2396568724647066,0.09368035020692997,50,Yes,0.34273298856193896,False,False
p08,Sleep_Duration_Score,sleep_quality,0.27169642397979354,0.056305055688389054,50,Yes,0.25986948779256486,False,False
p08,Sleep_Duration_Score,stress,0.18770072198865867,0.19178676995340604,50,Yes,0.49457906291709297,False,False
p08,Deep_Sleep_Minutes,fatigue,0.29266044851515527,0.03916227269504427,50,Yes,0.2152752645277014,True,False
p08,Deep_Sleep_Minutes,mood,0.3566692185594736,0.01100721029175233,50,Yes,0.10824144096821134,True,False
p08,Deep_Sleep_Minutes,readiness,0.3109526034284409,0.027951946754489882,50,Yes,0.17469966721556177,True,False
p08,Deep_Sleep_Minutes,sleep_quality,0.3749486732160828,0.007299109469569421,50,Yes,0.09190869648917208,True,False
p08,Deep_Sleep_Minutes,stress,0.27456716214455357,0.05365118836869215,50,Yes,0.25684079538203686,False,False
p08,Sleep_Restlessness,fatigue,-0.3774929820517209,0.006880850863674382,50,Yes,0.08973061539886168,True,False
p08,Sleep_Restlessness,mood,-0.38480036001198303,0.005793347795689735,50,Yes,0.08146895337688691,True,False
p08,Sleep_Restlessness,readiness,-0.6670017183043706,1.229554069790667e-07,50,Yes,5.532993314058001e-05,True,True
p08,Sleep_Restlessness,sleep_quality,-0.3597308759250405,0.01029162203475564,50,Yes,0.1052552253554554,True,False
p08,Sleep_Restlessness,stress,-0.37041098717828624,0.00810004997572144,50,Yes,0.09805752877202258,True,False
p08,Sleep_Composition,fatigue,0.057552372299917866,0.6913726445058214,50,Yes,0.8919140254108158,False,False
p08,Sleep_Composition,mood,0.22659167480590933,0.11356311164905328,50,Yes,0.37351706055858624,False,False
p08,Sleep_Composition,readiness,0.022495161118507603,0.8767731125632414,50,Yes,0.948515326592071,False,False
p08,Sleep_Composition,sleep_quality,0.4621682922146251,0.0007278418092539427,50,Yes,0.02183525427761828,True,True
p08,Sleep_Composition,stress,0.051438078786842895,0.7227712215211035,50,Yes,0.9076296729271508,False,False
p08,Sleep_Revitalization,fatigue,0.3350351671368109,0.017391593450934842,50,Yes,0.13771663007668447,True,False
p08,Sleep_Revitalization,mood,0.24715986838709386,0.08355164018296579,50,Yes,0.3255258708427239,False,False
p08,Sleep_Revitalization,readiness,0.496117131489656,0.000248341564037946,50,Yes,0.011175370381707569,True,True
p08,Sleep_Revitalization,sleep_quality,0.463795603288281,0.0006930047929577235,50,Yes,0.02150704529868797,True,True
p08,Sleep_Revitalization,stress,0.34046880784159833,0.015548134825422529,50,Yes,0.12721201220800252,True,False
p08,Sleep_Score,fatigue,0.32220330727186247,0.022493701567470166,50,Yes,0.15699555809707919,True,False
p08,Sleep_Score,mood,0.4638198516986295,0.0006924972326454187,50,Yes,0.02150704529868797,True,True
p08,Sleep_Score,readiness,0.3606212428503721,0.010091197344578147,50,Yes,0.1052552253554554,True,False
p08,Sleep_Score,sleep_quality,0.4935654803467618,0.0002703071407649033,50,Yes,0.01118522362230124,True,True
p08,Sleep_Score,stress,0.27191464487317285,0.05609967421180434,50,Yes,0.25986948779256486,False,False
p09,Steps,fatigue,-0.40200818711127084,0.0038047921182520015,50,Yes,0.06475411766385056,True,False
p09,Steps,mood,0.2587228141304879,0.06964663557380235,50,Yes,0.2951832519943213,False,False
p09,Steps,readiness,-0.2917812055511469,0.03978286135489204,50,Yes,0.2152752645277014,True,False
p09,Steps,sleep_quality,-0.11646103572606867,0.42057664394251404,50,Yes,0.724418292781824,False,False
p09,Steps,stress,0.30638026984640737,0.030466081929327888,50,Yes,0.185266714435102,True,False
