Total_Models,Positive_R2_Models,Zero_R2_Models,Negative_R2_Models,Mean_R2,Median_R2,Mean_MAE,Mean_RMSE
80,14,1,65,-0.11469851827929375,-0.09034664171161595,0.6870689415116447,0.9236071397535239
