Participant,Wellbeing,Behavioral_Variable,Importance,Relative_Importance,Feature_Representations,Rank
p03_daily_merged,sleep_quality,Exercise_Avg_HR,0.15779117963300732,0.15779117963300762,7,4.0
p03_daily_merged,sleep_quality,Exercise_Calories,0.0530592268998953,0.05305922689989541,7,7.0
p03_daily_merged,sleep_quality,Exercise_Count,0.0162142162757019,0.016214216275701934,7,9.0
p03_daily_merged,sleep_quality,Exercise_Distance,0.0,0.0,7,13.0
p03_daily_merged,sleep_quality,Exercise_Duration,0.1664097173509265,0.16640971735092686,7,3.0
p03_daily_merged,sleep_quality,Sleep_Composition,0.006186523960293,0.006186523960293013,7,10.0
p03_daily_merged,sleep_quality,Sleep_Duration_Score,0.08686179584775969,0.08686179584775988,7,5.0
p03_daily_merged,sleep_quality,Sleep_Hours,0.0323125241404824,0.03231252414048247,7,8.0
p03_daily_merged,sleep_quality,Sleep_Restlessness,0.0017261401625789,0.0017261401625789034,7,12.0
p03_daily_merged,sleep_quality,Sleep_Revitalization,0.0021750068158995,0.0021750068158995044,7,11.0
p03_daily_merged,sleep_quality,Sleep_Score,0.0536315112016144,0.05363151120161451,7,6.0
p03_daily_merged,sleep_quality,Steps,0.1694657987185448,0.16946579871854514,7,2.0
p03_daily_merged,stress,Deep_Sleep_Minutes,0.1631356743159954,0.16313567431599568,7,3.0
p03_daily_merged,stress,Exercise_Avg_HR,0.2731674856018783,0.27316748560187876,7,2.0
p03_daily_merged,stress,Exercise_Calories,0.0392590614847626,0.039259061484762665,7,5.0
p03_daily_merged,stress,Exercise_Count,0.013182348061857401,0.013182348061857422,7,9.0
p03_daily_merged,stress,Exercise_Distance,0.0,0.0,7,12.0
p03_daily_merged,stress,Exercise_Duration,0.0215874908094058,0.021587490809405835,7,7.0
p03_daily_merged,stress,Sleep_Composition,0.0,0.0,7,13.0
p03_daily_merged,stress,Sleep_Duration_Score,0.0060742600444834,0.00607426004448341,7,10.0
p03_daily_merged,stress,Sleep_Hours,0.1498085802004776,0.14980858020047783,7,4.0
p03_daily_merged,stress,Sleep_Restlessness,0.0264203741887572,0.026420374188757242,7,6.0
p03_daily_merged,stress,Sleep_Revitalization,0.0056063398626689,0.005606339862668909,7,11.0
p03_daily_merged,stress,Sleep_Score,0.017814629487740298,0.017814629487740326,7,8.0
p03_daily_merged,stress,Steps,0.2839437559419715,0.28394375594197196,7,1.0
p04_daily_merged,fatigue,Deep_Sleep_Minutes,0.0810860241237678,0.08108602412376817,7,7.0
p04_daily_merged,fatigue,Exercise_Avg_HR,0.0366715367103293,0.03667153671032946,7,10.0
p04_daily_merged,fatigue,Exercise_Calories,0.0919080673207974,0.09190806732079781,7,6.0
p04_daily_merged,fatigue,Exercise_Count,0.0227534032203463,0.0227534032203464,7,13.0
p04_daily_merged,fatigue,Exercise_Distance,0.0453500136325949,0.0453500136325951,7,9.0
p04_daily_merged,fatigue,Exercise_Duration,0.0810683592509811,0.08106835925098146,7,8.0
p04_daily_merged,fatigue,Sleep_Composition,0.0357316044075864,0.03573160440758656,7,11.0
p04_daily_merged,fatigue,Sleep_Duration_Score,0.1220069697889669,0.12200696978896744,7,2.0
p04_daily_merged,fatigue,Sleep_Hours,0.15271404584144552,0.15271404584144618,7,1.0
p04_daily_merged,fatigue,Sleep_Restlessness,0.0983596341544461,0.09835963415444654,7,4.0
p04_daily_merged,fatigue,Sleep_Revitalization,0.0294991791932719,0.02949917919327203,7,12.0
p04_daily_merged,fatigue,Sleep_Score,0.1068495430656914,0.10684954306569187,7,3.0
p04_daily_merged,fatigue,Steps,0.0960016192897706,0.09600161928977102,7,5.0
p04_daily_merged,mood,Deep_Sleep_Minutes,0.2233273762147479,0.22332737621474888,7,1.0
p04_daily_merged,mood,Exercise_Avg_HR,0.06963209205091059,0.06963209205091091,7,7.0
p04_daily_merged,mood,Exercise_Calories,0.10355933269868729,0.10355933269868775,7,2.0
p04_daily_merged,mood,Exercise_Count,0.021521271547436098,0.02152127154743619,7,13.0
p04_daily_merged,mood,Exercise_Distance,0.06694627790020881,0.06694627790020909,7,8.0
p04_daily_merged,mood,Exercise_Duration,0.0708010612212474,0.07080106122124771,7,6.0
p04_daily_merged,mood,Sleep_Composition,0.0385406752062578,0.038540675206257966,7,12.0
p04_daily_merged,mood,Sleep_Duration_Score,0.06403229087755749,0.06403229087755777,7,9.0
p04_daily_merged,mood,Sleep_Hours,0.0748913540398703,0.07489135403987063,7,5.0
p04_daily_merged,mood,Sleep_Restlessness,0.0896570124546042,0.0896570124546046,7,4.0
p04_daily_merged,mood,Sleep_Revitalization,0.0450927985147282,0.045092798514728395,7,10.0
p04_daily_merged,mood,Sleep_Score,0.0395921891664928,0.03959218916649297,7,11.0
p04_daily_merged,mood,Steps,0.0924062681072468,0.0924062681072472,7,3.0
p04_daily_merged,readiness,Deep_Sleep_Minutes,0.0879719231772331,0.08797192317723349,7,7.0
p04_daily_merged,readiness,Exercise_Avg_HR,0.09120973864887261,0.091209738648873,7,5.0
p04_daily_merged,readiness,Exercise_Calories,0.058661780725242,0.05866178072524226,7,10.0
p04_daily_merged,readiness,Exercise_Count,0.009962638698764511,0.009962638698764554,7,13.0
p04_daily_merged,readiness,Exercise_Distance,0.0779243725019558,0.07792437250195614,7,8.0
p04_daily_merged,readiness,Exercise_Duration,0.0685183366511722,0.06851833665117249,7,9.0
p04_daily_merged,readiness,Sleep_Composition,0.0345009850810244,0.034500985081024546,7,12.0
p04_daily_merged,readiness,Sleep_Duration_Score,0.1095024335858514,0.10950243358585188,7,2.0
p04_daily_merged,readiness,Sleep_Hours,0.08965906928719129,0.0896590692871917,7,6.0
p04_daily_merged,readiness,Sleep_Restlessness,0.0936053394122441,0.0936053394122445,7,4.0
p04_daily_merged,readiness,Sleep_Revitalization,0.056619980429793895,0.056619980429794145,7,11.0
p04_daily_merged,readiness,Sleep_Score,0.11423532195366831,0.1142353219536688,7,1.0
p04_daily_merged,readiness,Steps,0.1076280798469821,0.10762807984698257,7,3.0
p04_daily_merged,sleep_quality,Deep_Sleep_Minutes,0.1088380654628295,0.10883806546282998,7,3.0
p04_daily_merged,sleep_quality,Exercise_Avg_HR,0.083189074821543,0.08318907482154336,7,5.0
p04_daily_merged,sleep_quality,Exercise_Calories,0.0617072714080561,0.061707271408056374,7,9.0
p04_daily_merged,sleep_quality,Exercise_Count,0.0146439202616035,0.014643920261603566,7,13.0
p04_daily_merged,sleep_quality,Exercise_Distance,0.0770151653775412,0.07701516537754154,7,7.0
p04_daily_merged,sleep_quality,Exercise_Duration,0.0586841554509382,0.05868415545093846,7,10.0
p04_daily_merged,sleep_quality,Sleep_Composition,0.0262950178862983,0.026295017886298417,7,12.0
p04_daily_merged,sleep_quality,Sleep_Duration_Score,0.057176368803917,0.05717636880391725,7,11.0
p04_daily_merged,sleep_quality,Sleep_Hours,0.1119393595080339,0.1119393595080344,7,2.0
p04_daily_merged,sleep_quality,Sleep_Restlessness,0.0734877933651088,0.07348779336510913,7,8.0
p04_daily_merged,sleep_quality,Sleep_Revitalization,0.07751382157864921,0.07751382157864954,7,6.0
p04_daily_merged,sleep_quality,Sleep_Score,0.1601843858529765,0.16018438585297723,7,1.0
p04_daily_merged,sleep_quality,Steps,0.0893256002225004,0.0893256002225008,7,4.0
p04_daily_merged,stress,Deep_Sleep_Minutes,0.1182430073527376,0.11824300735273817,7,3.0
p04_daily_merged,stress,Exercise_Avg_HR,0.0380777234832436,0.038077723483243786,7,12.0
p04_daily_merged,stress,Exercise_Calories,0.1205053494187092,0.12050534941870977,7,2.0
p04_daily_merged,stress,Exercise_Count,0.0128552360678102,0.012855236067810262,7,13.0
p04_daily_merged,stress,Exercise_Distance,0.051678072137620004,0.05167807213762025,7,9.0
p04_daily_merged,stress,Exercise_Duration,0.105014498963045,0.1050144989630455,7,5.0
p04_daily_merged,stress,Sleep_Composition,0.0522160978464995,0.05221609784649975,7,8.0
p04_daily_merged,stress,Sleep_Duration_Score,0.050652678676337,0.05065267867633724,7,11.0
p04_daily_merged,stress,Sleep_Hours,0.10629453396432641,0.1062945339643269,7,4.0
p04_daily_merged,stress,Sleep_Restlessness,0.1264326664774327,0.12643266647743331,7,1.0
p04_daily_merged,stress,Sleep_Revitalization,0.0509443532682632,0.050944353268263444,7,10.0
p04_daily_merged,stress,Sleep_Score,0.0633875170892037,0.063387517089204,7,7.0
p04_daily_merged,stress,Steps,0.1036982652547671,0.1036982652547676,7,6.0
p05_daily_merged,fatigue,Deep_Sleep_Minutes,0.11108024698413499,0.11108024698413539,7,3.0
p05_daily_merged,fatigue,Exercise_Avg_HR,0.0801470937425411,0.08014709374254138,7,6.0
p05_daily_merged,fatigue,Exercise_Calories,0.0476076565796999,0.047607656579700064,7,9.0
p05_daily_merged,fatigue,Exercise_Count,0.0338550168205679,0.033855016820568025,7,11.0
p05_daily_merged,fatigue,Exercise_Distance,0.0003156852220612,0.00031568522206120114,7,13.0
p05_daily_merged,fatigue,Exercise_Duration,0.0736523113358241,0.07365231133582435,7,7.0
p05_daily_merged,fatigue,Sleep_Composition,0.0140337710192856,0.01403377101928565,7,12.0
p05_daily_merged,fatigue,Sleep_Duration_Score,0.0806626194653354,0.08066261946533569,7,5.0
p05_daily_merged,fatigue,Sleep_Hours,0.087877632180438,0.08787763218043831,7,4.0
p05_daily_merged,fatigue,Sleep_Restlessness,0.2306989599634715,0.23069895996347234,7,1.0
p05_daily_merged,fatigue,Sleep_Revitalization,0.0397586188429416,0.03975861884294174,7,10.0
p05_daily_merged,fatigue,Sleep_Score,0.0643896779004972,0.06438967790049743,7,8.0
p05_daily_merged,fatigue,Steps,0.135920709943198,0.1359207099431985,7,2.0
p05_daily_merged,mood,Deep_Sleep_Minutes,0.0658993216513886,0.06589932165138883,7,9.0
p05_daily_merged,mood,Exercise_Avg_HR,0.07492612576742072,0.07492612576742097,7,7.0
p05_daily_merged,mood,Exercise_Calories,0.0678986328629355,0.06789863286293574,7,8.0
p05_daily_merged,mood,Exercise_Count,0.151335422031768,0.15133542203176853,7,1.0
p05_daily_merged,mood,Exercise_Distance,0.0007701520232789,0.0007701520232789026,7,13.0
p05_daily_merged,mood,Exercise_Duration,0.039330809184920504,0.039330809184920636,7,11.0
p05_daily_merged,mood,Sleep_Composition,0.0478817059767038,0.047881705976703964,7,10.0
p05_daily_merged,mood,Sleep_Duration_Score,0.0934261338227789,0.09342613382277921,7,4.0
p05_daily_merged,mood,Sleep_Hours,0.0896537587396471,0.08965375873964741,7,5.0
p05_daily_merged,mood,Sleep_Restlessness,0.10296476975672471,0.10296476975672506,7,3.0
p05_daily_merged,mood,Sleep_Revitalization,0.0345147918525392,0.03451479185253932,7,12.0
p05_daily_merged,mood,Sleep_Score,0.0874483789462979,0.0874483789462982,7,6.0
p05_daily_merged,mood,Steps,0.1439499973835928,0.14394999738359332,7,2.0
p05_daily_merged,readiness,Deep_Sleep_Minutes,0.0077158185276106845,0.007715818527610711,7,11.0
p05_daily_merged,readiness,Exercise_Avg_HR,0.3165346261756725,0.31653462617567363,7,1.0
p05_daily_merged,readiness,Exercise_Calories,0.05106058425288994,0.05106058425289011,7,6.0
p05_daily_merged,readiness,Exercise_Count,0.015455953155996089,0.015455953155996143,7,10.0
p05_daily_merged,readiness,Exercise_Distance,0.0,0.0,7,13.0
p05_daily_merged,readiness,Exercise_Duration,0.161924451323666,0.16192445132366656,7,3.0
p05_daily_merged,readiness,Sleep_Composition,0.0181454357176521,0.018145435717652165,7,8.0
p05_daily_merged,readiness,Sleep_Duration_Score,0.06678826024067248,0.06678826024067272,7,5.0
p05_daily_merged,readiness,Sleep_Hours,0.016382082351206192,0.016382082351206247,7,9.0
p05_daily_merged,readiness,Sleep_Restlessness,0.03607190053584902,0.03607190053584915,7,7.0
