Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Time_Lag,p_FDR,Significant_raw,Significant_FDR,Analysis
p04,Sleep_Restlessness,fatigue,0.0557900029099816,0.6589162033085407,65,t_to_t+1,0.973569592924696,False,False,lagged
p04,Sleep_Restlessness,mood,0.0156894009684934,0.9012794599711154,65,t_to_t+1,0.9835127913656734,False,False,lagged
p04,Sleep_Restlessness,readiness,0.0128698391231524,0.9189544322042136,65,t_to_t+1,0.985568661386193,False,False,lagged
p04,Sleep_Restlessness,sleep_quality,0.1968535182911829,0.1160175126716825,65,t_to_t+1,0.7702639636506637,False,False,lagged
p04,Sleep_Restlessness,stress,-0.1311633041355379,0.2976614057318444,65,t_to_t+1,0.8955723808750817,False,False,lagged
p04,Sleep_Composition,fatigue,0.1021195738111562,0.4182513786108737,65,t_to_t+1,0.9406161065704951,False,False,lagged
p04,Sleep_Composition,mood,0.0495228462078846,0.6952359739118606,65,t_to_t+1,0.9740705284594343,False,False,lagged
p04,Sleep_Composition,readiness,0.1516251290529361,0.2279303809657986,65,t_to_t+1,0.8529238693978868,False,False,lagged
p04,Sleep_Composition,sleep_quality,0.0765437018384527,0.5444940631086902,65,t_to_t+1,0.9580452904411608,False,False,lagged
p04,Sleep_Composition,stress,0.0650087377615721,0.606907775847847,65,t_to_t+1,0.9580452904411608,False,False,lagged
p04,Sleep_Revitalization,fatigue,0.0455661657432956,0.7185290487194488,65,t_to_t+1,0.9754287609879244,False,False,lagged
p04,Sleep_Revitalization,mood,0.0470046479405984,0.7100297775040013,65,t_to_t+1,0.9754287609879244,False,False,lagged
p04,Sleep_Revitalization,readiness,0.3066132561267376,0.0129849578175812,65,t_to_t+1,0.4855245097008623,True,False,lagged
p04,Sleep_Revitalization,sleep_quality,-0.094412698680762,0.4544097929976218,65,t_to_t+1,0.9425275172830845,False,False,lagged
p04,Sleep_Revitalization,stress,-0.0732724240490527,0.5618745170761853,65,t_to_t+1,0.9580452904411608,False,False,lagged
p04,Sleep_Score,fatigue,0.0463269362681758,0.7140297256665196,65,t_to_t+1,0.9754287609879244,False,False,lagged
p04,Sleep_Score,mood,0.0316107202214864,0.8026095972447713,65,t_to_t+1,0.9835127913656734,False,False,lagged
p04,Sleep_Score,readiness,0.1757966639330163,0.1612879441205169,65,t_to_t+1,0.7895436187205949,False,False,lagged
p04,Sleep_Score,sleep_quality,0.0976439914909996,0.4390443760793711,65,t_to_t+1,0.9425275172830845,False,False,lagged
p04,Sleep_Score,stress,0.0148991553876119,0.9062288265134452,65,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Steps,fatigue,,,52,t_to_t+1,,False,False,lagged
p05,Steps,mood,-0.0027501451911029,0.9845622827798372,52,t_to_t+1,0.9989313140462192,False,False,lagged
p05,Steps,readiness,0.2133050715572545,0.1289369707980708,52,t_to_t+1,0.784489841838574,False,False,lagged
p05,Steps,sleep_quality,0.2273410196373353,0.1050541409091232,52,t_to_t+1,0.7641267356133813,False,False,lagged
p05,Steps,stress,0.0418434172608497,0.7683519895346471,52,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Exercise_Count,fatigue,0.0,0.9999999999999984,55,t_to_t+1,0.9999999999999984,False,False,lagged
p05,Exercise_Count,mood,-0.1455600663727067,0.2889774155450157,55,t_to_t+1,0.8903406261033548,False,False,lagged
p05,Exercise_Count,readiness,0.0125735452715845,0.9274054545819488,55,t_to_t+1,0.985568661386193,False,False,lagged
p05,Exercise_Count,sleep_quality,0.1443689007542604,0.2929841827758714,55,t_to_t+1,0.8903406261033548,False,False,lagged
p05,Exercise_Count,stress,-0.2030331885441875,0.1370986312076864,55,t_to_t+1,0.7878377572598784,False,False,lagged
p05,Exercise_Duration,fatigue,0.0,0.9999999999999984,55,t_to_t+1,0.9999999999999984,False,False,lagged
p05,Exercise_Duration,mood,-0.2702711715534185,0.0459713462708362,55,t_to_t+1,0.6553292227325135,True,False,lagged
p05,Exercise_Duration,readiness,0.0599687677123754,0.6636227445132126,55,t_to_t+1,0.973569592924696,False,False,lagged
p05,Exercise_Duration,sleep_quality,0.1281730322939144,0.3510380535739279,55,t_to_t+1,0.917607070132456,False,False,lagged
p05,Exercise_Duration,stress,-0.2330602007243978,0.0868248612619506,55,t_to_t+1,0.7555616837580037,False,False,lagged
p05,Exercise_Distance,fatigue,0.0,0.9999999999999984,55,t_to_t+1,0.9999999999999984,False,False,lagged
p05,Exercise_Distance,mood,0.012683657235796,0.9267714422042556,55,t_to_t+1,0.985568661386193,False,False,lagged
p05,Exercise_Distance,readiness,0.0406222231851193,0.7684030833109278,55,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Exercise_Distance,sleep_quality,0.4070400951821506,0.0020417047783261,55,t_to_t+1,0.17558661093604458,True,False,lagged
p05,Exercise_Distance,stress,0.2319627879481519,0.088362677947615,55,t_to_t+1,0.7555616837580037,False,False,lagged
p05,Exercise_Calories,fatigue,0.0,0.9999999999999984,55,t_to_t+1,0.9999999999999984,False,False,lagged
p05,Exercise_Calories,mood,-0.2696620433748199,0.046482654170562,55,t_to_t+1,0.6553292227325135,True,False,lagged
p05,Exercise_Calories,readiness,0.0766229153890866,0.5781991262416468,55,t_to_t+1,0.9580452904411608,False,False,lagged
p05,Exercise_Calories,sleep_quality,0.1311496501175946,0.339869855945127,55,t_to_t+1,0.917607070132456,False,False,lagged
p05,Exercise_Calories,stress,-0.2106234345201727,0.1227048407210941,55,t_to_t+1,0.7702639636506637,False,False,lagged
p05,Exercise_Avg_HR,fatigue,,,30,t_to_t+1,,False,False,lagged
p05,Exercise_Avg_HR,mood,-0.1476617830269242,0.4361601297410287,30,t_to_t+1,0.9425275172830845,False,False,lagged
p05,Exercise_Avg_HR,readiness,0.4941624269477079,0.005510429716916,30,t_to_t+1,0.3159313037698507,True,False,lagged
p05,Exercise_Avg_HR,sleep_quality,0.0912090700076214,0.6316923011371046,30,t_to_t+1,0.9647237945286021,False,False,lagged
p05,Exercise_Avg_HR,stress,0.1989273443810587,0.2919513486747591,30,t_to_t+1,0.8903406261033548,False,False,lagged
p05,Sleep_Hours,fatigue,,,40,t_to_t+1,,False,False,lagged
p05,Sleep_Hours,mood,-0.0392771932875323,0.8098446544127078,40,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Sleep_Hours,readiness,0.040296119858302,0.8050059085229337,40,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Sleep_Hours,sleep_quality,-0.0500552045090975,0.7590484436403033,40,t_to_t+1,0.9831049119437664,False,False,lagged
p05,Sleep_Hours,stress,-0.0732354702555496,0.6533608058312458,40,t_to_t+1,0.973569592924696,False,False,lagged
p05,Sleep_Duration_Score,fatigue,,,39,t_to_t+1,,False,False,lagged
p05,Sleep_Duration_Score,mood,-0.1896415772948137,0.2475547170511054,39,t_to_t+1,0.8603773254450495,False,False,lagged
p05,Sleep_Duration_Score,readiness,0.0369032258519637,0.8235057124534858,39,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Sleep_Duration_Score,sleep_quality,-0.121546682699813,0.4610603328365836,39,t_to_t+1,0.9425275172830845,False,False,lagged
p05,Sleep_Duration_Score,stress,-0.2438159005139035,0.1347142372051301,39,t_to_t+1,0.7847776771997022,False,False,lagged
p05,Deep_Sleep_Minutes,fatigue,,,40,t_to_t+1,,False,False,lagged
p05,Deep_Sleep_Minutes,mood,-0.0556161026469323,0.7332110734608852,40,t_to_t+1,0.9776147646145136,False,False,lagged
p05,Deep_Sleep_Minutes,readiness,-0.0340746544386134,0.8346560481692077,40,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Deep_Sleep_Minutes,sleep_quality,-0.0257695004980609,0.8745839849241163,40,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Deep_Sleep_Minutes,stress,-0.1937469979218832,0.2309565757866401,40,t_to_t+1,0.8529238693978868,False,False,lagged
p05,Sleep_Restlessness,fatigue,,,39,t_to_t+1,,False,False,lagged
p05,Sleep_Restlessness,mood,0.2733773178363949,0.0921926636809811,39,t_to_t+1,0.7555616837580037,False,False,lagged
p05,Sleep_Restlessness,readiness,0.0532109224732054,0.7476659439692991,39,t_to_t+1,0.9812191855948904,False,False,lagged
p05,Sleep_Restlessness,sleep_quality,0.0922738268241189,0.576369536458719,39,t_to_t+1,0.9580452904411608,False,False,lagged
p05,Sleep_Restlessness,stress,0.2453087275414939,0.1322686361239456,39,t_to_t+1,0.784489841838574,False,False,lagged
p05,Sleep_Composition,fatigue,,,39,t_to_t+1,,False,False,lagged
p05,Sleep_Composition,mood,-0.0942586605349853,0.5681579069055169,39,t_to_t+1,0.9580452904411608,False,False,lagged
p05,Sleep_Composition,readiness,0.1308079370689593,0.4273488756256089,39,t_to_t+1,0.9419005433891928,False,False,lagged
p05,Sleep_Composition,sleep_quality,0.0313488783452707,0.8497397355142234,39,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Sleep_Composition,stress,-0.1457860382149232,0.3758565005896634,39,t_to_t+1,0.9283376245709605,False,False,lagged
p05,Sleep_Revitalization,fatigue,,,39,t_to_t+1,,False,False,lagged
p05,Sleep_Revitalization,mood,-0.2339509049542146,0.1517239659625326,39,t_to_t+1,0.7895436187205949,False,False,lagged
p05,Sleep_Revitalization,readiness,-0.0827229719175124,0.6166129937951236,39,t_to_t+1,0.9580452904411608,False,False,lagged
p05,Sleep_Revitalization,sleep_quality,0.0101688774849129,0.9510088131180604,39,t_to_t+1,0.9949727241867785,False,False,lagged
p05,Sleep_Revitalization,stress,-0.2515028826822318,0.1224724917139579,39,t_to_t+1,0.7702639636506637,False,False,lagged
p05,Sleep_Score,fatigue,,,39,t_to_t+1,,False,False,lagged
p05,Sleep_Score,mood,-0.2547994356065822,0.1174858384204707,39,t_to_t+1,0.7702639636506637,False,False,lagged
p05,Sleep_Score,readiness,0.0245589817452127,0.8820246991573248,39,t_to_t+1,0.9835127913656734,False,False,lagged
p05,Sleep_Score,sleep_quality,-0.0579640165006394,0.7259614432364783,39,t_to_t+1,0.9776147646145136,False,False,lagged
p05,Sleep_Score,stress,-0.3120304985963697,0.0531352850845861,39,t_to_t+1,0.688693392341825,False,False,lagged
p06,Steps,fatigue,-0.0653147001302518,0.5883965452686213,71,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Steps,mood,0.1680344380676038,0.1612938165721761,71,t_to_t+1,0.7895436187205949,False,False,lagged
p06,Steps,readiness,-0.4094045197925858,0.0003922994488339,71,t_to_t+1,0.0674755051994308,True,False,lagged
p06,Steps,sleep_quality,-0.0598362069807818,0.6201173664359708,71,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Steps,stress,-0.1214875964339297,0.3128562884796847,71,t_to_t+1,0.9031951253275593,False,False,lagged
p06,Exercise_Count,fatigue,-0.0319635961317404,0.7913044890996137,71,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Exercise_Count,mood,-0.0972038394452279,0.4199960289803141,71,t_to_t+1,0.9406161065704951,False,False,lagged
p06,Exercise_Count,readiness,-0.126827499380268,0.291900384981777,71,t_to_t+1,0.8903406261033548,False,False,lagged
p06,Exercise_Count,sleep_quality,-0.0749062507613693,0.5347041376053061,71,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Exercise_Count,stress,0.1993889322265367,0.0955055681567856,71,t_to_t+1,0.7555616837580037,False,False,lagged
p06,Exercise_Duration,fatigue,-0.0200865015904299,0.8679488896785024,71,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Exercise_Duration,mood,-0.1153909146707368,0.3379374021172788,71,t_to_t+1,0.917607070132456,False,False,lagged
p06,Exercise_Duration,readiness,-0.1711628321075253,0.1535222553877568,71,t_to_t+1,0.7895436187205949,False,False,lagged
p06,Exercise_Duration,sleep_quality,-0.072881999301378,0.5458315176749696,71,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Exercise_Duration,stress,0.1680566055768248,0.1612377446211526,71,t_to_t+1,0.7895436187205949,False,False,lagged
p06,Exercise_Distance,fatigue,0.1590577219321925,0.1852019348336095,71,t_to_t+1,0.8084957561264171,False,False,lagged
p06,Exercise_Distance,mood,0.1005419972677504,0.4041337433954525,71,t_to_t+1,0.9396469143985654,False,False,lagged
p06,Exercise_Distance,readiness,-0.2567567100100623,0.0306609591417936,71,t_to_t+1,0.613219182835872,True,False,lagged
p06,Exercise_Distance,sleep_quality,0.0538256171782865,0.6557303414049839,71,t_to_t+1,0.973569592924696,False,False,lagged
p06,Exercise_Distance,stress,-0.0619851018628078,0.6075881530746385,71,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Exercise_Calories,fatigue,0.0219220781438291,0.8560051707157671,71,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Exercise_Calories,mood,-0.0522576027355345,0.6651524716602792,71,t_to_t+1,0.973569592924696,False,False,lagged
p06,Exercise_Calories,readiness,-0.1938739344096896,0.1052267482630338,71,t_to_t+1,0.7641267356133813,False,False,lagged
p06,Exercise_Calories,sleep_quality,-0.0534084559053779,0.6582318950825822,71,t_to_t+1,0.973569592924696,False,False,lagged
p06,Exercise_Calories,stress,0.1052598884504293,0.3823236676323843,71,t_to_t+1,0.9303382253858244,False,False,lagged
p06,Exercise_Avg_HR,fatigue,0.1453207441890635,0.3352381231625083,46,t_to_t+1,0.917607070132456,False,False,lagged
p06,Exercise_Avg_HR,mood,0.2017727559579762,0.1787202587489513,46,t_to_t+1,0.7922650645572069,False,False,lagged
p06,Exercise_Avg_HR,readiness,-0.1799330593487094,0.2314718393534848,46,t_to_t+1,0.8529238693978868,False,False,lagged
p06,Exercise_Avg_HR,sleep_quality,0.0364605199362089,0.809894823443263,46,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Exercise_Avg_HR,stress,-0.3865691012429304,0.0079608587302688,46,t_to_t+1,0.39451351086119846,True,False,lagged
p06,Sleep_Hours,fatigue,-0.031477202645973,0.7958826695145653,70,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Sleep_Hours,mood,-0.0044231123035491,0.9710110545677684,70,t_to_t+1,0.9989313140462192,False,False,lagged
p06,Sleep_Hours,readiness,0.0620226398977889,0.6100047595818957,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Hours,sleep_quality,-0.1095810253726464,0.366506699892813,70,t_to_t+1,0.9283376245709605,False,False,lagged
p06,Sleep_Hours,stress,0.0335269344279658,0.7829066213152314,70,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Sleep_Duration_Score,fatigue,0.0769401983890821,0.526683618701799,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Duration_Score,mood,0.1009233775309781,0.4058000527322196,70,t_to_t+1,0.9396469143985654,False,False,lagged
p06,Sleep_Duration_Score,readiness,0.2325949530944449,0.0526653912083407,70,t_to_t+1,0.688693392341825,False,False,lagged
p06,Sleep_Duration_Score,sleep_quality,-0.0766488540004196,0.5282548294046568,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Duration_Score,stress,0.1063764230019418,0.3807722306393347,70,t_to_t+1,0.9302957907665563,False,False,lagged
p06,Deep_Sleep_Minutes,fatigue,-0.1427511785728593,0.2384435561456205,70,t_to_t+1,0.8529238693978868,False,False,lagged
p06,Deep_Sleep_Minutes,mood,-0.0906676591797621,0.4553891423047331,70,t_to_t+1,0.9425275172830845,False,False,lagged
p06,Deep_Sleep_Minutes,readiness,0.0152481004551624,0.9002979753854164,70,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Deep_Sleep_Minutes,sleep_quality,-0.142841877745969,0.2381422938739921,70,t_to_t+1,0.8529238693978868,False,False,lagged
p06,Deep_Sleep_Minutes,stress,-0.0636174656447435,0.6008290667143319,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Restlessness,fatigue,-0.2302130421683311,0.0552051860612145,70,t_to_t+1,0.688693392341825,False,False,lagged
p06,Sleep_Restlessness,mood,-0.1141092143138661,0.346913436720385,70,t_to_t+1,0.917607070132456,False,False,lagged
p06,Sleep_Restlessness,readiness,-0.1067040918114031,0.3792984738261965,70,t_to_t+1,0.9302957907665563,False,False,lagged
p06,Sleep_Restlessness,sleep_quality,-0.2796659395252551,0.0190414566113898,70,t_to_t+1,0.5806471261554614,True,False,lagged
p06,Sleep_Restlessness,stress,0.0335611853349556,0.7826902823268527,70,t_to_t+1,0.9835127913656734,False,False,lagged
p06,Sleep_Composition,fatigue,-0.0496174170909814,0.6833428233082822,70,t_to_t+1,0.9740705284594343,False,False,lagged
p06,Sleep_Composition,mood,0.0050064429878206,0.967189907656862,70,t_to_t+1,0.9985394004620664,False,False,lagged
p06,Sleep_Composition,readiness,-0.0917662991343172,0.4499226825369792,70,t_to_t+1,0.9425275172830845,False,False,lagged
p06,Sleep_Composition,sleep_quality,-0.0765951630988918,0.5285446372192166,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Composition,stress,-0.1346572748249239,0.2663923783634366,70,t_to_t+1,0.874417730505937,False,False,lagged
p06,Sleep_Revitalization,fatigue,-0.099633180242139,0.4118591497273534,70,t_to_t+1,0.9396469143985654,False,False,lagged
p06,Sleep_Revitalization,mood,0.1094149113237417,0.3672380600833269,70,t_to_t+1,0.9283376245709605,False,False,lagged
p06,Sleep_Revitalization,readiness,-0.270709227578618,0.023412410955641,70,t_to_t+1,0.6125005054959453,True,False,lagged
p06,Sleep_Revitalization,sleep_quality,-0.1688657495684889,0.162277819874801,70,t_to_t+1,0.7895436187205949,False,False,lagged
p06,Sleep_Revitalization,stress,-0.1714316813285494,0.1558979139337296,70,t_to_t+1,0.7895436187205949,False,False,lagged
p06,Sleep_Score,fatigue,-0.0376123651497425,0.7572219835835355,70,t_to_t+1,0.9822185609077535,False,False,lagged
p06,Sleep_Score,mood,0.1483200593225431,0.2204314332861595,70,t_to_t+1,0.8529238693978868,False,False,lagged
p06,Sleep_Score,readiness,-0.0702619015333595,0.5632751963580487,70,t_to_t+1,0.9580452904411608,False,False,lagged
p06,Sleep_Score,sleep_quality,-0.2010094668921802,0.095204118423807,70,t_to_t+1,0.7555616837580037,False,False,lagged
p06,Sleep_Score,stress,-0.1006368213955638,0.4071412769766915,70,t_to_t+1,0.9396469143985654,False,False,lagged
p07,Steps,fatigue,-0.0445692549454816,0.7397340718683967,58,t_to_t+1,0.9812191855948904,False,False,lagged
p07,Steps,mood,0.1081610734418069,0.418990687990733,58,t_to_t+1,0.9406161065704951,False,False,lagged
p07,Steps,readiness,0.2404584935916921,0.0690348841164664,58,t_to_t+1,0.7183663930407308,False,False,lagged
p07,Steps,sleep_quality,-0.0171529113767946,0.8983085801807712,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Steps,stress,-0.0464349396908305,0.7292476451203695,58,t_to_t+1,0.9776147646145136,False,False,lagged
p07,Exercise_Count,fatigue,-0.066850177163098,0.6180673241672711,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Exercise_Count,mood,0.1946917857075477,0.1430556884429948,58,t_to_t+1,0.7895436187205949,False,False,lagged
p07,Exercise_Count,readiness,0.1586379265769097,0.234282299617885,58,t_to_t+1,0.8529238693978868,False,False,lagged
p07,Exercise_Count,sleep_quality,0.1529772494573469,0.2516124280357013,58,t_to_t+1,0.8603773254450495,False,False,lagged
p07,Exercise_Count,stress,0.0204548822682109,0.8788679082913018,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Exercise_Duration,fatigue,-0.0022075847733898,0.986878191208636,58,t_to_t+1,0.9989313140462192,False,False,lagged
p07,Exercise_Duration,mood,0.0795910737696831,0.5525817576699695,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Exercise_Duration,readiness,-0.0018879698080238,0.9887778394856588,58,t_to_t+1,0.9989313140462192,False,False,lagged
p07,Exercise_Duration,sleep_quality,0.247904657711118,0.0606152394536666,58,t_to_t+1,0.7012730348760812,False,False,lagged
p07,Exercise_Duration,stress,-0.0475639267400274,0.7229256731273286,58,t_to_t+1,0.977541004543243,False,False,lagged
p07,Exercise_Distance,fatigue,-0.1323890210059729,0.3218488151307745,58,t_to_t+1,0.917607070132456,False,False,lagged
p07,Exercise_Distance,mood,-0.0761866997756416,0.5697517701856851,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Exercise_Distance,readiness,0.1303925373807158,0.3292646776578307,58,t_to_t+1,0.917607070132456,False,False,lagged
p07,Exercise_Distance,sleep_quality,-0.076946786535248,0.5658968725221567,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Exercise_Distance,stress,-0.168137912655502,0.2070821479561924,58,t_to_t+1,0.8468265462867115,False,False,lagged
p07,Exercise_Calories,fatigue,-0.0336549580608155,0.8019687224779531,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Exercise_Calories,mood,0.0160814133684625,0.9046304753557234,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Exercise_Calories,readiness,0.0488138236449557,0.7159480594351949,58,t_to_t+1,0.9754287609879244,False,False,lagged
p07,Exercise_Calories,sleep_quality,0.1423233547802813,0.2865394215488348,58,t_to_t+1,0.8903406261033548,False,False,lagged
p07,Exercise_Calories,stress,-0.134701013705381,0.3133946549585893,58,t_to_t+1,0.9031951253275593,False,False,lagged
p07,Exercise_Avg_HR,fatigue,-0.1975438883437581,0.164678468318531,51,t_to_t+1,0.7911926410834451,False,False,lagged
p07,Exercise_Avg_HR,mood,-0.304327509508803,0.0299128153846857,51,t_to_t+1,0.6125005054959453,True,False,lagged
p07,Exercise_Avg_HR,readiness,0.0447254235883393,0.7553133603972917,51,t_to_t+1,0.9812227944738231,False,False,lagged
p07,Exercise_Avg_HR,sleep_quality,-0.3216364934801891,0.0213617104604454,51,t_to_t+1,0.6123690331994348,True,False,lagged
p07,Exercise_Avg_HR,stress,-0.1373565517611964,0.3364668565115892,51,t_to_t+1,0.917607070132456,False,False,lagged
p07,Sleep_Hours,fatigue,0.0777086514964305,0.5620452272489329,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Sleep_Hours,mood,-0.1101742658353613,0.4103331420854541,58,t_to_t+1,0.9396469143985654,False,False,lagged
p07,Sleep_Hours,readiness,-0.0721698079973454,0.590323698770038,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Sleep_Hours,sleep_quality,-0.1412022874772422,0.2903913136178941,58,t_to_t+1,0.8903406261033548,False,False,lagged
p07,Sleep_Hours,stress,-0.0423906669397468,0.7520389497889897,58,t_to_t+1,0.9812191855948904,False,False,lagged
p07,Sleep_Duration_Score,fatigue,0.0450974625007884,0.7367603079054033,58,t_to_t+1,0.9808264160969764,False,False,lagged
p07,Sleep_Duration_Score,mood,0.182612370057731,0.1700547006698525,58,t_to_t+1,0.7922650645572069,False,False,lagged
p07,Sleep_Duration_Score,readiness,-0.0727394633530198,0.5873861319913555,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Sleep_Duration_Score,sleep_quality,-0.0468009307264843,0.7271962243235761,58,t_to_t+1,0.9776147646145136,False,False,lagged
p07,Sleep_Duration_Score,stress,-0.1497626640834349,0.2618317381164839,58,t_to_t+1,0.8694026825489427,False,False,lagged
p07,Deep_Sleep_Minutes,fatigue,-0.0798213549603973,0.5514293125940974,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Deep_Sleep_Minutes,mood,-0.0204409844377426,0.8789495925771841,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Deep_Sleep_Minutes,readiness,-0.0858964744722181,0.5214484853226767,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Deep_Sleep_Minutes,sleep_quality,0.0729255454181582,0.5864279828304915,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Deep_Sleep_Minutes,stress,0.0146197258742282,0.9132639258580908,58,t_to_t+1,0.985568661386193,False,False,lagged
p07,Sleep_Restlessness,fatigue,-0.1505191987192572,0.2594019435878705,58,t_to_t+1,0.8681163914397453,False,False,lagged
p07,Sleep_Restlessness,mood,-0.0558842033087528,0.6769252993387072,58,t_to_t+1,0.9740705284594343,False,False,lagged
p07,Sleep_Restlessness,readiness,-0.078011446487001,0.5605178625898434,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Sleep_Restlessness,sleep_quality,-0.026469970242877,0.8436432941946013,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Sleep_Restlessness,stress,0.1167090602591448,0.3829531764960254,58,t_to_t+1,0.9303382253858244,False,False,lagged
p07,Sleep_Composition,fatigue,-0.2155025781682776,0.1042384362228899,58,t_to_t+1,0.7641267356133813,False,False,lagged
p07,Sleep_Composition,mood,0.2395144673036086,0.0701660197853737,58,t_to_t+1,0.7183663930407308,False,False,lagged
p07,Sleep_Composition,readiness,0.0656115973426181,0.6246056839929961,58,t_to_t+1,0.9592158718463868,False,False,lagged
p07,Sleep_Composition,sleep_quality,0.2901297865372788,0.0271593623004595,58,t_to_t+1,0.6125005054959453,True,False,lagged
p07,Sleep_Composition,stress,0.1577974665808993,0.2368019617929588,58,t_to_t+1,0.8529238693978868,False,False,lagged
p07,Sleep_Revitalization,fatigue,0.3571073710264181,0.0059265320605204,58,t_to_t+1,0.3185510982529715,True,False,lagged
p07,Sleep_Revitalization,mood,0.1030743571505919,0.4413255407390062,58,t_to_t+1,0.9425275172830845,False,False,lagged
p07,Sleep_Revitalization,readiness,0.1564818235280157,0.2407835082683516,58,t_to_t+1,0.8529238693978868,False,False,lagged
p07,Sleep_Revitalization,sleep_quality,-0.0528976282981679,0.6933130844846871,58,t_to_t+1,0.9740705284594343,False,False,lagged
p07,Sleep_Revitalization,stress,-0.0634130290294665,0.6362826029447244,58,t_to_t+1,0.967207922248437,False,False,lagged
p07,Sleep_Score,fatigue,0.0761415759706782,0.5699810052520644,58,t_to_t+1,0.9580452904411608,False,False,lagged
p07,Sleep_Score,mood,0.2538726243849115,0.0544822788568914,58,t_to_t+1,0.688693392341825,False,False,lagged
p07,Sleep_Score,readiness,0.0291021085266606,0.8283203972300672,58,t_to_t+1,0.9835127913656734,False,False,lagged
p07,Sleep_Score,sleep_quality,0.0579547808981337,0.6656499077206061,58,t_to_t+1,0.973569592924696,False,False,lagged
p07,Sleep_Score,stress,-0.0673923418176167,0.6152144771514338,58,t_to_t+1,0.9580452904411608,False,False,lagged
p08,Steps,fatigue,0.2279305979463686,0.187873422218738,35,t_to_t+1,0.8119873064823485,False,False,lagged
p08,Steps,mood,0.2660017233029572,0.1224644468041947,35,t_to_t+1,0.7702639636506637,False,False,lagged
p08,Steps,readiness,0.5053848991863724,0.0019565355173128,35,t_to_t+1,0.17558661093604458,True,False,lagged
p08,Steps,sleep_quality,-0.1383634419107044,0.4279732708936523,35,t_to_t+1,0.9419005433891928,False,False,lagged
p08,Steps,stress,0.1752272802878868,0.3140178400848142,35,t_to_t+1,0.9031951253275593,False,False,lagged
p08,Exercise_Count,fatigue,0.1588960400160788,0.3619198753145249,35,t_to_t+1,0.9235937470934463,False,False,lagged
p08,Exercise_Count,mood,0.0867460793200319,0.6202510562069019,35,t_to_t+1,0.9580452904411608,False,False,lagged
p08,Exercise_Count,readiness,0.2693942638203225,0.1175904582981609,35,t_to_t+1,0.7702639636506637,False,False,lagged
p08,Exercise_Count,sleep_quality,-0.0078247610561392,0.9644171164177284,35,t_to_t+1,0.9968734616817866,False,False,lagged
p08,Exercise_Count,stress,0.1092072794763926,0.5323075761283987,35,t_to_t+1,0.9580452904411608,False,False,lagged
p08,Exercise_Duration,fatigue,0.2660951591960011,0.1223282252495314,35,t_to_t+1,0.7702639636506637,False,False,lagged
p08,Exercise_Duration,mood,0.1529199109541134,0.3804839829909909,35,t_to_t+1,0.9302957907665563,False,False,lagged
p08,Exercise_Duration,readiness,0.3583562932740571,0.034528643238851,35,t_to_t+1,0.6266521389463884,True,False,lagged
