Participant,Behavioral_Variable,Wellbeing_Variable,r,p,N,Included,p_FDR,Significant_raw,Significant_FDR,Analysis,Objective_Variable,Wellness_Variable,Time_Lag,Sensitivity_Threshold
p14,Exercise_Avg_HR,sleep_quality,0.0053410796553409,0.9697222027399284,53,Yes,0.9872489304603543,False,False,same_day,,,,
p14,Exercise_Avg_HR,stress,0.0398772814550844,0.776792649382171,53,Yes,0.9169666891946486,False,False,same_day,,,,
p14,Sleep_Hours,fatigue,-0.1037496417775398,0.4733717498863191,50,Yes,0.7662492354274949,False,False,same_day,,,,
p14,Sleep_Hours,mood,,,50,Yes,,False,False,same_day,,,,
p14,Sleep_Hours,readiness,0.2325828306054865,0.1040798035434467,50,Yes,0.36293391957874205,False,False,same_day,,,,
p14,Sleep_Hours,sleep_quality,0.1592860237960293,0.269199911784113,50,Yes,0.5810070038506037,False,False,same_day,,,,
p14,Sleep_Hours,stress,-0.167199207840349,0.2458186553664071,50,Yes,0.5585572631702918,False,False,same_day,,,,
p14,Sleep_Duration_Score,fatigue,-0.0097701730293424,0.9492111258135012,45,Yes,0.9819425439450012,False,False,same_day,,,,
p14,Sleep_Duration_Score,mood,,,45,Yes,,False,False,same_day,,,,
p14,Sleep_Duration_Score,readiness,0.2920831008302428,0.0515461207975865,45,Yes,0.25619496796706515,False,False,same_day,,,,
p14,Sleep_Duration_Score,sleep_quality,0.3025052627017654,0.0434084610951718,45,Yes,0.2232435142037407,True,False,same_day,,,,
p14,Sleep_Duration_Score,stress,0.0239852986391667,0.8757232810908414,45,Yes,0.948515326592071,False,False,same_day,,,,
p14,Deep_Sleep_Minutes,fatigue,-0.0040455880559193,0.97775532528153,50,Yes,0.9872489304603543,False,False,same_day,,,,
p14,Deep_Sleep_Minutes,mood,,,50,Yes,,False,False,same_day,,,,
p14,Deep_Sleep_Minutes,readiness,0.2899173939905242,0.0411251144358377,50,Yes,0.21772119407208193,True,False,same_day,,,,
p14,Deep_Sleep_Minutes,sleep_quality,0.076231665801374,0.598768621135409,50,Yes,0.8326037553379021,False,False,same_day,,,,
p14,Deep_Sleep_Minutes,stress,-0.1422772214332821,0.3243138326317341,50,Yes,0.6417601596043454,False,False,same_day,,,,
p14,Sleep_Restlessness,fatigue,-0.1721104887044726,0.2582554653343351,45,Yes,0.5724874847312846,False,False,same_day,,,,
p14,Sleep_Restlessness,mood,,,45,Yes,,False,False,same_day,,,,
p14,Sleep_Restlessness,readiness,-0.0894231689580067,0.5591121703219004,45,Yes,0.8149362980264565,False,False,same_day,,,,
p14,Sleep_Restlessness,sleep_quality,-0.308364978075552,0.0393139033599297,45,Yes,0.21527526452770124,True,False,same_day,,,,
p14,Sleep_Restlessness,stress,0.1159962253604281,0.4479742613298156,45,Yes,0.7457453556882858,False,False,same_day,,,,
p14,Sleep_Composition,fatigue,0.2353932583293761,0.119566867950152,45,Yes,0.37931558518977915,False,False,same_day,,,,
p14,Sleep_Composition,mood,,,45,Yes,,False,False,same_day,,,,
p14,Sleep_Composition,readiness,0.1254317890866298,0.4116496814532695,45,Yes,0.713843378242664,False,False,same_day,,,,
p14,Sleep_Composition,sleep_quality,0.4528796246750062,0.0017851769063696,45,Yes,0.041196390146990766,True,True,same_day,,,,
p14,Sleep_Composition,stress,-0.2264019007131053,0.1347819942100887,45,Yes,0.40434598263026617,False,False,same_day,,,,
p14,Sleep_Revitalization,fatigue,0.1565083341652941,0.3045665189548949,45,Yes,0.6255556250199922,False,False,same_day,,,,
p14,Sleep_Revitalization,mood,,,45,Yes,,False,False,same_day,,,,
p14,Sleep_Revitalization,readiness,0.3710725007806404,0.0120904621464526,45,Yes,0.11217954568873546,True,False,same_day,,,,
p14,Sleep_Revitalization,sleep_quality,0.0953378002367978,0.5333041983198188,45,Yes,0.8093992891869088,False,False,same_day,,,,
p14,Sleep_Revitalization,stress,0.1137996100694306,0.4566755862410821,45,Yes,0.7483556414269482,False,False,same_day,,,,
p14,Sleep_Score,fatigue,0.0964047424384082,0.5287113614021612,45,Yes,0.8037841642938262,False,False,same_day,,,,
p14,Sleep_Score,mood,,,45,Yes,,False,False,same_day,,,,
p14,Sleep_Score,readiness,0.3699762864953981,0.0123667086041371,45,Yes,0.11357181371146317,True,False,same_day,,,,
p14,Sleep_Score,sleep_quality,0.3675890754723293,0.0129869923016916,45,Yes,0.11590636392742806,True,False,same_day,,,,
p14,Sleep_Score,stress,0.0014734253348862,0.9923357221767546,45,Yes,0.994567058529284,False,False,same_day,,,,
p15,Steps,fatigue,0.0619985188129562,0.6788786649472421,47,Yes,0.8851117634390222,False,False,same_day,,,,
p15,Steps,mood,0.3654281365031502,0.011543024385972,47,Yes,0.1103655535327582,True,False,same_day,,,,
p15,Steps,readiness,0.0874138249520511,0.559044023182192,47,Yes,0.8149362980264565,False,False,same_day,,,,
p15,Steps,sleep_quality,0.2434713492033478,0.099120987767323,47,Yes,0.35292358525868295,False,False,same_day,,,,
p15,Steps,stress,0.1669397289801764,0.2620515391711476,47,Yes,0.5763031736802231,False,False,same_day,,,,
p15,Exercise_Count,fatigue,-0.0609510866600011,0.6840179761022859,47,Yes,0.8870550122363938,False,False,same_day,,,,
p15,Exercise_Count,mood,0.1036999347665571,0.4878948869272427,47,Yes,0.774482853775477,False,False,same_day,,,,
p15,Exercise_Count,readiness,-0.0495732758671048,0.7407130266754168,47,Yes,0.9076296729271508,False,False,same_day,,,,
p15,Exercise_Count,sleep_quality,-0.1493212669683258,0.3164596139269923,47,Yes,0.6353787545729733,False,False,same_day,,,,
p15,Exercise_Count,stress,0.0591840956611467,0.6927198930690669,47,Yes,0.8919140254108158,False,False,same_day,,,,
p15,Exercise_Duration,fatigue,0.1460813978852699,0.3271922268359258,47,Yes,0.6417601596043454,False,False,same_day,,,,
p15,Exercise_Duration,mood,0.3324889753326744,0.0224043146286019,47,Yes,0.15699555809707882,True,False,same_day,,,,
p15,Exercise_Duration,readiness,0.2470170455990685,0.0941474726591995,47,Yes,0.34297386329733204,False,False,same_day,,,,
p15,Exercise_Duration,sleep_quality,0.1023690373698268,0.4935263540324294,47,Yes,0.7806216496119269,False,False,same_day,,,,
p15,Exercise_Duration,stress,0.1244162919390817,0.4047141258490914,47,Yes,0.7061915686291115,False,False,same_day,,,,
p15,Exercise_Distance,fatigue,0.0507542583786721,0.7347584601162734,47,Yes,0.9076296729271508,False,False,same_day,,,,
p15,Exercise_Distance,mood,0.0079908424575628,0.9574864246609484,47,Yes,0.9842856743500745,False,False,same_day,,,,
p15,Exercise_Distance,readiness,0.2092702368548072,0.1580269629422794,47,Yes,0.438588962600858,False,False,same_day,,,,
p15,Exercise_Distance,sleep_quality,-0.0467960463384918,0.7547746622830154,47,Yes,0.9096883708842638,False,False,same_day,,,,
p15,Exercise_Distance,stress,-0.0284697907539381,0.8493390975469357,47,Yes,0.9335252300162542,False,False,same_day,,,,
p15,Exercise_Calories,fatigue,0.2218594711951778,0.1339296606132991,47,Yes,0.4031327576988937,False,False,same_day,,,,
p15,Exercise_Calories,mood,0.3228588829387927,0.0268661813325161,47,Yes,0.17027264183585603,True,False,same_day,,,,
p15,Exercise_Calories,readiness,0.2587918234304468,0.0790077722520776,47,Yes,0.3143883486718899,False,False,same_day,,,,
p15,Exercise_Calories,sleep_quality,0.0788529671363423,0.5982953356643266,47,Yes,0.8326037553379021,False,False,same_day,,,,
p15,Exercise_Calories,stress,0.1597116849165229,0.2835645581706336,47,Yes,0.6018905057372604,False,False,same_day,,,,
p15,Exercise_Avg_HR,fatigue,0.2124823171670913,0.1611169094192915,45,Yes,0.44344103509896743,False,False,same_day,,,,
p15,Exercise_Avg_HR,mood,-0.0363006155404775,0.8128605043803924,45,Yes,0.9286917721652733,False,False,same_day,,,,
p15,Exercise_Avg_HR,readiness,0.2911333210446202,0.0523451503946485,45,Yes,0.25619496796706515,False,False,same_day,,,,
p15,Exercise_Avg_HR,sleep_quality,-0.1764362471757594,0.246298311731708,45,Yes,0.5585572631702918,False,False,same_day,,,,
p15,Exercise_Avg_HR,stress,0.0614502435518375,0.6884200129117238,45,Yes,0.8914791534108654,False,False,same_day,,,,
p15,Sleep_Hours,fatigue,0.1665147341994865,0.2632854468024554,47,Yes,0.5763031736802231,False,False,same_day,,,,
p15,Sleep_Hours,mood,0.3687153155366313,0.010763833064411,47,Yes,0.10763833064410999,True,False,same_day,,,,
p15,Sleep_Hours,readiness,0.0624204047696915,0.6768126998220199,47,Yes,0.8851117634390222,False,False,same_day,,,,
p15,Sleep_Hours,sleep_quality,0.1971325032555758,0.1841264015493466,47,Yes,0.48313049969216304,False,False,same_day,,,,
p15,Sleep_Hours,stress,0.0260624466512398,0.8619493339424994,47,Yes,0.9380343416544734,False,False,same_day,,,,
p15,Sleep_Duration_Score,fatigue,0.0006679257803369,0.9964448282385744,47,Yes,0.9975532207060255,False,False,same_day,,,,
p15,Sleep_Duration_Score,mood,0.136839613214948,0.3590440048588607,47,Yes,0.6690260960102995,False,False,same_day,,,,
p15,Sleep_Duration_Score,readiness,0.0365207649477055,0.8074530862446315,47,Yes,0.9264233603453292,False,False,same_day,,,,
p15,Sleep_Duration_Score,sleep_quality,0.1929572282823629,0.1937797758345907,47,Yes,0.49739313909827915,False,False,same_day,,,,
p15,Sleep_Duration_Score,stress,-0.0739566670663294,0.6212737111875165,47,Yes,0.846232220608428,False,False,same_day,,,,
p15,Deep_Sleep_Minutes,fatigue,0.2168458106596053,0.1431739049963687,47,Yes,0.4173011435600869,False,False,same_day,,,,
p15,Deep_Sleep_Minutes,mood,0.2590000191214014,0.078758433535428,47,Yes,0.3143883486718899,False,False,same_day,,,,
p15,Deep_Sleep_Minutes,readiness,0.1056983990092092,0.4795020600987041,47,Yes,0.7709267178224007,False,False,same_day,,,,
p15,Deep_Sleep_Minutes,sleep_quality,0.3699798936409096,0.0104763461548229,47,Yes,0.10594057909371472,True,False,same_day,,,,
p15,Deep_Sleep_Minutes,stress,0.1897601340027477,0.2014104122876771,47,Yes,0.5056106690510906,False,False,same_day,,,,
p15,Sleep_Restlessness,fatigue,0.1736597006506343,0.2430537258292395,47,Yes,0.5566115858684875,False,False,same_day,,,,
p15,Sleep_Restlessness,mood,-0.0662709730761891,0.6580666938242044,47,Yes,0.8732061831317786,False,False,same_day,,,,
p15,Sleep_Restlessness,readiness,-0.2847339861703951,0.0523994566837571,47,Yes,0.25619496796706515,False,False,same_day,,,,
p15,Sleep_Restlessness,sleep_quality,-0.3136544398604856,0.0318007097311596,47,Yes,0.19208482387948753,True,False,same_day,,,,
p15,Sleep_Restlessness,stress,0.0129025107403587,0.9314053764623514,47,Yes,0.973136155762784,False,False,same_day,,,,
p15,Sleep_Composition,fatigue,0.1282624582222955,0.3902291911028213,47,Yes,0.6935419635948039,False,False,same_day,,,,
p15,Sleep_Composition,mood,0.0054667807391917,0.9709080779700132,47,Yes,0.9872489304603543,False,False,same_day,,,,
p15,Sleep_Composition,readiness,0.0554509457343844,0.7112327469831773,47,Yes,0.9028342345343576,False,False,same_day,,,,
p15,Sleep_Composition,sleep_quality,0.4167588940950786,0.0035673365742119,47,Yes,0.0629529983684453,True,False,same_day,,,,
p15,Sleep_Composition,stress,0.1063884861327182,0.4766217291763896,47,Yes,0.7687447244780478,False,False,same_day,,,,
p15,Sleep_Revitalization,fatigue,0.164736167949747,0.2684912256374818,47,Yes,0.5808704400810905,False,False,same_day,,,,
p15,Sleep_Revitalization,mood,0.029982785025948,0.8414324896554032,47,Yes,0.9335252300162542,False,False,same_day,,,,
p15,Sleep_Revitalization,readiness,0.2673780659896921,0.0692277938268253,47,Yes,0.29518325199432127,False,False,same_day,,,,
p15,Sleep_Revitalization,sleep_quality,0.2005875949383087,0.1764022130098771,47,Yes,0.46832445931825784,False,False,same_day,,,,
p15,Sleep_Revitalization,stress,-0.1301469259990711,0.3832447791069946,47,Yes,0.6909644124551978,False,False,same_day,,,,
p15,Sleep_Score,fatigue,0.1036929870230296,0.4879241978785505,47,Yes,0.774482853775477,False,False,same_day,,,,
p15,Sleep_Score,mood,0.0984032302738023,0.5105042952684085,47,Yes,0.7935299926451945,False,False,same_day,,,,
p15,Sleep_Score,readiness,0.1437330058726665,0.3351126768584523,47,Yes,0.6504135667528511,False,False,same_day,,,,
p15,Sleep_Score,sleep_quality,0.3251983616580994,0.025719287719051,47,Yes,0.17027264183585603,True,False,same_day,,,,
p15,Sleep_Score,stress,-0.0641918170622963,0.6681639107233411,47,Yes,0.8791630404254489,False,False,same_day,,,,
p16,Steps,fatigue,-0.1046900176972379,0.5147842313542764,41,Yes,0.7974282413405315,False,False,same_day,,,,
p16,Steps,mood,-0.040317424400391,0.8023742574580071,41,Yes,0.9264233603453292,False,False,same_day,,,,
p16,Steps,readiness,-0.2442236729448842,0.1238431439663865,41,Yes,0.38700982489495783,False,False,same_day,,,,
p16,Steps,sleep_quality,-0.2646403075139004,0.0945083534419315,41,Yes,0.34297386329733204,False,False,same_day,,,,
p16,Steps,stress,-0.0661923014521714,0.6809393184366871,41,Yes,0.8856147205101422,False,False,same_day,,,,
p16,Exercise_Count,fatigue,-0.0664925823999464,0.6795691428181826,41,Yes,0.8851117634390222,False,False,same_day,,,,
p16,Exercise_Count,mood,0.053295447813842,0.7406904118680762,41,Yes,0.9076296729271508,False,False,same_day,,,,
p16,Exercise_Count,readiness,-0.1405403624584718,0.3807968055849689,41,Yes,0.6909619456178872,False,False,same_day,,,,
p16,Exercise_Count,sleep_quality,-0.1989720627480862,0.2123397399772431,41,Yes,0.5165020702149157,False,False,same_day,,,,
p16,Exercise_Count,stress,-0.0457552175595111,0.7763607885285024,41,Yes,0.9169666891946486,False,False,same_day,,,,
p16,Exercise_Duration,fatigue,-0.1069257003501869,0.5057966780779279,41,Yes,0.7895137995277778,False,False,same_day,,,,
p16,Exercise_Duration,mood,0.0161426294882808,0.9202068666552468,41,Yes,0.968638807005523,False,False,same_day,,,,
p16,Exercise_Duration,readiness,-0.2053513816080057,0.1977443523077382,41,Yes,0.501323710075956,False,False,same_day,,,,
p16,Exercise_Duration,sleep_quality,-0.225461221777465,0.1563850470437054,41,Yes,0.43710106316563624,False,False,same_day,,,,
p16,Exercise_Duration,stress,-0.0200857505725244,0.9008032885264448,41,Yes,0.9583013707728136,False,False,same_day,,,,
p16,Exercise_Distance,fatigue,,,0,No,,False,False,same_day,,,,
p16,Exercise_Distance,mood,,,0,No,,False,False,same_day,,,,
p16,Exercise_Distance,readiness,,,0,No,,False,False,same_day,,,,
p16,Exercise_Distance,sleep_quality,,,0,No,,False,False,same_day,,,,
p16,Exercise_Distance,stress,,,0,No,,False,False,same_day,,,,
p16,Exercise_Calories,fatigue,-0.1173824919275808,0.4648382314137518,41,Yes,0.7565179173099035,False,False,same_day,,,,
p16,Exercise_Calories,mood,0.0130786910245895,0.9353162667651992,41,Yes,0.973136155762784,False,False,same_day,,,,
p16,Exercise_Calories,readiness,-0.21592775760939,0.1751269050719416,41,Yes,0.46769796606749975,False,False,same_day,,,,
p16,Exercise_Calories,sleep_quality,-0.2267680112130523,0.153934640638489,41,Yes,0.437038411907382,False,False,same_day,,,,
p16,Exercise_Calories,stress,-0.0136400955991656,0.9325459437816174,41,Yes,0.973136155762784,False,False,same_day,,,,
p16,Exercise_Avg_HR,fatigue,,,4,No,,False,False,same_day,,,,
p16,Exercise_Avg_HR,mood,,,4,No,,False,False,same_day,,,,
p16,Exercise_Avg_HR,readiness,,,4,No,,False,False,same_day,,,,
p16,Exercise_Avg_HR,sleep_quality,,,4,No,,False,False,same_day,,,,
p16,Exercise_Avg_HR,stress,,,4,No,,False,False,same_day,,,,
p16,Sleep_Hours,fatigue,0.431236265072504,0.0054668947197491,40,Yes,0.07935814915764822,True,False,same_day,,,,
p16,Sleep_Hours,mood,0.3311627790828038,0.0368568545405231,40,Yes,0.20969032149021657,True,False,same_day,,,,
p16,Sleep_Hours,readiness,-0.0374949575948541,0.8183249490633088,40,Yes,0.9286917721652733,False,False,same_day,,,,
p16,Sleep_Hours,sleep_quality,0.27474162007061,0.0862151590431974,40,Yes,0.33061854391037576,False,False,same_day,,,,
p16,Sleep_Hours,stress,0.3347264859982316,0.0347557919862468,40,Yes,0.203210870506065,True,False,same_day,,,,
p16,Sleep_Duration_Score,fatigue,0.6238450998596137,1.7011490695630765e-05,40,Yes,0.0019373755909098253,True,True,same_day,,,,
p16,Sleep_Duration_Score,mood,0.3781074976316272,0.0161461578427224,40,Yes,0.1309147933193708,True,False,same_day,,,,
p16,Sleep_Duration_Score,readiness,0.3346989567487924,0.0347716378421489,40,Yes,0.203210870506065,True,False,same_day,,,,
p16,Sleep_Duration_Score,sleep_quality,0.397605678318447,0.011064680632306,40,Yes,0.10824144096821085,True,False,same_day,,,,
p16,Sleep_Duration_Score,stress,0.3639002815376561,0.0209825114193465,40,Yes,0.15229242159203105,True,False,same_day,,,,
p16,Deep_Sleep_Minutes,fatigue,0.4822018053513605,0.001627979983644,40,Yes,0.03946101177680526,True,True,same_day,,,,
p16,Deep_Sleep_Minutes,mood,0.3886510730360919,0.0131973670050602,40,Yes,0.11590636392742806,True,False,same_day,,,,
p16,Deep_Sleep_Minutes,readiness,0.0347332613544579,0.8315058148976535,40,Yes,0.9335252300162542,False,False,same_day,,,,
p16,Deep_Sleep_Minutes,sleep_quality,0.3043292956372648,0.0562263778932993,40,Yes,0.2598694877925646,False,False,same_day,,,,
p16,Deep_Sleep_Minutes,stress,0.3851193922125122,0.0141295163006508,40,Yes,0.12227466029409347,True,False,same_day,,,,
p16,Sleep_Restlessness,fatigue,-0.0788910434162898,0.6284679034357282,40,Yes,0.8510822258519329,False,False,same_day,,,,
p16,Sleep_Restlessness,mood,-0.1093078929055877,0.5019541485091282,40,Yes,0.785667362883853,False,False,same_day,,,,
p16,Sleep_Restlessness,readiness,-0.4509490616670466,0.0034964869295466,40,Yes,0.0629367647318388,True,False,same_day,,,,
p16,Sleep_Restlessness,sleep_quality,-0.3531845696410289,0.0253848264814363,40,Yes,0.17027264183585603,True,False,same_day,,,,
p16,Sleep_Restlessness,stress,-0.1229405111547304,0.4497918890151643,40,Yes,0.7468869005786861,False,False,same_day,,,,
p16,Sleep_Composition,fatigue,0.2753707440781057,0.0854691950938749,40,Yes,0.33061854391037576,False,False,same_day,,,,
p16,Sleep_Composition,mood,0.3249932998299896,0.0407390143275997,40,Yes,0.21695333073869666,True,False,same_day,,,,
p16,Sleep_Composition,readiness,0.0372952326795946,0.819276578569714,40,Yes,0.9286917721652733,False,False,same_day,,,,
p16,Sleep_Composition,sleep_quality,0.360004414854479,0.0225026966605813,40,Yes,0.15699555809707882,True,False,same_day,,,,
p16,Sleep_Composition,stress,0.2095898421808429,0.1942869452525966,40,Yes,0.49739313909827915,False,False,same_day,,,,
p16,Sleep_Revitalization,fatigue,0.0194019369920597,0.9054111486355668,40,Yes,0.9583330534412764,False,False,same_day,,,,
p16,Sleep_Revitalization,mood,0.0754902565441871,0.6433900215256492,40,Yes,0.8611802085822964,False,False,same_day,,,,
p16,Sleep_Revitalization,readiness,0.2369593480332034,0.1409669636139627,40,Yes,0.41460871651165493,False,False,same_day,,,,
p16,Sleep_Revitalization,sleep_quality,0.2845098501198185,0.075188126294154,40,Yes,0.30758778938517545,False,False,same_day,,,,
p16,Sleep_Revitalization,stress,0.0120044991690509,0.9413937900690948,40,Yes,0.974976307321272,False,False,same_day,,,,
p16,Sleep_Score,fatigue,0.5297108326553196,0.0004397036364015,40,Yes,0.015220510490821156,True,True,same_day,,,,
p16,Sleep_Score,mood,0.3957816910396782,0.0114734828936755,40,Yes,0.1103655535327582,True,False,same_day,,,,
p16,Sleep_Score,readiness,0.3214797354160233,0.0430945443608295,40,Yes,0.2232435142037407,True,False,same_day,,,,
p16,Sleep_Score,sleep_quality,0.4901086476725556,0.0013262518509274,40,Yes,0.033156296273185,True,True,same_day,,,,
p16,Sleep_Score,stress,0.3258440336719729,0.0401847160451709,40,Yes,0.21527526452770124,True,False,same_day,,,,
p01,,,-0.2543089563648793,0.0425759936421139,64,,0.6521472501511212,True,False,lagged,Steps,fatigue,t_to_t+1,
p01,,,0.1204647175068693,0.3430365343044643,64,,0.917607070132456,False,False,lagged,Steps,mood,t_to_t+1,
p01,,,-0.5513998405216314,2.3346905726246063e-06,64,,0.0011312858244706726,True,True,lagged,Steps,readiness,t_to_t+1,
p01,,,-0.0321329629611375,0.8009929465915332,64,,0.9835127913656734,False,False,lagged,Steps,sleep_quality,t_to_t+1,
p01,,,0.2719181170118933,0.0297346918835855,64,,0.6125005054959453,True,False,lagged,Steps,stress,t_to_t+1,
p01,,,-0.2717533927965999,0.029837719525735,64,,0.6125005054959453,True,False,lagged,Exercise_Count,fatigue,t_to_t+1,
p01,,,-0.1043281061914602,0.4119782504078866,64,,0.9396469143985654,False,False,lagged,Exercise_Count,mood,t_to_t+1,
p01,,,-0.3668805693039848,0.0028643653871625,64,,0.20189194170974228,True,False,lagged,Exercise_Count,readiness,t_to_t+1,
p01,,,-0.3620300534999658,0.0032866130045772,64,,0.20189194170974228,True,False,lagged,Exercise_Count,sleep_quality,t_to_t+1,
p01,,,0.1254728665219542,0.3231965627325307,64,,0.917607070132456,False,False,lagged,Exercise_Count,stress,t_to_t+1,
p01,,,-0.3007488716975663,0.015745404082139,64,,0.5416419004255817,True,False,lagged,Exercise_Duration,fatigue,t_to_t+1,
p01,,,-0.0325143051862137,0.7986804575985524,64,,0.9835127913656734,False,False,lagged,Exercise_Duration,mood,t_to_t+1,
p01,,,-0.454128343410481,0.0001637582475985,64,,0.035208023233677506,True,True,lagged,Exercise_Duration,readiness,t_to_t+1,
p01,,,-0.2186821775407557,0.082553702463832,64,,0.7555616837580037,False,False,lagged,Exercise_Duration,sleep_quality,t_to_t+1,
p01,,,0.1414717109845416,0.2648132282029394,64,,0.874417730505937,False,False,lagged,Exercise_Duration,stress,t_to_t+1,
p01,,,-0.4106915706816197,0.0007494526791325,64,,0.10742155067565833,True,False,lagged,Exercise_Distance,fatigue,t_to_t+1,
p01,,,0.0,1.0000000000000002,64,,,False,False,lagged,Exercise_Distance,mood,t_to_t+1,
p01,,,-0.4909814883675654,3.802201284720302e-05,64,,0.010899643682864866,True,True,lagged,Exercise_Distance,readiness,t_to_t+1,
p01,,,-0.1394651803677953,0.2717185558110293,64,,0.8782984864491115,False,False,lagged,Exercise_Distance,sleep_quality,t_to_t+1,
p01,,,0.1494698215616293,0.2384670123897639,64,,0.8529238693978868,False,False,lagged,Exercise_Distance,stress,t_to_t+1,
p01,,,-0.3628886932275212,0.0032080630899476,64,,0.20189194170974228,True,False,lagged,Exercise_Calories,fatigue,t_to_t+1,
p01,,,-0.0320699702628639,0.8013751035849528,64,,0.9835127913656734,False,False,lagged,Exercise_Calories,mood,t_to_t+1,
p01,,,-0.5490383961731159,2.6308972662108664e-06,64,,0.0011312858244706726,True,True,lagged,Exercise_Calories,readiness,t_to_t+1,
p01,,,-0.2594574415340738,0.0384195706706991,64,,0.6266521389463884,True,False,lagged,Exercise_Calories,sleep_quality,t_to_t+1,
p01,,,0.1765933930388674,0.1627443518146673,64,,0.7895436187205949,False,False,lagged,Exercise_Calories,stress,t_to_t+1,
p01,,,-0.3607571413845357,0.0137777779265809,46,,0.4937037090358156,True,False,lagged,Exercise_Avg_HR,fatigue,t_to_t+1,
p01,,,0.0177317281009663,0.9068902832011384,46,,0.9835127913656734,False,False,lagged,Exercise_Avg_HR,mood,t_to_t+1,
p01,,,-0.426294836985842,0.003136018192656,46,,0.20189194170974228,True,False,lagged,Exercise_Avg_HR,readiness,t_to_t+1,
p01,,,-0.0606829167524494,0.688704004858013,46,,0.9740705284594343,False,False,lagged,Exercise_Avg_HR,sleep_quality,t_to_t+1,
p01,,,0.2256996993940413,0.13150887982415,46,,0.784489841838574,False,False,lagged,Exercise_Avg_HR,stress,t_to_t+1,
p01,,,0.2147482721811997,0.0883680406638507,64,,0.7555616837580037,False,False,lagged,Sleep_Hours,fatigue,t_to_t+1,
p01,,,-0.0016536414690104,0.9896530041798808,64,,0.9989313140462192,False,False,lagged,Sleep_Hours,mood,t_to_t+1,
p01,,,0.088974876162895,0.4844529548783912,64,,0.9542543266297336,False,False,lagged,Sleep_Hours,readiness,t_to_t+1,
p01,,,-0.0637966006111664,0.6164946807393301,64,,0.9580452904411608,False,False,lagged,Sleep_Hours,sleep_quality,t_to_t+1,
p01,,,-0.0410280883143149,0.7475350922552695,64,,0.9812191855948904,False,False,lagged,Sleep_Hours,stress,t_to_t+1,
p01,,,0.0661968160727368,0.6032673428973278,64,,0.9580452904411608,False,False,lagged,Sleep_Duration_Score,fatigue,t_to_t+1,
p01,,,0.0,1.0000000000000002,64,,,False,False,lagged,Sleep_Duration_Score,mood,t_to_t+1,
p01,,,0.1049664700598684,0.4091075593625926,64,,0.9396469143985654,False,False,lagged,Sleep_Duration_Score,readiness,t_to_t+1,
p01,,,-0.275476283295467,0.027581001179395,64,,0.6125005054959453,True,False,lagged,Sleep_Duration_Score,sleep_quality,t_to_t+1,
p01,,,-0.0729040349147871,0.5669833376005106,64,,0.9580452904411608,False,False,lagged,Sleep_Duration_Score,stress,t_to_t+1,
p01,,,0.1104505680159486,0.384928092406842,64,,0.9325018576616454,False,False,lagged,Deep_Sleep_Minutes,fatigue,t_to_t+1,
p01,,,-0.0677579073621706,0.594731769092923,64,,0.9580452904411608,False,False,lagged,Deep_Sleep_Minutes,mood,t_to_t+1,
p01,,,0.109124273148628,0.3906961562623508,64,,0.9385438390659825,False,False,lagged,Deep_Sleep_Minutes,readiness,t_to_t+1,
p01,,,-0.2065433055169115,0.1015282212158827,64,,0.7641267356133813,False,False,lagged,Deep_Sleep_Minutes,sleep_quality,t_to_t+1,
p01,,,-0.0494981040874019,0.6977063320128041,64,,0.9740705284594343,False,False,lagged,Deep_Sleep_Minutes,stress,t_to_t+1,
p01,,,0.0802374764424809,0.5285206115430922,64,,0.9580452904411608,False,False,lagged,Sleep_Restlessness,fatigue,t_to_t+1,
p01,,,0.1501835382022404,0.236207022951631,64,,0.8529238693978868,False,False,lagged,Sleep_Restlessness,mood,t_to_t+1,
p01,,,0.0237325494668989,0.8523313889763533,64,,0.9835127913656734,False,False,lagged,Sleep_Restlessness,readiness,t_to_t+1,
p01,,,0.2084528775633766,0.0983371933630611,64,,0.7641267356133813,False,False,lagged,Sleep_Restlessness,sleep_quality,t_to_t+1,
p01,,,0.0844423767027072,0.5070673023097705,64,,0.9580452904411608,False,False,lagged,Sleep_Restlessness,stress,t_to_t+1,
p01,,,-0.0714766880924105,0.5746188136419211,64,,0.9580452904411608,False,False,lagged,Sleep_Composition,fatigue,t_to_t+1,
p01,,,-0.1772759871297354,0.1610994210567628,64,,0.7895436187205949,False,False,lagged,Sleep_Composition,mood,t_to_t+1,
p01,,,0.0502669975923929,0.6932416473293573,64,,0.9740705284594343,False,False,lagged,Sleep_Composition,readiness,t_to_t+1,
p01,,,-0.2605414272696297,0.0375887930244315,64,,0.6266521389463884,True,False,lagged,Sleep_Composition,sleep_quality,t_to_t+1,
p01,,,-0.1610886016372498,0.2035035422110432,64,,0.845473653630421,False,False,lagged,Sleep_Composition,stress,t_to_t+1,
p01,,,0.0637707833485364,0.6166376296628328,64,,0.9580452904411608,False,False,lagged,Sleep_Revitalization,fatigue,t_to_t+1,
p01,,,-0.1532330878372037,0.2267172534001993,64,,0.8529238693978868,False,False,lagged,Sleep_Revitalization,mood,t_to_t+1,
p01,,,0.0751848131588023,0.5548819303860213,64,,0.9580452904411608,False,False,lagged,Sleep_Revitalization,readiness,t_to_t+1,
p01,,,0.046917859614028,0.7127628660581109,64,,0.9754287609879244,False,False,lagged,Sleep_Revitalization,sleep_quality,t_to_t+1,
