participant,variable,date,status,missing_streak_days,message
p05,Exercise_Calories,2019-12-24,Available,0.0,
p05,Exercise_Avg_HR,2019-12-24,Available,1.0,
p05,Sleep_Hours,2019-12-24,Available,1.0,
p05,Sleep_Duration_Score,2019-12-24,Available,1.0,
p05,Deep_Sleep_Minutes,2019-12-24,Available,1.0,
p05,Sleep_Restlessness,2019-12-24,Available,1.0,
p05,Sleep_Composition,2019-12-24,Available,1.0,
p05,Sleep_Revitalization,2019-12-24,Available,1.0,
p05,Sleep_Score,2019-12-24,Available,1.0,
p05,Steps,2019-12-25,Available,0.0,
p05,Exercise_Count,2019-12-25,Available,0.0,
p05,Exercise_Duration,2019-12-25,Available,0.0,
p05,Exercise_Distance,2019-12-25,Available,0.0,
p05,Exercise_Calories,2019-12-25,Available,0.0,
p05,Exercise_Avg_HR,2019-12-25,Available,1.0,
p05,Sleep_Hours,2019-12-25,Available,1.0,
p05,Sleep_Duration_Score,2019-12-25,Available,1.0,
p05,Deep_Sleep_Minutes,2019-12-25,Available,1.0,
p05,Sleep_Restlessness,2019-12-25,Available,1.0,
p05,Sleep_Composition,2019-12-25,Available,1.0,
p05,Sleep_Revitalization,2019-12-25,Available,1.0,
p05,Sleep_Score,2019-12-25,Available,1.0,
p05,Steps,2019-12-26,Available,0.0,
p05,Exercise_Count,2019-12-26,Available,0.0,
p05,Exercise_Duration,2019-12-26,Available,0.0,
p05,Exercise_Distance,2019-12-26,Available,0.0,
p05,Exercise_Calories,2019-12-26,Available,0.0,
p05,Exercise_Avg_HR,2019-12-26,Available,1.0,
p05,Sleep_Hours,2019-12-26,Available,1.0,
p05,Sleep_Duration_Score,2019-12-26,Available,1.0,
p05,Deep_Sleep_Minutes,2019-12-26,Available,1.0,
p05,Sleep_Restlessness,2019-12-26,Available,1.0,
p05,Sleep_Composition,2019-12-26,Available,1.0,
p05,Sleep_Revitalization,2019-12-26,Available,1.0,
p05,Sleep_Score,2019-12-26,Available,1.0,
p05,Steps,2019-12-27,Available,0.0,
p05,Exercise_Count,2019-12-27,Available,0.0,
p05,Exercise_Duration,2019-12-27,Available,0.0,
p05,Exercise_Distance,2019-12-27,Available,0.0,
p05,Exercise_Calories,2019-12-27,Available,0.0,
p05,Exercise_Avg_HR,2019-12-27,Available,2.0,
p05,Sleep_Hours,2019-12-27,Available,1.0,
p05,Sleep_Duration_Score,2019-12-27,Available,1.0,
p05,Deep_Sleep_Minutes,2019-12-27,Available,1.0,
p05,Sleep_Restlessness,2019-12-27,Available,1.0,
p05,Sleep_Composition,2019-12-27,Available,1.0,
p05,Sleep_Revitalization,2019-12-27,Available,1.0,
p05,Sleep_Score,2019-12-27,Available,1.0,
p05,Steps,2019-12-28,Available,0.0,
p05,Exercise_Count,2019-12-28,Available,0.0,
p05,Exercise_Duration,2019-12-28,Available,0.0,
p05,Exercise_Distance,2019-12-28,Available,0.0,
p05,Exercise_Calories,2019-12-28,Available,0.0,
p05,Exercise_Avg_HR,2019-12-28,Available,3.0,
p05,Sleep_Hours,2019-12-28,Available,1.0,
p05,Sleep_Duration_Score,2019-12-28,Available,1.0,
p05,Deep_Sleep_Minutes,2019-12-28,Available,1.0,
p05,Sleep_Restlessness,2019-12-28,Available,1.0,
p05,Sleep_Composition,2019-12-28,Available,1.0,
p05,Sleep_Revitalization,2019-12-28,Available,1.0,
p05,Sleep_Score,2019-12-28,Available,1.0,
p05,Steps,2019-12-29,Available,0.0,
p05,Exercise_Count,2019-12-29,Available,0.0,
p05,Exercise_Duration,2019-12-29,Available,0.0,
p05,Exercise_Distance,2019-12-29,Available,0.0,
p05,Exercise_Calories,2019-12-29,Available,0.0,
p05,Exercise_Avg_HR,2019-12-29,Available,4.0,
p05,Sleep_Hours,2019-12-29,Available,0.0,
p05,Sleep_Duration_Score,2019-12-29,Available,0.0,
p05,Deep_Sleep_Minutes,2019-12-29,Available,0.0,
p05,Sleep_Restlessness,2019-12-29,Available,0.0,
p05,Sleep_Composition,2019-12-29,Available,0.0,
p05,Sleep_Revitalization,2019-12-29,Available,0.0,
p05,Sleep_Score,2019-12-29,Available,0.0,
p05,Steps,2019-12-30,Available,0.0,
p05,Exercise_Count,2019-12-30,Available,0.0,
p05,Exercise_Duration,2019-12-30,Available,0.0,
p05,Exercise_Distance,2019-12-30,Available,0.0,
p05,Exercise_Calories,2019-12-30,Available,0.0,
p05,Exercise_Avg_HR,2019-12-30,Available,5.0,
p05,Sleep_Hours,2019-12-30,Available,0.0,
p05,Sleep_Duration_Score,2019-12-30,Available,0.0,
p05,Deep_Sleep_Minutes,2019-12-30,Available,0.0,
p05,Sleep_Restlessness,2019-12-30,Available,0.0,
p05,Sleep_Composition,2019-12-30,Available,0.0,
p05,Sleep_Revitalization,2019-12-30,Available,0.0,
p05,Sleep_Score,2019-12-30,Available,0.0,
p05,Steps,2019-12-31,Available,0.0,
p05,Exercise_Count,2019-12-31,Available,0.0,
p05,Exercise_Duration,2019-12-31,Available,0.0,
p05,Exercise_Distance,2019-12-31,Available,0.0,
p05,Exercise_Calories,2019-12-31,Available,0.0,
p05,Exercise_Avg_HR,2019-12-31,Available,5.0,
p05,Sleep_Hours,2019-12-31,Available,0.0,
p05,Sleep_Duration_Score,2019-12-31,Available,0.0,
p05,Deep_Sleep_Minutes,2019-12-31,Available,0.0,
p05,Sleep_Restlessness,2019-12-31,Available,0.0,
p05,Sleep_Composition,2019-12-31,Available,0.0,
p05,Sleep_Revitalization,2019-12-31,Available,0.0,
p05,Sleep_Score,2019-12-31,Available,0.0,
p05,Steps,2020-01-01,Available,0.0,
p05,Exercise_Count,2020-01-01,Available,0.0,
p05,Exercise_Duration,2020-01-01,Available,0.0,
p05,Exercise_Distance,2020-01-01,Available,0.0,
p05,Exercise_Calories,2020-01-01,Available,0.0,
p05,Exercise_Avg_HR,2020-01-01,Available,5.0,
p05,Sleep_Hours,2020-01-01,Available,0.0,
p05,Sleep_Duration_Score,2020-01-01,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-01,Available,0.0,
p05,Sleep_Restlessness,2020-01-01,Available,0.0,
p05,Sleep_Composition,2020-01-01,Available,0.0,
p05,Sleep_Revitalization,2020-01-01,Available,0.0,
p05,Sleep_Score,2020-01-01,Available,0.0,
p05,Steps,2020-01-02,Available,0.0,
p05,Exercise_Count,2020-01-02,Available,0.0,
p05,Exercise_Duration,2020-01-02,Available,0.0,
p05,Exercise_Distance,2020-01-02,Available,0.0,
p05,Exercise_Calories,2020-01-02,Available,0.0,
p05,Exercise_Avg_HR,2020-01-02,Available,4.0,
p05,Sleep_Hours,2020-01-02,Available,0.0,
p05,Sleep_Duration_Score,2020-01-02,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-02,Available,0.0,
p05,Sleep_Restlessness,2020-01-02,Available,0.0,
p05,Sleep_Composition,2020-01-02,Available,0.0,
p05,Sleep_Revitalization,2020-01-02,Available,0.0,
p05,Sleep_Score,2020-01-02,Available,0.0,
p05,Steps,2020-01-03,Available,0.0,
p05,Exercise_Count,2020-01-03,Available,0.0,
p05,Exercise_Duration,2020-01-03,Available,0.0,
p05,Exercise_Distance,2020-01-03,Available,0.0,
p05,Exercise_Calories,2020-01-03,Available,0.0,
p05,Exercise_Avg_HR,2020-01-03,Available,3.0,
p05,Sleep_Hours,2020-01-03,Available,0.0,
p05,Sleep_Duration_Score,2020-01-03,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-03,Available,0.0,
p05,Sleep_Restlessness,2020-01-03,Available,0.0,
p05,Sleep_Composition,2020-01-03,Available,0.0,
p05,Sleep_Revitalization,2020-01-03,Available,0.0,
p05,Sleep_Score,2020-01-03,Available,0.0,
p05,Steps,2020-01-04,Available,0.0,
p05,Exercise_Count,2020-01-04,Available,0.0,
p05,Exercise_Duration,2020-01-04,Available,0.0,
p05,Exercise_Distance,2020-01-04,Available,0.0,
p05,Exercise_Calories,2020-01-04,Available,0.0,
p05,Exercise_Avg_HR,2020-01-04,Available,2.0,
p05,Sleep_Hours,2020-01-04,Available,0.0,
p05,Sleep_Duration_Score,2020-01-04,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-04,Available,0.0,
p05,Sleep_Restlessness,2020-01-04,Available,0.0,
p05,Sleep_Composition,2020-01-04,Available,0.0,
p05,Sleep_Revitalization,2020-01-04,Available,0.0,
p05,Sleep_Score,2020-01-04,Available,0.0,
p05,Steps,2020-01-05,Available,0.0,
p05,Exercise_Count,2020-01-05,Available,0.0,
p05,Exercise_Duration,2020-01-05,Available,0.0,
p05,Exercise_Distance,2020-01-05,Available,0.0,
p05,Exercise_Calories,2020-01-05,Available,0.0,
p05,Exercise_Avg_HR,2020-01-05,Available,1.0,
p05,Sleep_Hours,2020-01-05,Available,0.0,
p05,Sleep_Duration_Score,2020-01-05,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-05,Available,0.0,
p05,Sleep_Restlessness,2020-01-05,Available,0.0,
p05,Sleep_Composition,2020-01-05,Available,0.0,
p05,Sleep_Revitalization,2020-01-05,Available,0.0,
p05,Sleep_Score,2020-01-05,Available,0.0,
p05,Steps,2020-01-06,Available,0.0,
p05,Exercise_Count,2020-01-06,Available,0.0,
p05,Exercise_Duration,2020-01-06,Available,0.0,
p05,Exercise_Distance,2020-01-06,Available,0.0,
p05,Exercise_Calories,2020-01-06,Available,0.0,
p05,Exercise_Avg_HR,2020-01-06,Available,0.0,
p05,Sleep_Hours,2020-01-06,Available,0.0,
p05,Sleep_Duration_Score,2020-01-06,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-06,Available,0.0,
p05,Sleep_Restlessness,2020-01-06,Available,0.0,
p05,Sleep_Composition,2020-01-06,Available,0.0,
p05,Sleep_Revitalization,2020-01-06,Available,0.0,
p05,Sleep_Score,2020-01-06,Available,0.0,
p05,Steps,2020-01-07,Available,0.0,
p05,Exercise_Count,2020-01-07,Available,0.0,
p05,Exercise_Duration,2020-01-07,Available,0.0,
p05,Exercise_Distance,2020-01-07,Available,0.0,
p05,Exercise_Calories,2020-01-07,Available,0.0,
p05,Exercise_Avg_HR,2020-01-07,Available,0.0,
p05,Sleep_Hours,2020-01-07,Available,0.0,
p05,Sleep_Duration_Score,2020-01-07,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-07,Available,0.0,
p05,Sleep_Restlessness,2020-01-07,Available,0.0,
p05,Sleep_Composition,2020-01-07,Available,0.0,
p05,Sleep_Revitalization,2020-01-07,Available,0.0,
p05,Sleep_Score,2020-01-07,Available,0.0,
p05,Steps,2020-01-08,Available,0.0,
p05,Exercise_Count,2020-01-08,Available,0.0,
p05,Exercise_Duration,2020-01-08,Available,0.0,
p05,Exercise_Distance,2020-01-08,Available,0.0,
p05,Exercise_Calories,2020-01-08,Available,0.0,
p05,Exercise_Avg_HR,2020-01-08,Available,0.0,
p05,Sleep_Hours,2020-01-08,Available,0.0,
p05,Sleep_Duration_Score,2020-01-08,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-08,Available,0.0,
p05,Sleep_Restlessness,2020-01-08,Available,0.0,
p05,Sleep_Composition,2020-01-08,Available,0.0,
p05,Sleep_Revitalization,2020-01-08,Available,0.0,
p05,Sleep_Score,2020-01-08,Available,0.0,
p05,Steps,2020-01-09,Available,0.0,
p05,Exercise_Count,2020-01-09,Available,0.0,
p05,Exercise_Duration,2020-01-09,Available,0.0,
p05,Exercise_Distance,2020-01-09,Available,0.0,
p05,Exercise_Calories,2020-01-09,Available,0.0,
p05,Exercise_Avg_HR,2020-01-09,Available,0.0,
p05,Sleep_Hours,2020-01-09,Available,1.0,
p05,Sleep_Duration_Score,2020-01-09,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-09,Available,1.0,
p05,Sleep_Restlessness,2020-01-09,Available,1.0,
p05,Sleep_Composition,2020-01-09,Available,1.0,
p05,Sleep_Revitalization,2020-01-09,Available,1.0,
p05,Sleep_Score,2020-01-09,Available,1.0,
p05,Steps,2020-01-10,Available,0.0,
p05,Exercise_Count,2020-01-10,Available,0.0,
p05,Exercise_Duration,2020-01-10,Available,0.0,
p05,Exercise_Distance,2020-01-10,Available,0.0,
p05,Exercise_Calories,2020-01-10,Available,0.0,
p05,Exercise_Avg_HR,2020-01-10,Available,0.0,
p05,Sleep_Hours,2020-01-10,Available,1.0,
p05,Sleep_Duration_Score,2020-01-10,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-10,Available,1.0,
p05,Sleep_Restlessness,2020-01-10,Available,1.0,
p05,Sleep_Composition,2020-01-10,Available,1.0,
p05,Sleep_Revitalization,2020-01-10,Available,1.0,
p05,Sleep_Score,2020-01-10,Available,1.0,
p05,Steps,2020-01-11,Available,0.0,
p05,Exercise_Count,2020-01-11,Available,0.0,
p05,Exercise_Duration,2020-01-11,Available,0.0,
p05,Exercise_Distance,2020-01-11,Available,0.0,
p05,Exercise_Calories,2020-01-11,Available,0.0,
p05,Exercise_Avg_HR,2020-01-11,Available,0.0,
p05,Sleep_Hours,2020-01-11,Available,1.0,
p05,Sleep_Duration_Score,2020-01-11,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-11,Available,1.0,
p05,Sleep_Restlessness,2020-01-11,Available,1.0,
p05,Sleep_Composition,2020-01-11,Available,1.0,
p05,Sleep_Revitalization,2020-01-11,Available,1.0,
p05,Sleep_Score,2020-01-11,Available,1.0,
p05,Steps,2020-01-12,Available,0.0,
p05,Exercise_Count,2020-01-12,Available,0.0,
p05,Exercise_Duration,2020-01-12,Available,0.0,
p05,Exercise_Distance,2020-01-12,Available,0.0,
p05,Exercise_Calories,2020-01-12,Available,0.0,
p05,Exercise_Avg_HR,2020-01-12,Available,1.0,
p05,Sleep_Hours,2020-01-12,Available,1.0,
p05,Sleep_Duration_Score,2020-01-12,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-12,Available,1.0,
p05,Sleep_Restlessness,2020-01-12,Available,1.0,
p05,Sleep_Composition,2020-01-12,Available,1.0,
p05,Sleep_Revitalization,2020-01-12,Available,1.0,
p05,Sleep_Score,2020-01-12,Available,1.0,
p05,Steps,2020-01-13,Available,0.0,
p05,Exercise_Count,2020-01-13,Available,0.0,
p05,Exercise_Duration,2020-01-13,Available,0.0,
p05,Exercise_Distance,2020-01-13,Available,0.0,
p05,Exercise_Calories,2020-01-13,Available,0.0,
p05,Exercise_Avg_HR,2020-01-13,Available,1.0,
p05,Sleep_Hours,2020-01-13,Available,1.0,
p05,Sleep_Duration_Score,2020-01-13,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-13,Available,1.0,
p05,Sleep_Restlessness,2020-01-13,Available,1.0,
p05,Sleep_Composition,2020-01-13,Available,1.0,
p05,Sleep_Revitalization,2020-01-13,Available,1.0,
p05,Sleep_Score,2020-01-13,Available,1.0,
p05,Steps,2020-01-14,Available,0.0,
p05,Exercise_Count,2020-01-14,Available,0.0,
p05,Exercise_Duration,2020-01-14,Available,0.0,
p05,Exercise_Distance,2020-01-14,Available,0.0,
p05,Exercise_Calories,2020-01-14,Available,0.0,
p05,Exercise_Avg_HR,2020-01-14,Available,1.0,
p05,Sleep_Hours,2020-01-14,Available,1.0,
p05,Sleep_Duration_Score,2020-01-14,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-14,Available,1.0,
p05,Sleep_Restlessness,2020-01-14,Available,1.0,
p05,Sleep_Composition,2020-01-14,Available,1.0,
p05,Sleep_Revitalization,2020-01-14,Available,1.0,
p05,Sleep_Score,2020-01-14,Available,1.0,
p05,Steps,2020-01-15,Available,0.0,
p05,Exercise_Count,2020-01-15,Available,0.0,
p05,Exercise_Duration,2020-01-15,Available,0.0,
p05,Exercise_Distance,2020-01-15,Available,0.0,
p05,Exercise_Calories,2020-01-15,Available,0.0,
p05,Exercise_Avg_HR,2020-01-15,Available,1.0,
p05,Sleep_Hours,2020-01-15,Available,1.0,
p05,Sleep_Duration_Score,2020-01-15,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-15,Available,1.0,
p05,Sleep_Restlessness,2020-01-15,Available,1.0,
p05,Sleep_Composition,2020-01-15,Available,1.0,
p05,Sleep_Revitalization,2020-01-15,Available,1.0,
p05,Sleep_Score,2020-01-15,Available,1.0,
p05,Steps,2020-01-16,Available,0.0,
p05,Exercise_Count,2020-01-16,Available,0.0,
p05,Exercise_Duration,2020-01-16,Available,0.0,
p05,Exercise_Distance,2020-01-16,Available,0.0,
p05,Exercise_Calories,2020-01-16,Available,0.0,
p05,Exercise_Avg_HR,2020-01-16,Available,1.0,
p05,Sleep_Hours,2020-01-16,Available,0.0,
p05,Sleep_Duration_Score,2020-01-16,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-16,Available,0.0,
p05,Sleep_Restlessness,2020-01-16,Available,0.0,
p05,Sleep_Composition,2020-01-16,Available,0.0,
p05,Sleep_Revitalization,2020-01-16,Available,0.0,
p05,Sleep_Score,2020-01-16,Available,0.0,
p05,Steps,2020-01-17,Available,0.0,
p05,Exercise_Count,2020-01-17,Available,0.0,
p05,Exercise_Duration,2020-01-17,Available,0.0,
p05,Exercise_Distance,2020-01-17,Available,0.0,
p05,Exercise_Calories,2020-01-17,Available,0.0,
p05,Exercise_Avg_HR,2020-01-17,Available,1.0,
p05,Sleep_Hours,2020-01-17,Available,0.0,
p05,Sleep_Duration_Score,2020-01-17,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-17,Available,0.0,
p05,Sleep_Restlessness,2020-01-17,Available,0.0,
p05,Sleep_Composition,2020-01-17,Available,0.0,
p05,Sleep_Revitalization,2020-01-17,Available,0.0,
p05,Sleep_Score,2020-01-17,Available,0.0,
p05,Steps,2020-01-18,Available,0.0,
p05,Exercise_Count,2020-01-18,Available,0.0,
p05,Exercise_Duration,2020-01-18,Available,0.0,
p05,Exercise_Distance,2020-01-18,Available,0.0,
p05,Exercise_Calories,2020-01-18,Available,0.0,
p05,Exercise_Avg_HR,2020-01-18,Available,1.0,
p05,Sleep_Hours,2020-01-18,Available,0.0,
p05,Sleep_Duration_Score,2020-01-18,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-18,Available,0.0,
p05,Sleep_Restlessness,2020-01-18,Available,0.0,
p05,Sleep_Composition,2020-01-18,Available,0.0,
p05,Sleep_Revitalization,2020-01-18,Available,0.0,
p05,Sleep_Score,2020-01-18,Available,0.0,
p05,Steps,2020-01-19,Available,0.0,
p05,Exercise_Count,2020-01-19,Available,0.0,
p05,Exercise_Duration,2020-01-19,Available,0.0,
p05,Exercise_Distance,2020-01-19,Available,0.0,
p05,Exercise_Calories,2020-01-19,Available,0.0,
p05,Exercise_Avg_HR,2020-01-19,Available,2.0,
p05,Sleep_Hours,2020-01-19,Available,0.0,
p05,Sleep_Duration_Score,2020-01-19,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-19,Available,0.0,
p05,Sleep_Restlessness,2020-01-19,Available,0.0,
p05,Sleep_Composition,2020-01-19,Available,0.0,
p05,Sleep_Revitalization,2020-01-19,Available,0.0,
p05,Sleep_Score,2020-01-19,Available,0.0,
p05,Steps,2020-01-20,Available,0.0,
p05,Exercise_Count,2020-01-20,Available,0.0,
p05,Exercise_Duration,2020-01-20,Available,0.0,
p05,Exercise_Distance,2020-01-20,Available,0.0,
p05,Exercise_Calories,2020-01-20,Available,0.0,
p05,Exercise_Avg_HR,2020-01-20,Available,2.0,
p05,Sleep_Hours,2020-01-20,Available,0.0,
p05,Sleep_Duration_Score,2020-01-20,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-20,Available,0.0,
p05,Sleep_Restlessness,2020-01-20,Available,0.0,
p05,Sleep_Composition,2020-01-20,Available,0.0,
p05,Sleep_Revitalization,2020-01-20,Available,0.0,
p05,Sleep_Score,2020-01-20,Available,0.0,
p05,Steps,2020-01-21,Available,0.0,
p05,Exercise_Count,2020-01-21,Available,0.0,
p05,Exercise_Duration,2020-01-21,Available,0.0,
p05,Exercise_Distance,2020-01-21,Available,0.0,
p05,Exercise_Calories,2020-01-21,Available,0.0,
p05,Exercise_Avg_HR,2020-01-21,Available,2.0,
p05,Sleep_Hours,2020-01-21,Available,0.0,
p05,Sleep_Duration_Score,2020-01-21,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-21,Available,0.0,
p05,Sleep_Restlessness,2020-01-21,Available,0.0,
p05,Sleep_Composition,2020-01-21,Available,0.0,
p05,Sleep_Revitalization,2020-01-21,Available,0.0,
p05,Sleep_Score,2020-01-21,Available,0.0,
p05,Steps,2020-01-22,Available,0.0,
p05,Exercise_Count,2020-01-22,Available,0.0,
p05,Exercise_Duration,2020-01-22,Available,0.0,
p05,Exercise_Distance,2020-01-22,Available,0.0,
p05,Exercise_Calories,2020-01-22,Available,0.0,
p05,Exercise_Avg_HR,2020-01-22,Available,2.0,
p05,Sleep_Hours,2020-01-22,Available,1.0,
p05,Sleep_Duration_Score,2020-01-22,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-22,Available,1.0,
p05,Sleep_Restlessness,2020-01-22,Available,1.0,
p05,Sleep_Composition,2020-01-22,Available,1.0,
p05,Sleep_Revitalization,2020-01-22,Available,1.0,
p05,Sleep_Score,2020-01-22,Available,1.0,
p05,Steps,2020-01-23,Available,0.0,
p05,Exercise_Count,2020-01-23,Available,0.0,
p05,Exercise_Duration,2020-01-23,Available,0.0,
p05,Exercise_Distance,2020-01-23,Available,0.0,
p05,Exercise_Calories,2020-01-23,Available,0.0,
p05,Exercise_Avg_HR,2020-01-23,Available,2.0,
p05,Sleep_Hours,2020-01-23,Available,2.0,
p05,Sleep_Duration_Score,2020-01-23,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-23,Available,2.0,
p05,Sleep_Restlessness,2020-01-23,Available,2.0,
p05,Sleep_Composition,2020-01-23,Available,2.0,
p05,Sleep_Revitalization,2020-01-23,Available,2.0,
p05,Sleep_Score,2020-01-23,Available,2.0,
p05,Steps,2020-01-24,Available,0.0,
p05,Exercise_Count,2020-01-24,Available,0.0,
p05,Exercise_Duration,2020-01-24,Available,0.0,
p05,Exercise_Distance,2020-01-24,Available,0.0,
p05,Exercise_Calories,2020-01-24,Available,0.0,
p05,Exercise_Avg_HR,2020-01-24,Available,2.0,
p05,Sleep_Hours,2020-01-24,Available,2.0,
p05,Sleep_Duration_Score,2020-01-24,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-24,Available,2.0,
p05,Sleep_Restlessness,2020-01-24,Available,2.0,
p05,Sleep_Composition,2020-01-24,Available,2.0,
p05,Sleep_Revitalization,2020-01-24,Available,2.0,
p05,Sleep_Score,2020-01-24,Available,2.0,
p05,Steps,2020-01-25,Available,0.0,
p05,Exercise_Count,2020-01-25,Available,0.0,
p05,Exercise_Duration,2020-01-25,Available,0.0,
p05,Exercise_Distance,2020-01-25,Available,0.0,
p05,Exercise_Calories,2020-01-25,Available,0.0,
p05,Exercise_Avg_HR,2020-01-25,Available,1.0,
p05,Sleep_Hours,2020-01-25,Available,2.0,
p05,Sleep_Duration_Score,2020-01-25,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-25,Available,2.0,
p05,Sleep_Restlessness,2020-01-25,Available,2.0,
p05,Sleep_Composition,2020-01-25,Available,2.0,
p05,Sleep_Revitalization,2020-01-25,Available,2.0,
p05,Sleep_Score,2020-01-25,Available,2.0,
p05,Steps,2020-01-26,Available,0.0,
p05,Exercise_Count,2020-01-26,Available,0.0,
p05,Exercise_Duration,2020-01-26,Available,0.0,
p05,Exercise_Distance,2020-01-26,Available,0.0,
p05,Exercise_Calories,2020-01-26,Available,0.0,
p05,Exercise_Avg_HR,2020-01-26,Available,1.0,
p05,Sleep_Hours,2020-01-26,Available,2.0,
p05,Sleep_Duration_Score,2020-01-26,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-26,Available,2.0,
p05,Sleep_Restlessness,2020-01-26,Available,2.0,
p05,Sleep_Composition,2020-01-26,Available,2.0,
p05,Sleep_Revitalization,2020-01-26,Available,2.0,
p05,Sleep_Score,2020-01-26,Available,2.0,
p05,Steps,2020-01-27,Available,0.0,
p05,Exercise_Count,2020-01-27,Available,0.0,
p05,Exercise_Duration,2020-01-27,Available,0.0,
p05,Exercise_Distance,2020-01-27,Available,0.0,
p05,Exercise_Calories,2020-01-27,Available,0.0,
p05,Exercise_Avg_HR,2020-01-27,Available,1.0,
p05,Sleep_Hours,2020-01-27,Available,2.0,
p05,Sleep_Duration_Score,2020-01-27,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-27,Available,2.0,
p05,Sleep_Restlessness,2020-01-27,Available,2.0,
p05,Sleep_Composition,2020-01-27,Available,2.0,
p05,Sleep_Revitalization,2020-01-27,Available,2.0,
p05,Sleep_Score,2020-01-27,Available,2.0,
p05,Steps,2020-01-28,Available,0.0,
p05,Exercise_Count,2020-01-28,Available,0.0,
p05,Exercise_Duration,2020-01-28,Available,0.0,
p05,Exercise_Distance,2020-01-28,Available,0.0,
p05,Exercise_Calories,2020-01-28,Available,0.0,
p05,Exercise_Avg_HR,2020-01-28,Available,1.0,
p05,Sleep_Hours,2020-01-28,Available,2.0,
p05,Sleep_Duration_Score,2020-01-28,Available,2.0,
p05,Deep_Sleep_Minutes,2020-01-28,Available,2.0,
p05,Sleep_Restlessness,2020-01-28,Available,2.0,
p05,Sleep_Composition,2020-01-28,Available,2.0,
p05,Sleep_Revitalization,2020-01-28,Available,2.0,
p05,Sleep_Score,2020-01-28,Available,2.0,
p05,Steps,2020-01-29,Available,0.0,
p05,Exercise_Count,2020-01-29,Available,0.0,
p05,Exercise_Duration,2020-01-29,Available,0.0,
p05,Exercise_Distance,2020-01-29,Available,0.0,
p05,Exercise_Calories,2020-01-29,Available,0.0,
p05,Exercise_Avg_HR,2020-01-29,Available,0.0,
p05,Sleep_Hours,2020-01-29,Available,1.0,
p05,Sleep_Duration_Score,2020-01-29,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-29,Available,1.0,
p05,Sleep_Restlessness,2020-01-29,Available,1.0,
p05,Sleep_Composition,2020-01-29,Available,1.0,
p05,Sleep_Revitalization,2020-01-29,Available,1.0,
p05,Sleep_Score,2020-01-29,Available,1.0,
p05,Steps,2020-01-30,Available,0.0,
p05,Exercise_Count,2020-01-30,Available,0.0,
p05,Exercise_Duration,2020-01-30,Available,0.0,
p05,Exercise_Distance,2020-01-30,Available,0.0,
p05,Exercise_Calories,2020-01-30,Available,0.0,
p05,Exercise_Avg_HR,2020-01-30,Available,0.0,
p05,Sleep_Hours,2020-01-30,Available,0.0,
p05,Sleep_Duration_Score,2020-01-30,Available,0.0,
p05,Deep_Sleep_Minutes,2020-01-30,Available,0.0,
p05,Sleep_Restlessness,2020-01-30,Available,0.0,
p05,Sleep_Composition,2020-01-30,Available,0.0,
p05,Sleep_Revitalization,2020-01-30,Available,0.0,
p05,Sleep_Score,2020-01-30,Available,0.0,
p05,Steps,2020-01-31,Available,0.0,
p05,Exercise_Count,2020-01-31,Available,0.0,
p05,Exercise_Duration,2020-01-31,Available,0.0,
p05,Exercise_Distance,2020-01-31,Available,0.0,
p05,Exercise_Calories,2020-01-31,Available,0.0,
p05,Exercise_Avg_HR,2020-01-31,Available,1.0,
p05,Sleep_Hours,2020-01-31,Available,1.0,
p05,Sleep_Duration_Score,2020-01-31,Available,1.0,
p05,Deep_Sleep_Minutes,2020-01-31,Available,1.0,
p05,Sleep_Restlessness,2020-01-31,Available,1.0,
p05,Sleep_Composition,2020-01-31,Available,1.0,
p05,Sleep_Revitalization,2020-01-31,Available,1.0,
p05,Sleep_Score,2020-01-31,Available,1.0,
p05,Steps,2020-02-01,Available,0.0,
p05,Exercise_Count,2020-02-01,Available,0.0,
p05,Exercise_Duration,2020-02-01,Available,0.0,
