Participant,Objective_Variable,Wellness_Variable,r,p,N,Time_Lag
p10,Sleep_Restlessness,stress,-0.1544979768411368,0.3906311596644535,33,t_to_t+1
p10,Sleep_Composition,fatigue,-0.03592184869244831,0.8426832720598022,33,t_to_t+1
p10,Sleep_Composition,mood,0.026211434338078467,0.8848750676359269,33,t_to_t+1
p10,Sleep_Composition,readiness,-0.2199233436983293,0.2187816357563171,33,t_to_t+1
p10,Sleep_Composition,sleep_quality,0.028391154350160458,0.8753729168174201,33,t_to_t+1
p10,Sleep_Composition,stress,-0.036390075023179314,0.8406586808471489,33,t_to_t+1
p10,Sleep_Revitalization,fatigue,-0.25608333530926136,0.15029850576603035,33,t_to_t+1
p10,Sleep_Revitalization,mood,-0.2896633816897314,0.10202831855898145,33,t_to_t+1
p10,Sleep_Revitalization,readiness,-0.10145907864546126,0.5742401278392701,33,t_to_t+1
p10,Sleep_Revitalization,sleep_quality,-0.31375153580189336,0.07539169594964693,33,t_to_t+1
p10,Sleep_Revitalization,stress,-0.3455958160258288,0.048847474206855486,33,t_to_t+1
p10,Sleep_Score,fatigue,-0.2909253574994388,0.10047666846592367,33,t_to_t+1
p10,Sleep_Score,mood,-0.22776421531304575,0.20238377348993108,33,t_to_t+1
p10,Sleep_Score,readiness,-0.24942303878774283,0.16156821411768163,33,t_to_t+1
p10,Sleep_Score,sleep_quality,-0.11766352399402025,0.5143146030512264,33,t_to_t+1
p10,Sleep_Score,stress,-0.21057053548881408,0.23949929583110993,33,t_to_t+1
p11,Steps,fatigue,-0.14987549147720608,0.29887124803621923,50,t_to_t+1
p11,Steps,mood,0.06801002974529141,0.6388665768237685,50,t_to_t+1
p11,Steps,readiness,-0.06471884785156826,0.6552179180034325,50,t_to_t+1
p11,Steps,sleep_quality,-0.03225413220950602,0.8240333576974174,50,t_to_t+1
p11,Steps,stress,0.21304859206580223,0.13741356231276955,50,t_to_t+1
p11,Exercise_Count,fatigue,0.14684787823484927,0.3088500542561571,50,t_to_t+1
p11,Exercise_Count,mood,0.11016223710929636,0.4463078846961632,50,t_to_t+1
p11,Exercise_Count,readiness,0.05330800694176903,0.7131177161617471,50,t_to_t+1
p11,Exercise_Count,sleep_quality,-0.0015641696952637674,0.9913984916644101,50,t_to_t+1
p11,Exercise_Count,stress,0.1490196435274948,0.3016706896275787,50,t_to_t+1
p11,Exercise_Duration,fatigue,0.07587748976686778,0.6004730237358069,50,t_to_t+1
p11,Exercise_Duration,mood,0.07938927093121709,0.5836681650780426,50,t_to_t+1
p11,Exercise_Duration,readiness,0.089924788990532,0.5345721930720094,50,t_to_t+1
p11,Exercise_Duration,sleep_quality,-0.017125840513900318,0.9060330716958158,50,t_to_t+1
p11,Exercise_Duration,stress,0.10739216236449614,0.4578927384593764,50,t_to_t+1
p11,Exercise_Distance,fatigue,-0.21599634363588815,0.1319282336883974,50,t_to_t+1
p11,Exercise_Distance,mood,0.03994115246514666,0.7830142469511064,50,t_to_t+1
p11,Exercise_Distance,readiness,0.018810822073493896,0.8968356476538084,50,t_to_t+1
p11,Exercise_Distance,sleep_quality,0.13217178721834064,0.3602021123992082,50,t_to_t+1
p11,Exercise_Distance,stress,0.05402955185567122,0.7094045077361374,50,t_to_t+1
p11,Exercise_Calories,fatigue,0.1110049552341272,0.4428158551165024,50,t_to_t+1
p11,Exercise_Calories,mood,0.08740546953958302,0.5461264381937404,50,t_to_t+1
p11,Exercise_Calories,readiness,0.07203741732144879,0.6190871796207102,50,t_to_t+1
p11,Exercise_Calories,sleep_quality,-0.05508360113797741,0.7039921824975576,50,t_to_t+1
p11,Exercise_Calories,stress,0.1182359060139566,0.4134815757133383,50,t_to_t+1
p11,Exercise_Avg_HR,fatigue,0.12828571863630187,0.5596603838394553,23,t_to_t+1
p11,Exercise_Avg_HR,mood,,,23,t_to_t+1
p11,Exercise_Avg_HR,readiness,-0.04905480969132378,0.8241018072301378,23,t_to_t+1
p11,Exercise_Avg_HR,sleep_quality,-0.18452139577204923,0.3993086465445012,23,t_to_t+1
p11,Exercise_Avg_HR,stress,,,23,t_to_t+1
p11,Sleep_Hours,fatigue,0.04571474218953192,0.752578728737906,50,t_to_t+1
p11,Sleep_Hours,mood,-0.06427692113734527,0.6574259699052726,50,t_to_t+1
p11,Sleep_Hours,readiness,-0.31771342569843314,0.024553433931214563,50,t_to_t+1
p11,Sleep_Hours,sleep_quality,-0.017923858815027338,0.9016755155186074,50,t_to_t+1
p11,Sleep_Hours,stress,-0.22954866637658672,0.10880337439295075,50,t_to_t+1
p11,Sleep_Duration_Score,fatigue,-0.05051154633399821,0.7275704339305898,50,t_to_t+1
p11,Sleep_Duration_Score,mood,-0.17176762722697445,0.23296741922570907,50,t_to_t+1
p11,Sleep_Duration_Score,readiness,-0.06926423540028588,0.6326793257141066,50,t_to_t+1
p11,Sleep_Duration_Score,sleep_quality,0.054505109143313454,0.7069608419886333,50,t_to_t+1
p11,Sleep_Duration_Score,stress,0.006961948646793924,0.9617291287356802,50,t_to_t+1
p11,Deep_Sleep_Minutes,fatigue,0.038839550283516364,0.788859618531067,50,t_to_t+1
p11,Deep_Sleep_Minutes,mood,-0.027224058767150835,0.8511362003297962,50,t_to_t+1
p11,Deep_Sleep_Minutes,readiness,-0.24068852723580167,0.09223368757157444,50,t_to_t+1
p11,Deep_Sleep_Minutes,sleep_quality,-0.10300353269316276,0.476576390121699,50,t_to_t+1
p11,Deep_Sleep_Minutes,stress,-0.21430518830933698,0.135054763052972,50,t_to_t+1
p11,Sleep_Restlessness,fatigue,-0.10220440113394105,0.4800214906475425,50,t_to_t+1
p11,Sleep_Restlessness,mood,-0.22480328747691902,0.11651789407430418,50,t_to_t+1
p11,Sleep_Restlessness,readiness,-0.013061132297700045,0.9282681578172284,50,t_to_t+1
p11,Sleep_Restlessness,sleep_quality,-0.13429584230528485,0.3524653716785278,50,t_to_t+1
p11,Sleep_Restlessness,stress,-0.05672684362452159,0.695583443605925,50,t_to_t+1
p11,Sleep_Composition,fatigue,-0.0032186021744937416,0.9823016939031985,50,t_to_t+1
p11,Sleep_Composition,mood,-0.02016841616444498,0.8894349542198293,50,t_to_t+1
p11,Sleep_Composition,readiness,0.12899279892662405,0.37197250593102993,50,t_to_t+1
p11,Sleep_Composition,sleep_quality,0.0754576949600787,0.6024959494034448,50,t_to_t+1
p11,Sleep_Composition,stress,-0.11253989886276818,0.4364944461922218,50,t_to_t+1
p11,Sleep_Revitalization,fatigue,0.03449297821588025,0.8120331847212793,50,t_to_t+1
p11,Sleep_Revitalization,mood,0.1207841290044244,0.4034159770082085,50,t_to_t+1
p11,Sleep_Revitalization,readiness,-0.11953272872708726,0.40834119024139076,50,t_to_t+1
p11,Sleep_Revitalization,sleep_quality,0.019948014046102774,0.8906358214844692,50,t_to_t+1
p11,Sleep_Revitalization,stress,-0.15192234636892518,0.292244395825776,50,t_to_t+1
p11,Sleep_Score,fatigue,-0.01613437527175938,0.9114507435497008,50,t_to_t+1
p11,Sleep_Score,mood,-0.05752314125263533,0.6915215873495871,50,t_to_t+1
p11,Sleep_Score,readiness,-0.03687327731702371,0.7993216114974339,50,t_to_t+1
p11,Sleep_Score,sleep_quality,0.0767175575953816,0.5964338258150601,50,t_to_t+1
p11,Sleep_Score,stress,-0.11711282076204518,0.41796311827253674,50,t_to_t+1
p12,Steps,fatigue,-0.15167646917118682,0.5004299366998207,22,t_to_t+1
p12,Steps,mood,-0.11614780491217497,0.606742218397073,22,t_to_t+1
p12,Steps,readiness,-0.17558013763406113,0.43446569529280127,22,t_to_t+1
p12,Steps,sleep_quality,-0.11630945147735171,0.6062382156751682,22,t_to_t+1
p12,Steps,stress,-0.2216330176143439,0.3215535860867247,22,t_to_t+1
p12,Exercise_Count,fatigue,0.07888749217084537,0.7204995097591559,23,t_to_t+1
p12,Exercise_Count,mood,-0.1249363885627857,0.5700395566229769,23,t_to_t+1
p12,Exercise_Count,readiness,0.12510782401549564,0.5695062408630375,23,t_to_t+1
p12,Exercise_Count,sleep_quality,0.1132777930888471,0.6068136646164525,23,t_to_t+1
p12,Exercise_Count,stress,-0.10954630002665439,0.6187873477632111,23,t_to_t+1
p12,Exercise_Duration,fatigue,0.049873024050571015,0.821213512624659,23,t_to_t+1
p12,Exercise_Duration,mood,-0.08787588215579667,0.6901078835516876,23,t_to_t+1
p12,Exercise_Duration,readiness,0.05628113304529151,0.7986732799431361,23,t_to_t+1
p12,Exercise_Duration,sleep_quality,0.15194176246629176,0.48888349595109326,23,t_to_t+1
p12,Exercise_Duration,stress,-0.021099756485657185,0.9238715611753886,23,t_to_t+1
p12,Exercise_Distance,fatigue,,,23,t_to_t+1
p12,Exercise_Distance,mood,,,23,t_to_t+1
p12,Exercise_Distance,readiness,,,23,t_to_t+1
p12,Exercise_Distance,sleep_quality,,,23,t_to_t+1
p12,Exercise_Distance,stress,,,23,t_to_t+1
p12,Exercise_Calories,fatigue,0.005744488797101516,0.9792466843880201,23,t_to_t+1
p12,Exercise_Calories,mood,-0.14019586508245532,0.5234580106560486,23,t_to_t+1
p12,Exercise_Calories,readiness,0.02960225239653949,0.8933398654920035,23,t_to_t+1
p12,Exercise_Calories,sleep_quality,0.0939424236185449,0.6698510072264572,23,t_to_t+1
p12,Exercise_Calories,stress,-0.07520146358546102,0.7330850790768279,23,t_to_t+1
p12,Exercise_Avg_HR,fatigue,-0.008268204408356516,0.9786131802138945,13,t_to_t+1
p12,Exercise_Avg_HR,mood,-0.23440979915361093,0.4407948285969601,13,t_to_t+1
p12,Exercise_Avg_HR,readiness,-0.015073615056510017,0.9610193611388322,13,t_to_t+1
p12,Exercise_Avg_HR,sleep_quality,-0.4153943339413929,0.15807648965692125,13,t_to_t+1
p12,Exercise_Avg_HR,stress,-0.07555661645432964,0.8062063772030884,13,t_to_t+1
p12,Sleep_Hours,fatigue,,,0,t_to_t+1
p12,Sleep_Hours,mood,,,0,t_to_t+1
p12,Sleep_Hours,readiness,,,0,t_to_t+1
p12,Sleep_Hours,sleep_quality,,,0,t_to_t+1
p12,Sleep_Hours,stress,,,0,t_to_t+1
p12,Sleep_Duration_Score,fatigue,,,0,t_to_t+1
p12,Sleep_Duration_Score,mood,,,0,t_to_t+1
p12,Sleep_Duration_Score,readiness,,,0,t_to_t+1
p12,Sleep_Duration_Score,sleep_quality,,,0,t_to_t+1
p12,Sleep_Duration_Score,stress,,,0,t_to_t+1
p12,Deep_Sleep_Minutes,fatigue,,,0,t_to_t+1
p12,Deep_Sleep_Minutes,mood,,,0,t_to_t+1
p12,Deep_Sleep_Minutes,readiness,,,0,t_to_t+1
p12,Deep_Sleep_Minutes,sleep_quality,,,0,t_to_t+1
p12,Deep_Sleep_Minutes,stress,,,0,t_to_t+1
p12,Sleep_Restlessness,fatigue,,,0,t_to_t+1
p12,Sleep_Restlessness,mood,,,0,t_to_t+1
p12,Sleep_Restlessness,readiness,,,0,t_to_t+1
p12,Sleep_Restlessness,sleep_quality,,,0,t_to_t+1
p12,Sleep_Restlessness,stress,,,0,t_to_t+1
p12,Sleep_Composition,fatigue,,,0,t_to_t+1
p12,Sleep_Composition,mood,,,0,t_to_t+1
p12,Sleep_Composition,readiness,,,0,t_to_t+1
p12,Sleep_Composition,sleep_quality,,,0,t_to_t+1
p12,Sleep_Composition,stress,,,0,t_to_t+1
p12,Sleep_Revitalization,fatigue,,,0,t_to_t+1
p12,Sleep_Revitalization,mood,,,0,t_to_t+1
p12,Sleep_Revitalization,readiness,,,0,t_to_t+1
p12,Sleep_Revitalization,sleep_quality,,,0,t_to_t+1
p12,Sleep_Revitalization,stress,,,0,t_to_t+1
p12,Sleep_Score,fatigue,,,0,t_to_t+1
p12,Sleep_Score,mood,,,0,t_to_t+1
p12,Sleep_Score,readiness,,,0,t_to_t+1
p12,Sleep_Score,sleep_quality,,,0,t_to_t+1
p12,Sleep_Score,stress,,,0,t_to_t+1
p13,Steps,fatigue,,,8,t_to_t+1
p13,Steps,mood,,,8,t_to_t+1
p13,Steps,readiness,,,8,t_to_t+1
p13,Steps,sleep_quality,,,8,t_to_t+1
p13,Steps,stress,,,8,t_to_t+1
p13,Exercise_Count,fatigue,0.07160414376577556,0.8342839303830626,11,t_to_t+1
p13,Exercise_Count,mood,0.27348301713730944,0.41579999333871737,11,t_to_t+1
p13,Exercise_Count,readiness,0.04984447862792265,0.8842873595770875,11,t_to_t+1
p13,Exercise_Count,sleep_quality,0.08043618151097334,0.8141344673018893,11,t_to_t+1
p13,Exercise_Count,stress,-0.08043618151097337,0.8141344673018893,11,t_to_t+1
p13,Exercise_Duration,fatigue,0.22321537112994028,0.5094082986430604,11,t_to_t+1
p13,Exercise_Duration,mood,0.4462575539022793,0.16887189071928863,11,t_to_t+1
p13,Exercise_Duration,readiness,0.31273650565956157,0.34908200309728304,11,t_to_t+1
p13,Exercise_Duration,sleep_quality,0.25074794786986687,0.4570553345917798,11,t_to_t+1
p13,Exercise_Duration,stress,0.2571088881992186,0.4453272759293662,11,t_to_t+1
p13,Exercise_Distance,fatigue,,,11,t_to_t+1
p13,Exercise_Distance,mood,,,11,t_to_t+1
p13,Exercise_Distance,readiness,,,11,t_to_t+1
p13,Exercise_Distance,sleep_quality,,,11,t_to_t+1
p13,Exercise_Distance,stress,,,11,t_to_t+1
p13,Exercise_Calories,fatigue,0.23725661623213218,0.4823923774813392,11,t_to_t+1
p13,Exercise_Calories,mood,0.4554959271658008,0.1591629343471947,11,t_to_t+1
p13,Exercise_Calories,readiness,0.33970310623355415,0.3067396803810536,11,t_to_t+1
p13,Exercise_Calories,sleep_quality,0.26652111517949134,0.4282361772850865,11,t_to_t+1
p13,Exercise_Calories,stress,0.2968237153760957,0.3754185868475336,11,t_to_t+1
p13,Exercise_Avg_HR,fatigue,,,2,t_to_t+1
p13,Exercise_Avg_HR,mood,,,2,t_to_t+1
p13,Exercise_Avg_HR,readiness,,,2,t_to_t+1
p13,Exercise_Avg_HR,sleep_quality,,,2,t_to_t+1
p13,Exercise_Avg_HR,stress,,,2,t_to_t+1
p13,Sleep_Hours,fatigue,,,3,t_to_t+1
p13,Sleep_Hours,mood,,,3,t_to_t+1
p13,Sleep_Hours,readiness,,,3,t_to_t+1
p13,Sleep_Hours,sleep_quality,,,3,t_to_t+1
p13,Sleep_Hours,stress,,,3,t_to_t+1
p13,Sleep_Duration_Score,fatigue,,,3,t_to_t+1
p13,Sleep_Duration_Score,mood,,,3,t_to_t+1
p13,Sleep_Duration_Score,readiness,,,3,t_to_t+1
p13,Sleep_Duration_Score,sleep_quality,,,3,t_to_t+1
p13,Sleep_Duration_Score,stress,,,3,t_to_t+1
p13,Deep_Sleep_Minutes,fatigue,,,3,t_to_t+1
p13,Deep_Sleep_Minutes,mood,,,3,t_to_t+1
p13,Deep_Sleep_Minutes,readiness,,,3,t_to_t+1
p13,Deep_Sleep_Minutes,sleep_quality,,,3,t_to_t+1
p13,Deep_Sleep_Minutes,stress,,,3,t_to_t+1
p13,Sleep_Restlessness,fatigue,,,3,t_to_t+1
p13,Sleep_Restlessness,mood,,,3,t_to_t+1
p13,Sleep_Restlessness,readiness,,,3,t_to_t+1
p13,Sleep_Restlessness,sleep_quality,,,3,t_to_t+1
p13,Sleep_Restlessness,stress,,,3,t_to_t+1
p13,Sleep_Composition,fatigue,,,3,t_to_t+1
p13,Sleep_Composition,mood,,,3,t_to_t+1
p13,Sleep_Composition,readiness,,,3,t_to_t+1
p13,Sleep_Composition,sleep_quality,,,3,t_to_t+1
p13,Sleep_Composition,stress,,,3,t_to_t+1
p13,Sleep_Revitalization,fatigue,,,3,t_to_t+1
p13,Sleep_Revitalization,mood,,,3,t_to_t+1
p13,Sleep_Revitalization,readiness,,,3,t_to_t+1
p13,Sleep_Revitalization,sleep_quality,,,3,t_to_t+1
p13,Sleep_Revitalization,stress,,,3,t_to_t+1
p13,Sleep_Score,fatigue,,,3,t_to_t+1
p13,Sleep_Score,mood,,,3,t_to_t+1
p13,Sleep_Score,readiness,,,3,t_to_t+1
p13,Sleep_Score,sleep_quality,,,3,t_to_t+1
p13,Sleep_Score,stress,,,3,t_to_t+1
p14,Steps,fatigue,-0.153237949975119,0.26861184240947794,54,t_to_t+1
p14,Steps,mood,,,54,t_to_t+1
p14,Steps,readiness,0.05863359168826386,0.6736470074779375,54,t_to_t+1
p14,Steps,sleep_quality,0.06054820061476081,0.6636168603580475,54,t_to_t+1
p14,Steps,stress,-0.03674479035773845,0.7919425802810737,54,t_to_t+1
p14,Exercise_Count,fatigue,-0.14570201790503423,0.2885023313350523,55,t_to_t+1
p14,Exercise_Count,mood,,,55,t_to_t+1
p14,Exercise_Count,readiness,0.19850317851093102,0.14627168574892277,55,t_to_t+1
p14,Exercise_Count,sleep_quality,0.18954763115233586,0.16573571023657935,55,t_to_t+1
p14,Exercise_Count,stress,0.18577171624963196,0.17448611439151634,55,t_to_t+1
p14,Exercise_Duration,fatigue,-0.1710339011542649,0.21184408060146745,55,t_to_t+1
p14,Exercise_Duration,mood,,,55,t_to_t+1
p14,Exercise_Duration,readiness,-0.0028736975352019953,0.9833873035276653,55,t_to_t+1
p14,Exercise_Duration,sleep_quality,0.1393100835749425,0.3104024555292579,55,t_to_t+1
p14,Exercise_Duration,stress,-0.020857843834834362,0.8798579194916873,55,t_to_t+1
p14,Exercise_Distance,fatigue,0.013283215966302948,0.9233200526691222,55,t_to_t+1
p14,Exercise_Distance,mood,,,55,t_to_t+1
p14,Exercise_Distance,readiness,-0.23691200500878443,0.08159281763991683,55,t_to_t+1
p14,Exercise_Distance,sleep_quality,0.061547034738251516,0.6553194449141747,55,t_to_t+1
p14,Exercise_Distance,stress,-0.17643410419261532,0.19755388492293233,55,t_to_t+1
p14,Exercise_Calories,fatigue,-0.13474022549116094,0.32669618082942586,55,t_to_t+1
p14,Exercise_Calories,mood,,,55,t_to_t+1
p14,Exercise_Calories,readiness,-0.06050491420667431,0.6607974994223298,55,t_to_t+1
p14,Exercise_Calories,sleep_quality,0.11476022473844079,0.40411331333147205,55,t_to_t+1
p14,Exercise_Calories,stress,-0.07234565135896134,0.5996562670876955,55,t_to_t+1
p14,Exercise_Avg_HR,fatigue,0.13379709100586315,0.3699284086418559,47,t_to_t+1
p14,Exercise_Avg_HR,mood,,,47,t_to_t+1
p14,Exercise_Avg_HR,readiness,-0.32187774316237594,0.027359707064063647,47,t_to_t+1
p14,Exercise_Avg_HR,sleep_quality,0.1100727849715533,0.46140009857695186,47,t_to_t+1
p14,Exercise_Avg_HR,stress,-0.07780136170897686,0.6031990324962982,47,t_to_t+1
p14,Sleep_Hours,fatigue,0.0491744679429519,0.7541696298583984,43,t_to_t+1
p14,Sleep_Hours,mood,,,43,t_to_t+1
p14,Sleep_Hours,readiness,0.008069001558170615,0.9590437537561871,43,t_to_t+1
p14,Sleep_Hours,sleep_quality,0.14352115695327416,0.35853275019336056,43,t_to_t+1
p14,Sleep_Hours,stress,-0.1602866428640865,0.3045356715965724,43,t_to_t+1
p14,Sleep_Duration_Score,fatigue,0.021598267664202753,0.8961646785356794,39,t_to_t+1
p14,Sleep_Duration_Score,mood,,,39,t_to_t+1
p14,Sleep_Duration_Score,readiness,0.0596636011717967,0.71825040162543,39,t_to_t+1
p14,Sleep_Duration_Score,sleep_quality,0.022377372242134947,0.8924405304206577,39,t_to_t+1
p14,Sleep_Duration_Score,stress,-0.23253790291617735,0.15428318662777385,39,t_to_t+1
p14,Deep_Sleep_Minutes,fatigue,0.07990029557267272,0.6105294778826118,43,t_to_t+1
p14,Deep_Sleep_Minutes,mood,,,43,t_to_t+1
p14,Deep_Sleep_Minutes,readiness,0.06163854511795351,0.6945747718759727,43,t_to_t+1
p14,Deep_Sleep_Minutes,sleep_quality,-0.003669608394178402,0.981367727661351,43,t_to_t+1
p14,Deep_Sleep_Minutes,stress,0.037970812634620196,0.8089806049489013,43,t_to_t+1
p14,Sleep_Restlessness,fatigue,0.20650308626667202,0.20720063276682107,39,t_to_t+1
p14,Sleep_Restlessness,mood,,,39,t_to_t+1
p14,Sleep_Restlessness,readiness,0.10727272984750612,0.5156911803354085,39,t_to_t+1
p14,Sleep_Restlessness,sleep_quality,-0.1317900954837525,0.4238564811924837,39,t_to_t+1
p14,Sleep_Restlessness,stress,0.10274414717231861,0.5336712024880029,39,t_to_t+1
p14,Sleep_Composition,fatigue,-0.052727853949653854,0.7498829216240611,39,t_to_t+1
p14,Sleep_Composition,mood,,,39,t_to_t+1
p14,Sleep_Composition,readiness,-0.18008471911421634,0.27262502301291075,39,t_to_t+1
p14,Sleep_Composition,sleep_quality,0.12983465478408865,0.43082550554314164,39,t_to_t+1
p14,Sleep_Composition,stress,-0.2212901124684069,0.17578497898763534,39,t_to_t+1
p14,Sleep_Revitalization,fatigue,-0.17474120809123975,0.2873437997370613,39,t_to_t+1
p14,Sleep_Revitalization,mood,,,39,t_to_t+1
p14,Sleep_Revitalization,readiness,0.33524765897911923,0.03695088946358557,39,t_to_t+1
p14,Sleep_Revitalization,sleep_quality,-0.04470917709015709,0.7869605201775549,39,t_to_t+1
p14,Sleep_Revitalization,stress,0.004376968051704719,0.978902465652711,39,t_to_t+1
p14,Sleep_Score,fatigue,-0.04911871952462366,0.7665081715202836,39,t_to_t+1
p14,Sleep_Score,mood,,,39,t_to_t+1
p14,Sleep_Score,readiness,0.10505650770340814,0.5244525301381165,39,t_to_t+1
p14,Sleep_Score,sleep_quality,0.03426294924217562,0.8359543829807068,39,t_to_t+1
p14,Sleep_Score,stress,-0.22907871667612834,0.16068090655092723,39,t_to_t+1
p15,Steps,fatigue,0.027226541399484508,0.8804478262185607,33,t_to_t+1
p15,Steps,mood,-0.21313221578309424,0.2336986209273398,33,t_to_t+1
p15,Steps,readiness,-0.08394662758879232,0.6423155380684006,33,t_to_t+1
p15,Steps,sleep_quality,0.02306228457161588,0.8986308054162193,33,t_to_t+1
p15,Steps,stress,-0.04147699076059656,0.818730234027003,33,t_to_t+1
p15,Exercise_Count,fatigue,0.016516333439619724,0.9273123835004365,33,t_to_t+1
p15,Exercise_Count,mood,0.019059435815378507,0.9161569412915237,33,t_to_t+1
p15,Exercise_Count,readiness,-0.001806793596153565,0.9920380246190725,33,t_to_t+1
p15,Exercise_Count,sleep_quality,-0.12766371730798587,0.47894540973503064,33,t_to_t+1
p15,Exercise_Count,stress,0.03651914353307876,0.8401007695218063,33,t_to_t+1
p15,Exercise_Duration,fatigue,-0.21265660061795238,0.2347683818929868,33,t_to_t+1
p15,Exercise_Duration,mood,-0.33439858899776564,0.057162007909370045,33,t_to_t+1
p15,Exercise_Duration,readiness,-0.07963060398036183,0.6595710781490258,33,t_to_t+1
p15,Exercise_Duration,sleep_quality,0.04202615906273172,0.8163706388012214,33,t_to_t+1
p15,Exercise_Duration,stress,-0.11910382633436292,0.5091421859043969,33,t_to_t+1
p15,Exercise_Distance,fatigue,-0.21795163324918443,0.22304387524171965,33,t_to_t+1
p15,Exercise_Distance,mood,-0.163126960995127,0.3643766732012127,33,t_to_t+1
p15,Exercise_Distance,readiness,0.13224726716077748,0.46316727022255466,33,t_to_t+1
p15,Exercise_Distance,sleep_quality,0.12075195123187085,0.5032553896911703,33,t_to_t+1
p15,Exercise_Distance,stress,-0.17416984133026822,0.3323521641623583,33,t_to_t+1
p15,Exercise_Calories,fatigue,-0.16549030729943207,0.35737342964226454,33,t_to_t+1
p15,Exercise_Calories,mood,-0.32392373236568295,0.06591696796980254,33,t_to_t+1
p15,Exercise_Calories,readiness,0.014018710534355359,0.9382815772562283,33,t_to_t+1
p15,Exercise_Calories,sleep_quality,0.02701956682934685,0.8813502317579208,33,t_to_t+1
p15,Exercise_Calories,stress,-0.08871137425923933,0.6234772260021014,33,t_to_t+1
p15,Exercise_Avg_HR,fatigue,-0.24104190859230046,0.19145979917486405,31,t_to_t+1
p15,Exercise_Avg_HR,mood,0.008672864859822861,0.9630672643366749,31,t_to_t+1
p15,Exercise_Avg_HR,readiness,0.1664410840798229,0.37084732902609363,31,t_to_t+1
p15,Exercise_Avg_HR,sleep_quality,0.01707612937432251,0.9273533320912858,31,t_to_t+1
p15,Exercise_Avg_HR,stress,-0.006867219866199764,0.9707527741504832,31,t_to_t+1
p15,Sleep_Hours,fatigue,-0.07040973627028198,0.697008989552366,33,t_to_t+1
p15,Sleep_Hours,mood,-0.1135233176128497,0.5293261354630399,33,t_to_t+1
p15,Sleep_Hours,readiness,-0.028244809304941308,0.8760103655981583,33,t_to_t+1
p15,Sleep_Hours,sleep_quality,0.1891826257669249,0.29168780504638403,33,t_to_t+1
p15,Sleep_Hours,stress,0.025162602706501957,0.8894529844319429,33,t_to_t+1
p15,Sleep_Duration_Score,fatigue,0.2822568893264447,0.11150268620499193,33,t_to_t+1
p15,Sleep_Duration_Score,mood,-0.012032871833680923,0.9470111400590855,33,t_to_t+1
p15,Sleep_Duration_Score,readiness,0.12445325782064634,0.49016072110408293,33,t_to_t+1
p15,Sleep_Duration_Score,sleep_quality,0.1559095498238473,0.3862632331720808,33,t_to_t+1
p15,Sleep_Duration_Score,stress,-0.016809140654166756,0.9260272382690627,33,t_to_t+1
p15,Deep_Sleep_Minutes,fatigue,0.30484505396349487,0.0845261615528439,33,t_to_t+1
p15,Deep_Sleep_Minutes,mood,0.03639652645036702,0.8406307921098085,33,t_to_t+1
p15,Deep_Sleep_Minutes,readiness,0.3409190474314314,0.05219433774060179,33,t_to_t+1
p15,Deep_Sleep_Minutes,sleep_quality,0.16814165636731013,0.3496134061533368,33,t_to_t+1
p15,Deep_Sleep_Minutes,stress,0.088972065792261,0.6224531187683514,33,t_to_t+1
p15,Sleep_Restlessness,fatigue,0.20207407900335103,0.2594254797674588,33,t_to_t+1
p15,Sleep_Restlessness,mood,0.04462831135088676,0.8052118819373357,33,t_to_t+1
p15,Sleep_Restlessness,readiness,-0.20555367080635467,0.2511370772003092,33,t_to_t+1
p15,Sleep_Restlessness,sleep_quality,0.027247455263060924,0.8803566503263996,33,t_to_t+1
p15,Sleep_Restlessness,stress,0.15905538573293188,0.3766314348358039,33,t_to_t+1
p15,Sleep_Composition,fatigue,0.3296661710982442,0.060995998108894535,33,t_to_t+1
p15,Sleep_Composition,mood,-0.0016945501936907748,0.9925326320723211,33,t_to_t+1
p15,Sleep_Composition,readiness,0.2917217320517619,0.09950673569913039,33,t_to_t+1
p15,Sleep_Composition,sleep_quality,0.05093846445713459,0.7783123518503879,33,t_to_t+1
p15,Sleep_Composition,stress,0.03246870597159486,0.8576442433168446,33,t_to_t+1
p15,Sleep_Revitalization,fatigue,0.1667308127280773,0.35372994830098453,33,t_to_t+1
p15,Sleep_Revitalization,mood,0.01081556387620181,0.9523653685231971,33,t_to_t+1
p15,Sleep_Revitalization,readiness,0.10404018050623451,0.5644883232916517,33,t_to_t+1
p15,Sleep_Revitalization,sleep_quality,0.006323799135450829,0.9721379370547482,33,t_to_t+1
p15,Sleep_Revitalization,stress,0.17326580303148256,0.33490687132761293,33,t_to_t+1
p15,Sleep_Score,fatigue,0.3237303404846341,0.06608794927319227,33,t_to_t+1
p15,Sleep_Score,mood,-0.0028517306746169632,0.9874336087554556,33,t_to_t+1
p15,Sleep_Score,readiness,0.19653568638361704,0.2729854325521603,33,t_to_t+1
p15,Sleep_Score,sleep_quality,0.10622260373559768,0.5563024015474243,33,t_to_t+1
p15,Sleep_Score,stress,0.07181395369590687,0.6912595279072083,33,t_to_t+1
p16,Steps,fatigue,-0.1456867695926809,0.48714173251535436,25,t_to_t+1
p16,Steps,mood,-0.1372661558841384,0.5129175854067717,25,t_to_t+1
p16,Steps,readiness,0.014045616927134748,0.9468717042126858,25,t_to_t+1
p16,Steps,sleep_quality,0.019044748222672696,0.9280038939701022,25,t_to_t+1
