Participant,Objective_Variable,Wellness_Variable,r,p,N,Time_Lag
p06,Steps,mood,0.16803443806760388,0.16129381657217612,71,t_to_t+1
p06,Steps,readiness,-0.4094045197925858,0.00039229944883399767,71,t_to_t+1
p06,Steps,sleep_quality,-0.059836206980781806,0.6201173664359708,71,t_to_t+1
p06,Steps,stress,-0.12148759643392978,0.3128562884796847,71,t_to_t+1
p06,Exercise_Count,fatigue,-0.03196359613174046,0.7913044890996137,71,t_to_t+1
p06,Exercise_Count,mood,-0.0972038394452279,0.4199960289803141,71,t_to_t+1
p06,Exercise_Count,readiness,-0.12682749938026802,0.29190038498177706,71,t_to_t+1
p06,Exercise_Count,sleep_quality,-0.07490625076136936,0.5347041376053061,71,t_to_t+1
p06,Exercise_Count,stress,0.19938893222653675,0.09550556815678561,71,t_to_t+1
p06,Exercise_Duration,fatigue,-0.02008650159042992,0.8679488896785024,71,t_to_t+1
p06,Exercise_Duration,mood,-0.11539091467073688,0.33793740211727885,71,t_to_t+1
p06,Exercise_Duration,readiness,-0.17116283210752534,0.15352225538775682,71,t_to_t+1
p06,Exercise_Duration,sleep_quality,-0.072881999301378,0.5458315176749696,71,t_to_t+1
p06,Exercise_Duration,stress,0.16805660557682484,0.16123774462115267,71,t_to_t+1
p06,Exercise_Distance,fatigue,0.15905772193219256,0.18520193483360953,71,t_to_t+1
p06,Exercise_Distance,mood,0.1005419972677504,0.40413374339545255,71,t_to_t+1
p06,Exercise_Distance,readiness,-0.25675671001006234,0.03066095914179368,71,t_to_t+1
p06,Exercise_Distance,sleep_quality,0.05382561717828652,0.6557303414049839,71,t_to_t+1
p06,Exercise_Distance,stress,-0.061985101862807805,0.6075881530746385,71,t_to_t+1
p06,Exercise_Calories,fatigue,0.021922078143829134,0.8560051707157671,71,t_to_t+1
p06,Exercise_Calories,mood,-0.05225760273553455,0.6651524716602792,71,t_to_t+1
p06,Exercise_Calories,readiness,-0.1938739344096896,0.10522674826303388,71,t_to_t+1
p06,Exercise_Calories,sleep_quality,-0.05340845590537792,0.6582318950825822,71,t_to_t+1
p06,Exercise_Calories,stress,0.1052598884504293,0.38232366763238435,71,t_to_t+1
p06,Exercise_Avg_HR,fatigue,0.14532074418906357,0.33523812316250834,46,t_to_t+1
p06,Exercise_Avg_HR,mood,0.2017727559579762,0.17872025874895137,46,t_to_t+1
p06,Exercise_Avg_HR,readiness,-0.17993305934870943,0.23147183935348487,46,t_to_t+1
p06,Exercise_Avg_HR,sleep_quality,0.03646051993620893,0.809894823443263,46,t_to_t+1
p06,Exercise_Avg_HR,stress,-0.3865691012429304,0.007960858730268808,46,t_to_t+1
p06,Sleep_Hours,fatigue,-0.03147720264597303,0.7958826695145653,70,t_to_t+1
p06,Sleep_Hours,mood,-0.00442311230354912,0.9710110545677683,70,t_to_t+1
p06,Sleep_Hours,readiness,0.062022639897788945,0.6100047595818957,70,t_to_t+1
p06,Sleep_Hours,sleep_quality,-0.10958102537264644,0.36650669989281304,70,t_to_t+1
p06,Sleep_Hours,stress,0.03352693442796581,0.7829066213152314,70,t_to_t+1
p06,Sleep_Duration_Score,fatigue,0.07694019838908212,0.526683618701799,70,t_to_t+1
p06,Sleep_Duration_Score,mood,0.10092337753097812,0.4058000527322196,70,t_to_t+1
p06,Sleep_Duration_Score,readiness,0.2325949530944449,0.0526653912083407,70,t_to_t+1
p06,Sleep_Duration_Score,sleep_quality,-0.07664885400041961,0.5282548294046568,70,t_to_t+1
p06,Sleep_Duration_Score,stress,0.10637642300194186,0.38077223063933474,70,t_to_t+1
p06,Deep_Sleep_Minutes,fatigue,-0.1427511785728593,0.2384435561456205,70,t_to_t+1
p06,Deep_Sleep_Minutes,mood,-0.09066765917976213,0.45538914230473315,70,t_to_t+1
p06,Deep_Sleep_Minutes,readiness,0.015248100455162414,0.9002979753854164,70,t_to_t+1
p06,Deep_Sleep_Minutes,sleep_quality,-0.14284187774596901,0.23814229387399213,70,t_to_t+1
p06,Deep_Sleep_Minutes,stress,-0.06361746564474355,0.6008290667143319,70,t_to_t+1
p06,Sleep_Restlessness,fatigue,-0.23021304216833113,0.05520518606121451,70,t_to_t+1
p06,Sleep_Restlessness,mood,-0.11410921431386614,0.34691343672038505,70,t_to_t+1
p06,Sleep_Restlessness,readiness,-0.10670409181140311,0.3792984738261965,70,t_to_t+1
p06,Sleep_Restlessness,sleep_quality,-0.27966593952525515,0.019041456611389895,70,t_to_t+1
p06,Sleep_Restlessness,stress,0.0335611853349556,0.7826902823268527,70,t_to_t+1
p06,Sleep_Composition,fatigue,-0.04961741709098141,0.6833428233082822,70,t_to_t+1
p06,Sleep_Composition,mood,0.005006442987820657,0.967189907656862,70,t_to_t+1
p06,Sleep_Composition,readiness,-0.09176629913431722,0.4499226825369792,70,t_to_t+1
p06,Sleep_Composition,sleep_quality,-0.0765951630988918,0.5285446372192166,70,t_to_t+1
p06,Sleep_Composition,stress,-0.13465727482492396,0.26639237836343665,70,t_to_t+1
p06,Sleep_Revitalization,fatigue,-0.09963318024213902,0.4118591497273534,70,t_to_t+1
p06,Sleep_Revitalization,mood,0.10941491132374172,0.3672380600833269,70,t_to_t+1
p06,Sleep_Revitalization,readiness,-0.270709227578618,0.023412410955641085,70,t_to_t+1
p06,Sleep_Revitalization,sleep_quality,-0.16886574956848896,0.162277819874801,70,t_to_t+1
p06,Sleep_Revitalization,stress,-0.17143168132854944,0.15589791393372965,70,t_to_t+1
p06,Sleep_Score,fatigue,-0.037612365149742595,0.7572219835835355,70,t_to_t+1
p06,Sleep_Score,mood,0.14832005932254316,0.22043143328615952,70,t_to_t+1
p06,Sleep_Score,readiness,-0.07026190153335952,0.5632751963580487,70,t_to_t+1
p06,Sleep_Score,sleep_quality,-0.2010094668921802,0.09520411842380702,70,t_to_t+1
p06,Sleep_Score,stress,-0.10063682139556389,0.40714127697669156,70,t_to_t+1
p07,Steps,fatigue,-0.044569254945481605,0.7397340718683967,58,t_to_t+1
p07,Steps,mood,0.10816107344180693,0.418990687990733,58,t_to_t+1
p07,Steps,readiness,0.24045849359169216,0.06903488411646647,58,t_to_t+1
p07,Steps,sleep_quality,-0.01715291137679468,0.8983085801807712,58,t_to_t+1
p07,Steps,stress,-0.04643493969083053,0.7292476451203695,58,t_to_t+1
p07,Exercise_Count,fatigue,-0.06685017716309805,0.6180673241672711,58,t_to_t+1
p07,Exercise_Count,mood,0.19469178570754775,0.14305568844299482,58,t_to_t+1
p07,Exercise_Count,readiness,0.15863792657690973,0.234282299617885,58,t_to_t+1
p07,Exercise_Count,sleep_quality,0.15297724945734692,0.2516124280357013,58,t_to_t+1
p07,Exercise_Count,stress,0.020454882268210992,0.8788679082913018,58,t_to_t+1
p07,Exercise_Duration,fatigue,-0.0022075847733898733,0.986878191208636,58,t_to_t+1
p07,Exercise_Duration,mood,0.07959107376968316,0.5525817576699695,58,t_to_t+1
p07,Exercise_Duration,readiness,-0.0018879698080238507,0.9887778394856587,58,t_to_t+1
p07,Exercise_Duration,sleep_quality,0.24790465771111803,0.060615239453666696,58,t_to_t+1
p07,Exercise_Duration,stress,-0.04756392674002744,0.7229256731273286,58,t_to_t+1
p07,Exercise_Distance,fatigue,-0.1323890210059729,0.32184881513077457,58,t_to_t+1
p07,Exercise_Distance,mood,-0.07618669977564169,0.5697517701856851,58,t_to_t+1
p07,Exercise_Distance,readiness,0.13039253738071588,0.32926467765783074,58,t_to_t+1
p07,Exercise_Distance,sleep_quality,-0.07694678653524802,0.5658968725221567,58,t_to_t+1
p07,Exercise_Distance,stress,-0.16813791265550204,0.2070821479561924,58,t_to_t+1
p07,Exercise_Calories,fatigue,-0.03365495806081552,0.8019687224779531,58,t_to_t+1
p07,Exercise_Calories,mood,0.016081413368462534,0.9046304753557234,58,t_to_t+1
p07,Exercise_Calories,readiness,0.04881382364495579,0.7159480594351949,58,t_to_t+1
p07,Exercise_Calories,sleep_quality,0.14232335478028132,0.2865394215488348,58,t_to_t+1
p07,Exercise_Calories,stress,-0.134701013705381,0.3133946549585893,58,t_to_t+1
p07,Exercise_Avg_HR,fatigue,-0.1975438883437581,0.16467846831853106,51,t_to_t+1
p07,Exercise_Avg_HR,mood,-0.30432750950880305,0.0299128153846857,51,t_to_t+1
p07,Exercise_Avg_HR,readiness,0.04472542358833934,0.7553133603972917,51,t_to_t+1
p07,Exercise_Avg_HR,sleep_quality,-0.32163649348018913,0.021361710460445403,51,t_to_t+1
p07,Exercise_Avg_HR,stress,-0.13735655176119646,0.3364668565115892,51,t_to_t+1
p07,Sleep_Hours,fatigue,0.07770865149643051,0.5620452272489329,58,t_to_t+1
p07,Sleep_Hours,mood,-0.11017426583536136,0.41033314208545413,58,t_to_t+1
p07,Sleep_Hours,readiness,-0.07216980799734546,0.590323698770038,58,t_to_t+1
p07,Sleep_Hours,sleep_quality,-0.1412022874772422,0.29039131361789416,58,t_to_t+1
p07,Sleep_Hours,stress,-0.042390666939746885,0.7520389497889897,58,t_to_t+1
p07,Sleep_Duration_Score,fatigue,0.04509746250078846,0.7367603079054033,58,t_to_t+1
p07,Sleep_Duration_Score,mood,0.18261237005773107,0.17005470066985257,58,t_to_t+1
p07,Sleep_Duration_Score,readiness,-0.07273946335301988,0.5873861319913555,58,t_to_t+1
p07,Sleep_Duration_Score,sleep_quality,-0.04680093072648435,0.7271962243235761,58,t_to_t+1
p07,Sleep_Duration_Score,stress,-0.1497626640834349,0.26183173811648397,58,t_to_t+1
p07,Deep_Sleep_Minutes,fatigue,-0.07982135496039737,0.5514293125940974,58,t_to_t+1
p07,Deep_Sleep_Minutes,mood,-0.020440984437742657,0.8789495925771841,58,t_to_t+1
p07,Deep_Sleep_Minutes,readiness,-0.08589647447221818,0.5214484853226767,58,t_to_t+1
p07,Deep_Sleep_Minutes,sleep_quality,0.07292554541815827,0.5864279828304915,58,t_to_t+1
p07,Deep_Sleep_Minutes,stress,0.014619725874228226,0.9132639258580908,58,t_to_t+1
p07,Sleep_Restlessness,fatigue,-0.15051919871925726,0.25940194358787055,58,t_to_t+1
p07,Sleep_Restlessness,mood,-0.05588420330875289,0.6769252993387072,58,t_to_t+1
p07,Sleep_Restlessness,readiness,-0.07801144648700108,0.5605178625898434,58,t_to_t+1
p07,Sleep_Restlessness,sleep_quality,-0.02646997024287707,0.8436432941946013,58,t_to_t+1
p07,Sleep_Restlessness,stress,0.1167090602591448,0.38295317649602545,58,t_to_t+1
p07,Sleep_Composition,fatigue,-0.21550257816827761,0.10423843622288993,58,t_to_t+1
p07,Sleep_Composition,mood,0.23951446730360862,0.07016601978537373,58,t_to_t+1
p07,Sleep_Composition,readiness,0.06561159734261812,0.6246056839929961,58,t_to_t+1
p07,Sleep_Composition,sleep_quality,0.2901297865372788,0.027159362300459552,58,t_to_t+1
p07,Sleep_Composition,stress,0.15779746658089935,0.23680196179295887,58,t_to_t+1
p07,Sleep_Revitalization,fatigue,0.35710737102641815,0.005926532060520482,58,t_to_t+1
p07,Sleep_Revitalization,mood,0.10307435715059193,0.4413255407390062,58,t_to_t+1
p07,Sleep_Revitalization,readiness,0.15648182352801576,0.24078350826835163,58,t_to_t+1
p07,Sleep_Revitalization,sleep_quality,-0.05289762829816794,0.6933130844846871,58,t_to_t+1
p07,Sleep_Revitalization,stress,-0.06341302902946655,0.6362826029447244,58,t_to_t+1
p07,Sleep_Score,fatigue,0.07614157597067821,0.5699810052520644,58,t_to_t+1
p07,Sleep_Score,mood,0.2538726243849115,0.054482278856891456,58,t_to_t+1
p07,Sleep_Score,readiness,0.02910210852666069,0.8283203972300672,58,t_to_t+1
p07,Sleep_Score,sleep_quality,0.05795478089813373,0.6656499077206061,58,t_to_t+1
p07,Sleep_Score,stress,-0.0673923418176167,0.6152144771514338,58,t_to_t+1
p08,Steps,fatigue,0.22793059794636863,0.187873422218738,35,t_to_t+1
p08,Steps,mood,0.26600172330295724,0.12246444680419472,35,t_to_t+1
p08,Steps,readiness,0.5053848991863724,0.001956535517312839,35,t_to_t+1
p08,Steps,sleep_quality,-0.13836344191070446,0.4279732708936523,35,t_to_t+1
p08,Steps,stress,0.17522728028788684,0.31401784008481426,35,t_to_t+1
p08,Exercise_Count,fatigue,0.1588960400160788,0.36191987531452496,35,t_to_t+1
p08,Exercise_Count,mood,0.08674607932003192,0.6202510562069019,35,t_to_t+1
p08,Exercise_Count,readiness,0.26939426382032255,0.11759045829816094,35,t_to_t+1
p08,Exercise_Count,sleep_quality,-0.007824761056139207,0.9644171164177284,35,t_to_t+1
p08,Exercise_Count,stress,0.10920727947639261,0.5323075761283987,35,t_to_t+1
p08,Exercise_Duration,fatigue,0.26609515919600113,0.1223282252495314,35,t_to_t+1
p08,Exercise_Duration,mood,0.15291991095411347,0.3804839829909909,35,t_to_t+1
p08,Exercise_Duration,readiness,0.3583562932740571,0.03452864323885103,35,t_to_t+1
p08,Exercise_Duration,sleep_quality,-0.08273758544596012,0.6365577720844364,35,t_to_t+1
p08,Exercise_Duration,stress,0.2351784890129814,0.17383969861712364,35,t_to_t+1
p08,Exercise_Distance,fatigue,0.30866528121410647,0.07121403125679297,35,t_to_t+1
p08,Exercise_Distance,mood,0.3260539081510592,0.05593874197913198,35,t_to_t+1
p08,Exercise_Distance,readiness,0.5068164932688296,0.0018901804999493527,35,t_to_t+1
p08,Exercise_Distance,sleep_quality,-0.0015116821544469208,0.993123573848276,35,t_to_t+1
p08,Exercise_Distance,stress,0.26027249134697955,0.1310348848354346,35,t_to_t+1
p08,Exercise_Calories,fatigue,0.26900078269302774,0.11814820172476721,35,t_to_t+1
p08,Exercise_Calories,mood,0.2533974103636183,0.14189538045382952,35,t_to_t+1
p08,Exercise_Calories,readiness,0.4001232966967983,0.017235434125916715,35,t_to_t+1
p08,Exercise_Calories,sleep_quality,-0.06950419355662966,0.6915596783086405,35,t_to_t+1
p08,Exercise_Calories,stress,0.22730619954806677,0.18911864376017032,35,t_to_t+1
p08,Exercise_Avg_HR,fatigue,0.14961213446751237,0.4217956717440355,31,t_to_t+1
p08,Exercise_Avg_HR,mood,0.2530658151302455,0.16956950361125586,31,t_to_t+1
p08,Exercise_Avg_HR,readiness,0.36046037308659185,0.046368762041128636,31,t_to_t+1
p08,Exercise_Avg_HR,sleep_quality,0.13062223967215592,0.4836794718247818,31,t_to_t+1
p08,Exercise_Avg_HR,stress,0.04594025673712866,0.8061446733665049,31,t_to_t+1
p08,Sleep_Hours,fatigue,-0.03090411919220929,0.8644392788032764,33,t_to_t+1
p08,Sleep_Hours,mood,-0.0473270061627648,0.7936788596842114,33,t_to_t+1
p08,Sleep_Hours,readiness,-0.0807848767816092,0.6549389129863444,33,t_to_t+1
p08,Sleep_Hours,sleep_quality,0.2847536204420549,0.10823793320022954,33,t_to_t+1
p08,Sleep_Hours,stress,-0.19099880225051352,0.2869941014461925,33,t_to_t+1
p08,Sleep_Duration_Score,fatigue,0.28827833009852755,0.1037520870838141,33,t_to_t+1
p08,Sleep_Duration_Score,mood,0.08219949365267863,0.6492791583232398,33,t_to_t+1
p08,Sleep_Duration_Score,readiness,0.28670731932847776,0.1057338157418516,33,t_to_t+1
p08,Sleep_Duration_Score,sleep_quality,0.32758901147559943,0.06274146950668276,33,t_to_t+1
p08,Sleep_Duration_Score,stress,0.07771959510483044,0.6672673507975602,33,t_to_t+1
p08,Deep_Sleep_Minutes,fatigue,0.21312065363876928,0.2337245876622749,33,t_to_t+1
p08,Deep_Sleep_Minutes,mood,0.18336652708737194,0.30704689310367667,33,t_to_t+1
p08,Deep_Sleep_Minutes,readiness,0.4045467278961137,0.019535289937885558,33,t_to_t+1
p08,Deep_Sleep_Minutes,sleep_quality,0.12547024589060962,0.48659354796982346,33,t_to_t+1
p08,Deep_Sleep_Minutes,stress,0.235069771566,0.18789008603486906,33,t_to_t+1
p08,Sleep_Restlessness,fatigue,-0.3922869475905662,0.023945955390790467,33,t_to_t+1
p08,Sleep_Restlessness,mood,-0.18341687862966335,0.30691178064806635,33,t_to_t+1
p08,Sleep_Restlessness,readiness,-0.5182214032412533,0.0020064271277362923,33,t_to_t+1
p08,Sleep_Restlessness,sleep_quality,-0.14279736205245055,0.42792126124043317,33,t_to_t+1
p08,Sleep_Restlessness,stress,-0.3661412279039687,0.03611660818915282,33,t_to_t+1
p08,Sleep_Composition,fatigue,0.024578928957720767,0.8920021187062819,33,t_to_t+1
p08,Sleep_Composition,mood,0.026982415672774485,0.8815122256935859,33,t_to_t+1
p08,Sleep_Composition,readiness,0.1694852143821264,0.3457201842972294,33,t_to_t+1
p08,Sleep_Composition,sleep_quality,-0.017819723494347555,0.9215931698592803,33,t_to_t+1
p08,Sleep_Composition,stress,0.1855408395401895,0.3012464881833588,33,t_to_t+1
p08,Sleep_Revitalization,fatigue,0.10718230351894384,0.5527202339440327,33,t_to_t+1
p08,Sleep_Revitalization,mood,0.1963145388262389,0.27353627004793446,33,t_to_t+1
p08,Sleep_Revitalization,readiness,0.36805547462702676,0.03508242855465441,33,t_to_t+1
p08,Sleep_Revitalization,sleep_quality,0.015997358734170748,0.9295906299213919,33,t_to_t+1
p08,Sleep_Revitalization,stress,0.35365570467126634,0.04348312101573039,33,t_to_t+1
p08,Sleep_Score,fatigue,0.21898063653879146,0.22081249056031704,33,t_to_t+1
p08,Sleep_Score,mood,0.13914429884135027,0.4399541155563447,33,t_to_t+1
p08,Sleep_Score,readiness,0.37048869376615223,0.033802683946284544,33,t_to_t+1
p08,Sleep_Score,sleep_quality,0.190664174917396,0.28785524423816766,33,t_to_t+1
p08,Sleep_Score,stress,0.24836253178352755,0.16341716759565802,33,t_to_t+1
p09,Steps,fatigue,0.12752979646011287,0.45856683604616766,36,t_to_t+1
p09,Steps,mood,0.19660402053722686,0.2504518050576525,36,t_to_t+1
p09,Steps,readiness,0.020503143500702682,0.9055212491632173,36,t_to_t+1
p09,Steps,sleep_quality,0.19474672672084875,0.255044652937906,36,t_to_t+1
p09,Steps,stress,0.20014289152563286,0.24185412221661867,36,t_to_t+1
p09,Exercise_Count,fatigue,0.0837825414368287,0.6271019385598389,36,t_to_t+1
p09,Exercise_Count,mood,0.035826921719977624,0.8356649966365408,36,t_to_t+1
p09,Exercise_Count,readiness,-0.005093297860561431,0.9764806330109974,36,t_to_t+1
p09,Exercise_Count,sleep_quality,0.22815709089532193,0.18077864826824283,36,t_to_t+1
p09,Exercise_Count,stress,0.16359036951031997,0.3404151920018382,36,t_to_t+1
p09,Exercise_Duration,fatigue,0.21611105996063507,0.20553903588542777,36,t_to_t+1
p09,Exercise_Duration,mood,0.04086634171703547,0.8129335138860005,36,t_to_t+1
p09,Exercise_Duration,readiness,0.02301438178510538,0.8940111157611886,36,t_to_t+1
p09,Exercise_Duration,sleep_quality,0.2916927794976796,0.08431974737858017,36,t_to_t+1
p09,Exercise_Duration,stress,0.0918261911323959,0.5942824793657288,36,t_to_t+1
p09,Exercise_Distance,fatigue,,,36,t_to_t+1
p09,Exercise_Distance,mood,,,36,t_to_t+1
p09,Exercise_Distance,readiness,,,36,t_to_t+1
p09,Exercise_Distance,sleep_quality,,,36,t_to_t+1
p09,Exercise_Distance,stress,,,36,t_to_t+1
p09,Exercise_Calories,fatigue,0.20632926988434747,0.22730563063590686,36,t_to_t+1
p09,Exercise_Calories,mood,0.03832996888528927,0.8243568234939892,36,t_to_t+1
p09,Exercise_Calories,readiness,0.008254584134539243,0.9618913089342226,36,t_to_t+1
p09,Exercise_Calories,sleep_quality,0.2851577266033317,0.09184044760919154,36,t_to_t+1
p09,Exercise_Calories,stress,0.10864258561636576,0.5282225396882766,36,t_to_t+1
p09,Exercise_Avg_HR,fatigue,-0.11621285990588055,0.719095156356214,12,t_to_t+1
p09,Exercise_Avg_HR,mood,-0.06903820499769674,0.8311763829764283,12,t_to_t+1
p09,Exercise_Avg_HR,readiness,-0.0814988741760383,0.80120198928052,12,t_to_t+1
p09,Exercise_Avg_HR,sleep_quality,0.1458311118422523,0.6511022372614867,12,t_to_t+1
p09,Exercise_Avg_HR,stress,0.21775374145772394,0.49658762855062866,12,t_to_t+1
p09,Sleep_Hours,fatigue,-0.19947921860022313,0.2737023190329789,32,t_to_t+1
p09,Sleep_Hours,mood,-0.19371305685300133,0.288093983294204,32,t_to_t+1
p09,Sleep_Hours,readiness,-0.3170426692643394,0.07705395577514072,32,t_to_t+1
p09,Sleep_Hours,sleep_quality,-0.030480521230661833,0.8684701182021739,32,t_to_t+1
p09,Sleep_Hours,stress,-0.1897594695931365,0.29823634253015485,32,t_to_t+1
p09,Sleep_Duration_Score,fatigue,-0.2046617187015336,0.2611724767683921,32,t_to_t+1
p09,Sleep_Duration_Score,mood,-0.20722701578346642,0.2551118813819624,32,t_to_t+1
p09,Sleep_Duration_Score,readiness,-0.38690715958906685,0.028698966698828085,32,t_to_t+1
p09,Sleep_Duration_Score,sleep_quality,-0.30525816184039134,0.08933427602068411,32,t_to_t+1
p09,Sleep_Duration_Score,stress,-0.05221758210913735,0.7765417367646974,32,t_to_t+1
p09,Deep_Sleep_Minutes,fatigue,0.08050734273575694,0.6613781161033138,32,t_to_t+1
p09,Deep_Sleep_Minutes,mood,0.06768561579431041,0.7128160399016663,32,t_to_t+1
p09,Deep_Sleep_Minutes,readiness,0.012927295781965335,0.9440176250431301,32,t_to_t+1
p09,Deep_Sleep_Minutes,sleep_quality,0.33779921239071237,0.058642690916969366,32,t_to_t+1
p09,Deep_Sleep_Minutes,stress,-0.17516480120155264,0.3376091559702811,32,t_to_t+1
p09,Sleep_Restlessness,fatigue,-0.15170182148522646,0.4072032092361464,32,t_to_t+1
p09,Sleep_Restlessness,mood,-0.3141406732411397,0.07994928236839277,32,t_to_t+1
p09,Sleep_Restlessness,readiness,-0.04909288374880419,0.789605381209833,32,t_to_t+1
p09,Sleep_Restlessness,sleep_quality,-0.032716726699075105,0.8589132058972988,32,t_to_t+1
p09,Sleep_Restlessness,stress,-0.04878917450865618,0.7908781791734791,32,t_to_t+1
p09,Sleep_Composition,fatigue,0.11162169271068736,0.543047362913193,32,t_to_t+1
p09,Sleep_Composition,mood,0.21182501793790265,0.2444828739700674,32,t_to_t+1
p09,Sleep_Composition,readiness,-0.15420801857086217,0.39940562374311617,32,t_to_t+1
p09,Sleep_Composition,sleep_quality,0.14694860930158637,0.42222617230201187,32,t_to_t+1
p09,Sleep_Composition,stress,0.10272125495351164,0.5758588944924015,32,t_to_t+1
p09,Sleep_Revitalization,fatigue,-0.07689993024103436,0.675709676550556,32,t_to_t+1
p09,Sleep_Revitalization,mood,-0.17069560657109248,0.35027138217058584,32,t_to_t+1
p09,Sleep_Revitalization,readiness,-0.3282095063707106,0.06666259091098325,32,t_to_t+1
p09,Sleep_Revitalization,sleep_quality,-0.3584059125353868,0.043982023847401214,32,t_to_t+1
p09,Sleep_Revitalization,stress,-0.17597603823831076,0.3353410624241565,32,t_to_t+1
p09,Sleep_Score,fatigue,-0.14329949692880162,0.43396555675347703,32,t_to_t+1
p09,Sleep_Score,mood,-0.15018785229652767,0.4119550801504759,32,t_to_t+1
p09,Sleep_Score,readiness,-0.3967019902276302,0.02457996314280976,32,t_to_t+1
p09,Sleep_Score,sleep_quality,-0.28478403101969885,0.11415262467375659,32,t_to_t+1
p09,Sleep_Score,stress,-0.06419941408194497,0.7270305768711387,32,t_to_t+1
p10,Steps,fatigue,-0.07408244901195081,0.6540022487259295,39,t_to_t+1
p10,Steps,mood,-0.06394495696458076,0.698948878445026,39,t_to_t+1
p10,Steps,readiness,0.12034157941693757,0.4655492174713239,39,t_to_t+1
p10,Steps,sleep_quality,0.3084690941372536,0.05605643891154391,39,t_to_t+1
p10,Steps,stress,0.2328340619665652,0.15374419783374857,39,t_to_t+1
p10,Exercise_Count,fatigue,-0.1086721159451765,0.5101967812000091,39,t_to_t+1
p10,Exercise_Count,mood,-0.3325095592800017,0.03861925972576582,39,t_to_t+1
p10,Exercise_Count,readiness,-0.11639661195948423,0.48040530074395776,39,t_to_t+1
p10,Exercise_Count,sleep_quality,0.15397196576549638,0.349341613610293,39,t_to_t+1
p10,Exercise_Count,stress,-0.1914526973911464,0.24298412558428176,39,t_to_t+1
p10,Exercise_Duration,fatigue,-0.0010280925423367345,0.9950439418951992,39,t_to_t+1
p10,Exercise_Duration,mood,-0.1553769810666505,0.34490808242085713,39,t_to_t+1
p10,Exercise_Duration,readiness,0.10087461817963451,0.5411813722864669,39,t_to_t+1
p10,Exercise_Duration,sleep_quality,0.410532421269933,0.009433839654320316,39,t_to_t+1
p10,Exercise_Duration,stress,0.013942238906344424,0.9328652897820908,39,t_to_t+1
p10,Exercise_Distance,fatigue,-0.330660034827881,0.03978054656144127,39,t_to_t+1
p10,Exercise_Distance,mood,0.004741341097866291,0.9771465848122903,39,t_to_t+1
p10,Exercise_Distance,readiness,-0.24642494726273945,0.13046166326317069,39,t_to_t+1
p10,Exercise_Distance,sleep_quality,-0.0667729461081206,0.6863002216727669,39,t_to_t+1
p10,Exercise_Distance,stress,-0.056900515756499334,0.7308001994178808,39,t_to_t+1
p10,Exercise_Calories,fatigue,-0.1237924375156084,0.45275737881101863,39,t_to_t+1
p10,Exercise_Calories,mood,-0.2212312161967738,0.1759029303843708,39,t_to_t+1
p10,Exercise_Calories,readiness,-0.06547680159536942,0.692087239790597,39,t_to_t+1
p10,Exercise_Calories,sleep_quality,0.3343791428011342,0.03747359528808478,39,t_to_t+1
p10,Exercise_Calories,stress,-0.08929396120969972,0.5887975457494362,39,t_to_t+1
p10,Exercise_Avg_HR,fatigue,-0.2228131249108272,0.2544274758319408,28,t_to_t+1
p10,Exercise_Avg_HR,mood,0.027189761409264754,0.8907618794809733,28,t_to_t+1
p10,Exercise_Avg_HR,readiness,-0.3210383468717642,0.09576305061584009,28,t_to_t+1
p10,Exercise_Avg_HR,sleep_quality,-0.06408313421218582,0.745961402618508,28,t_to_t+1
p10,Exercise_Avg_HR,stress,-0.13190532159387391,0.5034393392711622,28,t_to_t+1
p10,Sleep_Hours,fatigue,0.16855454993596858,0.3484141611381531,33,t_to_t+1
p10,Sleep_Hours,mood,0.32657949856633006,0.06360383339573761,33,t_to_t+1
p10,Sleep_Hours,readiness,-0.09965820097171763,0.5810886949726323,33,t_to_t+1
p10,Sleep_Hours,sleep_quality,0.44223080276566823,0.009970051012989157,33,t_to_t+1
p10,Sleep_Hours,stress,0.16514395294037093,0.3583947016658455,33,t_to_t+1
p10,Sleep_Duration_Score,fatigue,-0.23838043271078987,0.1815678194783487,33,t_to_t+1
p10,Sleep_Duration_Score,mood,-0.14706422562108795,0.41410020995006547,33,t_to_t+1
p10,Sleep_Duration_Score,readiness,-0.21741788215663851,0.22420733017774597,33,t_to_t+1
p10,Sleep_Duration_Score,sleep_quality,0.025423474644818943,0.8883140031699784,33,t_to_t+1
p10,Sleep_Duration_Score,stress,-0.06517256313458972,0.7185962099426975,33,t_to_t+1
p10,Deep_Sleep_Minutes,fatigue,0.15327060439370946,0.39445218140707344,33,t_to_t+1
p10,Deep_Sleep_Minutes,mood,0.2407776896208848,0.1770845369330542,33,t_to_t+1
p10,Deep_Sleep_Minutes,readiness,-0.16896556109727406,0.34722285513518103,33,t_to_t+1
p10,Deep_Sleep_Minutes,sleep_quality,0.10648945043780758,0.5553052922011834,33,t_to_t+1
p10,Deep_Sleep_Minutes,stress,0.03791438232657219,0.8340746410977,33,t_to_t+1
p10,Sleep_Restlessness,fatigue,-0.11137041748386417,0.5372149032334234,33,t_to_t+1
p10,Sleep_Restlessness,mood,-0.11523918422200452,0.5230791522125191,33,t_to_t+1
p10,Sleep_Restlessness,readiness,0.040766770583923105,0.8217841292935496,33,t_to_t+1
p10,Sleep_Restlessness,sleep_quality,-0.0322911424215484,0.8584149108216641,33,t_to_t+1
